p cnf 150 450
-104 -113 -143 0
21 -71 -73 0
34 72 100 0
-13 50 80 0
-8 -18 -53 0
-48 -113 -116 0
45 73 -141 0
47 77 125 0
-77 86 -90 0
61 -95 123 0
48 65 -130 0
98 100 132 0
56 67 107 0
-93 -102 -123 0
82 101 -145 0
74 92 119 0
17 61 123 0
7 -29 -37 0
15 -65 -143 0
-21 37 -127 0
-12 -22 62 0
-2 27 138 0
-40 -134 -146 0
14 -31 -114 0
34 68 97 0
10 -51 125 0
27 -60 -125 0
6 28 54 0
-18 57 -69 0
28 48 137 0
-43 46 131 0
54 -72 -144 0
5 -36 94 0
-26 -70 86 0
109 115 -137 0
17 31 -149 0
1 -10 -106 0
-19 -36 61 0
56 59 -114 0
2 121 -131 0
-81 -83 134 0
39 73 -127 0
-10 -64 -93 0
8 10 117 0
15 -46 82 0
-19 41 -85 0
66 112 -114 0
-45 -117 -137 0
32 104 -129 0
-68 96 118 0
-66 75 -147 0
21 73 -78 0
18 -102 -142 0
-25 49 108 0
19 -51 71 0
-1 -42 56 0
-101 -110 -137 0
-33 -57 140 0
24 -103 136 0
25 -58 -113 0
29 56 -80 0
-10 57 -129 0
24 -87 -115 0
1 -75 -87 0
98 107 -113 0
22 48 75 0
23 86 -103 0
-44 117 126 0
16 -28 -96 0
-71 96 -125 0
8 117 -127 0
50 102 108 0
11 37 150 0
-2 21 98 0
-70 91 145 0
7 74 90 0
-21 -107 144 0
52 94 131 0
-46 55 -128 0
-9 44 71 0
10 76 -115 0
-17 99 -137 0
37 42 -81 0
-24 -64 -100 0
-11 -60 130 0
-40 -110 -134 0
-97 107 149 0
34 -81 142 0
45 52 -143 0
33 -70 -137 0
-24 -56 -144 0
5 -9 101 0
114 139 141 0
104 -115 137 0
24 -108 144 0
-29 49 -54 0
-52 -79 -130 0
52 61 -96 0
-23 -90 96 0
2 10 -33 0
-5 83 150 0
-54 -55 138 0
-11 -88 -90 0
-62 -111 118 0
15 -40 103 0
-24 -96 110 0
31 -65 88 0
-55 56 141 0
74 -135 136 0
-74 -94 124 0
26 70 74 0
40 44 -109 0
-26 60 -114 0
-30 -133 143 0
72 97 -142 0
2 -16 145 0
46 102 -134 0
-85 123 -132 0
-39 57 105 0
-8 -82 135 0
-110 -139 149 0
-12 32 107 0
-67 68 -134 0
-18 33 96 0
-102 112 117 0
-23 -69 -95 0
86 -92 133 0
55 -102 -148 0
-24 34 -74 0
34 -52 -92 0
-4 45 52 0
-41 -53 -104 0
46 -58 -115 0
-27 110 -119 0
24 -54 147 0
61 73 -150 0
-43 49 -91 0
-16 -25 136 0
57 -122 -143 0
-18 -75 -130 0
-41 105 -121 0
-56 -73 94 0
55 -98 -123 0
4 14 63 0
-3 -26 76 0
-1 -9 50 0
43 101 -105 0
-1 -66 -91 0
-31 -101 113 0
-5 29 128 0
22 -71 85 0
8 39 118 0
73 -81 -111 0
26 34 60 0
3 -5 -32 0
-47 -74 -146 0
26 -50 -111 0
-19 91 110 0
-48 58 63 0
-46 -103 144 0
4 -60 91 0
97 -100 121 0
-11 65 93 0
66 138 -142 0
7 -91 108 0
-26 -82 -122 0
-94 -101 -145 0
66 -76 -122 0
-13 36 143 0
26 -54 -81 0
-13 35 -61 0
6 -37 -112 0
-2 -75 -89 0
42 -52 138 0
62 -91 -139 0
8 78 147 0
-81 87 125 0
48 86 -126 0
92 131 142 0
-3 39 53 0
97 108 148 0
-25 55 65 0
-33 77 -133 0
-16 49 -105 0
-10 -24 36 0
27 -73 -85 0
49 -53 -60 0
-6 -37 -115 0
41 132 134 0
8 74 -149 0
14 -62 -135 0
18 -95 129 0
-12 32 37 0
83 -104 117 0
-30 41 -133 0
46 95 111 0
84 -108 120 0
-54 -107 -122 0
22 29 -83 0
62 117 -146 0
29 41 46 0
33 -92 131 0
-19 -21 -72 0
43 -70 127 0
-23 -74 -99 0
55 -113 139 0
-38 45 -49 0
31 -76 130 0
-5 -56 143 0
26 -99 -112 0
91 -111 120 0
48 -74 -81 0
-24 54 -92 0
75 -95 120 0
34 -99 125 0
56 59 -71 0
39 108 138 0
-1 47 73 0
18 108 -121 0
-68 -98 -107 0
-49 137 -150 0
120 -123 127 0
25 49 -126 0
-6 23 -39 0
16 -118 124 0
-67 117 120 0
-12 27 -85 0
38 -81 147 0
69 -110 -150 0
37 -56 98 0
-99 -100 -143 0
38 -48 72 0
-78 -89 -142 0
-59 77 124 0
42 -125 147 0
57 63 100 0
24 -36 -112 0
