p cnf 150 870
-23 82 -124 0
57 94 150 0
109 132 149 0
115 136 -143 0
-47 66 101 0
10 -112 -124 0
-12 64 -78 0
-59 -77 -101 0
-114 124 -127 0
5 -126 150 0
-16 29 85 0
-33 -74 147 0
-16 -32 135 0
15 -76 -139 0
-1 38 -149 0
-23 60 85 0
33 -60 -150 0
-4 -7 56 0
-7 16 -17 0
33 70 -93 0
18 -75 -83 0
-58 89 92 0
-20 -102 133 0
45 92 99 0
-25 -46 121 0
43 71 121 0
-72 -74 125 0
-73 93 99 0
-17 -54 60 0
-19 -124 141 0
23 -54 -118 0
-44 -97 -107 0
-7 49 -106 0
-18 92 -113 0
-16 -37 59 0
62 75 -92 0
115 -119 -123 0
16 144 147 0
-5 -32 63 0
-10 -13 138 0
50 -80 90 0
-26 56 -118 0
-118 -122 148 0
-2 -33 40 0
87 99 139 0
1 46 -126 0
-21 55 108 0
-128 -129 -134 0
-49 -71 -91 0
-10 19 -59 0
72 111 -144 0
14 -76 127 0
-90 94 144 0
-56 -137 -148 0
-5 -7 -37 0
94 117 -135 0
42 -119 134 0
47 83 138 0
-19 121 135 0
-45 -46 142 0
30 32 67 0
68 -76 -140 0
-82 -86 -150 0
55 -56 82 0
-12 38 -92 0
1 -32 38 0
-48 67 88 0
-48 -101 -147 0
8 48 -150 0
38 -59 85 0
48 66 -120 0
15 -31 90 0
-4 83 -134 0
-38 99 -127 0
9 28 -49 0
-8 70 -76 0
33 103 -128 0
14 -39 -111 0
35 -65 -66 0
15 -58 76 0
7 118 132 0
38 -83 -120 0
22 -120 -129 0
-18 -54 -74 0
38 -60 -90 0
-20 -104 -136 0
63 82 146 0
30 56 -122 0
34 47 -150 0
62 128 131 0
87 101 103 0
-11 90 102 0
-2 -78 86 0
26 -36 43 0
8 -54 147 0
16 -34 75 0
46 54 -105 0
3 83 127 0
52 -100 -126 0
96 -121 -134 0
25 52 71 0
30 -77 123 0
28 -56 -146 0
-39 -69 98 0
-22 23 90 0
38 -113 -117 0
5 -61 -106 0
-9 -48 101 0
-7 59 -60 0
47 132 -135 0
-43 69 93 0
107 -115 -128 0
88 -106 131 0
-65 -147 -148 0
45 -55 136 0
-21 41 -71 0
-9 28 31 0
56 -95 149 0
-18 29 -44 0
30 55 -63 0
116 -142 143 0
-27 -141 -150 0
-49 107 -131 0
-2 44 111 0
24 -63 -118 0
14 27 74 0
15 25 46 0
48 54 -69 0
-46 67 -142 0
32 -83 -106 0
52 54 97 0
57 76 110 0
49 -94 -105 0
-93 133 -144 0
5 28 77 0
-73 -107 -110 0
-31 -74 -77 0
-111 -128 129 0
44 -60 -66 0
16 -47 -59 0
-91 97 112 0
-2 57 -106 0
67 91 -105 0
-14 -26 56 0
4 -13 33 0
-36 -52 -62 0
-5 -97 122 0
-13 67 -122 0
-44 -57 -109 0
6 -9 24 0
-50 67 -136 0
11 -68 -71 0
-6 70 -113 0
-21 -62 127 0
94 117 -120 0
-51 82 109 0
-57 136 146 0
-9 22 23 0
-62 109 -119 0
-51 70 -147 0
-47 90 102 0
-19 26 -145 0
36 -82 -96 0
-20 31 139 0
-13 37 -114 0
-59 -73 -133 0
-2 51 129 0
-3 7 78 0
-8 -23 109 0
-8 -35 60 0
4 76 -134 0
-92 -119 -128 0
-35 -105 119 0
19 -54 -102 0
-107 130 -136 0
41 80 105 0
27 50 -76 0
-16 33 47 0
-71 -102 134 0
23 73 -99 0
-42 -58 -121 0
-2 -40 -150 0
-106 -110 -134 0
19 -21 -118 0
5 68 143 0
9 -57 63 0
13 -35 -67 0
-6 106 126 0
-31 -42 103 0
-17 -26 -74 0
-38 101 149 0
120 144 145 0
14 67 -138 0
-14 51 -137 0
84 86 122 0
-48 -89 -106 0
8 -32 48 0
-50 -75 141 0
99 -118 -139 0
24 67 89 0
-54 -60 -95 0
61 72 -86 0
21 -33 129 0
80 -88 -117 0
-2 -72 92 0
38 -130 -146 0
47 92 135 0
8 17 71 0
16 41 107 0
-83 97 -149 0
38 -66 -68 0
43 66 90 0
1 75 -90 0
-26 83 -94 0
-1 -22 29 0
-53 107 -133 0
-84 113 -142 0
-50 63 -98 0
5 -94 107 0
-53 -88 -99 0
-5 -7 123 0
22 -48 51 0
31 -40 -85 0
23 -75 -128 0
12 -18 -96 0
-58 -60 122 0
-84 -93 149 0
-6 -20 -106 0
-14 125 131 0
42 -66 -96 0
8 -31 103 0
-72 86 -87 0
51 127 -142 0
-3 -79 -86 0
-17 -27 60 0
-40 -83 -106 0
53 -54 -130 0
40 75 -89 0
1 -119 142 0
7 64 -128 0
-4 34 -65 0
25 94 -132 0
3 119 150 0
-38 39 -99 0
43 87 94 0
6 59 126 0
52 119 -136 0
40 -92 123 0
9 -78 149 0
-14 61 -120 0
77 81 135 0
15 131 -150 0
-93 98 102 0
62 -74 -103 0
-47 87 -136 0
82 -102 -137 0
-72 -117 -125 0
85 -111 -133 0
-64 112 135 0
-30 -84 -129 0
-19 41 46 0
-62 108 139 0
-48 72 -115 0
51 -69 131 0
10 -12 13 0
116 -122 148 0
22 -76 95 0
86 118 -149 0
-25 36 -112 0
-19 48 109 0
45 64 71 0
-24 -56 -71 0
97 -106 147 0
4 -57 130 0
114 125 -148 0
106 116 -148 0
-31 79 -123 0
-72 81 -92 0
-3 -70 -90 0
-41 -43 -120 0
-24 -35 -82 0
-53 -74 -96 0
2 -27 -136 0
38 64 101 0
-94 -110 -115 0
42 63 130 0
-113 116 138 0
79 -104 120 0
-37 82 -127 0
-8 49 110 0
-7 -33 63 0
28 77 -78 0
-21 68 86 0
-57 -65 127 0
7 41 -96 0
15 -54 143 0
-29 59 -148 0
-36 -95 -138 0
-2 14 -99 0
-72 -111 -148 0
-54 104 -121 0
26 -31 59 0
32 38 104 0
12 83 148 0
31 -103 145 0
-16 -22 125 0
54 68 119 0
50 69 87 0
76 94 97 0
23 -34 35 0
-121 140 143 0
29 -36 -69 0
-41 66 -136 0
-36 95 134 0
31 40 140 0
60 90 144 0
-70 89 -147 0
-51 59 -131 0
6 -25 -69 0
26 -38 50 0
-51 73 -113 0
94 -108 140 0
3 -88 93 0
10 -36 112 0
35 -66 69 0
84 116 -138 0
-70 94 109 0
-40 43 99 0
-66 91 146 0
2 -109 -115 0
-27 107 -118 0
-31 108 130 0
-4 94 -133 0
36 -112 -126 0
8 -100 -122 0
13 -77 -137 0
6 -55 101 0
10 54 -81 0
-18 45 109 0
51 -67 98 0
1 -52 -150 0
9 -55 130 0
-31 83 -88 0
64 118 150 0
36 -102 143 0
46 58 -140 0
-75 95 143 0
17 -47 75 0
30 -86 -113 0
-5 49 -94 0
61 -93 -95 0
-22 73 139 0
-31 69 -120 0
-106 117 134 0
12 -73 -106 0
-54 -60 -115 0
-54 -75 104 0
-66 -71 -99 0
-22 44 -100 0
49 68 90 0
16 86 -98 0
-113 -121 -125 0
-76 -95 144 0
21 30 100 0
-4 112 128 0
97 133 -138 0
-41 -92 -95 0
-17 -30 -32 0
-16 38 62 0
5 -121 -138 0
-93 101 137 0
10 -30 96 0
100 121 141 0
-37 95 129 0
3 43 138 0
74 95 -128 0
-3 74 123 0
-40 -65 137 0
-37 47 -54 0
44 -78 120 0
10 17 -136 0
5 66 125 0
6 -41 -91 0
36 -53 145 0
10 -85 127 0
-24 32 149 0
-15 -69 -130 0
-86 106 -120 0
47 -141 -149 0
-38 -41 -148 0
-1 -34 -87 0
2 -32 -143 0
-46 -57 -80 0
15 58 80 0
-40 69 -111 0
71 81 -84 0
51 -64 -92 0
4 133 -140 0
-32 -57 75 0
3 -37 74 0
77 95 -150 0
-24 -60 -116 0
-48 78 -150 0
-22 125 139 0
19 88 -127 0
13 27 -86 0
88 110 149 0
8 12 128 0
2 -50 -91 0
45 -63 -121 0
30 -108 146 0
-63 89 111 0
42 92 144 0
44 -107 138 0
-77 -93 -97 0
9 -63 -76 0
-94 101 104 0
51 -68 109 0
37 -43 132 0
3 61 140 0
45 143 -145 0
-1 -96 130 0
-45 -88 -126 0
26 116 -125 0
11 -60 -94 0
9 64 -146 0
-7 -47 97 0
67 93 98 0
-11 109 -130 0
94 124 126 0
-23 -45 67 0
36 86 -144 0
20 -37 77 0
12 -86 -106 0
-1 -76 -78 0
-25 -50 -87 0
-8 -57 146 0
-1 -6 49 0
-68 78 113 0
21 72 132 0
-15 48 63 0
-58 97 -140 0
76 -104 -120 0
53 -90 -102 0
-1 -11 137 0
65 88 143 0
1 -56 109 0
-36 74 -125 0
-13 -87 102 0
62 -90 -96 0
-2 100 -101 0
25 77 79 0
99 103 105 0
-70 -132 143 0
28 116 -117 0
-22 40 129 0
-8 -54 -148 0
27 66 -143 0
90 94 119 0
-129 133 -150 0
-45 109 -145 0
43 -83 -134 0
21 50 75 0
11 -87 -150 0
5 -28 -48 0
78 96 -149 0
22 -87 148 0
20 -94 -139 0
-9 -44 125 0
-52 85 149 0
-40 -71 128 0
74 -94 -148 0
59 78 128 0
21 130 -132 0
-18 -42 105 0
-27 45 -81 0
-16 -86 -121 0
-11 24 -111 0
-20 -59 89 0
-25 41 -132 0
-107 111 -143 0
96 -103 147 0
-121 -136 -140 0
32 -104 -134 0
85 136 146 0
-23 37 -150 0
51 64 -115 0
6 50 -113 0
65 133 137 0
65 77 109 0
-4 35 116 0
17 59 -146 0
1 10 -127 0
47 58 -99 0
-78 -90 137 0
-23 76 117 0
18 60 62 0
-81 -116 -141 0
-6 12 21 0
9 -26 31 0
2 -116 -141 0
-6 31 76 0
-53 70 107 0
-82 94 143 0
98 -118 125 0
-64 -117 142 0
-91 -94 136 0
18 51 115 0
-30 -87 117 0
-61 -81 108 0
68 87 102 0
19 38 -113 0
-49 94 124 0
33 73 149 0
2 17 36 0
81 -102 136 0
-48 -80 141 0
-1 -18 44 0
5 6 -53 0
-24 75 -113 0
64 77 94 0
-56 58 -95 0
10 -37 74 0
-19 -68 -83 0
-77 78 -96 0
-16 44 -107 0
73 113 137 0
28 96 -126 0
-40 -97 115 0
61 -73 -138 0
13 -66 -78 0
42 118 135 0
-5 -43 -142 0
-18 28 30 0
59 63 -123 0
28 -59 -60 0
-17 -95 132 0
-25 -45 -84 0
-72 -92 100 0
28 85 98 0
-14 -86 143 0
-31 73 93 0
106 123 127 0
30 65 -85 0
39 49 150 0
73 78 104 0
-18 -126 -140 0
-11 -66 -88 0
59 -91 128 0
57 87 93 0
23 -58 62 0
-21 -52 -88 0
6 22 74 0
9 -12 -91 0
-67 -101 111 0
-28 60 142 0
-77 -85 94 0
82 -114 133 0
26 -37 -120 0
5 -29 117 0
-3 -65 72 0
-19 68 142 0
-21 73 -88 0
30 -73 -115 0
14 48 89 0
-63 -82 -115 0
49 -79 87 0
119 125 145 0
-9 42 69 0
-21 35 -121 0
17 61 135 0
-25 73 143 0
-72 85 -93 0
-1 3 -25 0
-16 45 -111 0
78 -83 95 0
120 -144 -148 0
98 -116 -147 0
-4 46 94 0
-6 58 89 0
53 117 -119 0
-51 114 -137 0
-53 99 117 0
1 52 -107 0
66 -106 124 0
-27 -52 94 0
32 58 -94 0
23 34 140 0
85 121 -149 0
-58 127 -144 0
23 -79 132 0
49 -56 113 0
-13 -33 -40 0
47 -48 107 0
54 108 136 0
-63 -133 146 0
65 -76 80 0
-27 32 -150 0
28 51 77 0
70 87 -88 0
73 104 -127 0
-53 -66 113 0
22 56 -81 0
-76 138 -148 0
-81 -124 -136 0
19 -52 91 0
44 -46 -89 0
27 -65 133 0
93 121 133 0
7 33 -112 0
79 100 -118 0
4 12 67 0
5 -26 62 0
21 44 -49 0
28 -62 -110 0
30 87 -127 0
75 -82 124 0
12 -97 -126 0
-34 -46 64 0
-71 79 83 0
11 15 -66 0
12 -66 142 0
