p cnf 150 600
-84 128 -132 0
40 -71 146 0
-33 99 -139 0
27 -123 128 0
-11 30 97 0
96 117 -129 0
-1 -19 -96 0
61 113 -123 0
19 25 -122 0
-25 -46 -95 0
-100 -126 129 0
4 -66 -127 0
-42 50 116 0
-17 -93 -144 0
72 101 -136 0
68 -121 -148 0
1 -127 -135 0
-35 106 -147 0
17 104 146 0
53 -80 86 0
-25 -60 74 0
26 46 -105 0
79 -95 100 0
-38 43 146 0
1 95 -122 0
-81 125 150 0
6 50 -142 0
-6 18 108 0
9 -22 -143 0
8 -87 111 0
7 54 71 0
-116 120 133 0
-17 28 128 0
-3 6 27 0
64 109 136 0
-43 79 126 0
-16 78 84 0
47 107 136 0
27 -59 -79 0
-12 97 132 0
1 50 79 0
73 94 120 0
-29 58 141 0
57 101 -113 0
-102 -120 -149 0
-124 136 -142 0
67 -106 -145 0
10 -86 -149 0
-46 -121 -122 0
27 40 71 0
9 -46 56 0
-44 49 118 0
4 -43 121 0
41 88 -123 0
132 138 149 0
-65 104 -135 0
-71 72 135 0
44 -54 104 0
81 122 127 0
-70 -142 -148 0
39 116 149 0
50 126 -128 0
23 -40 -109 0
18 28 -77 0
-10 -133 -137 0
104 116 149 0
115 118 -145 0
-16 97 117 0
-30 64 111 0
-23 80 134 0
-24 -83 136 0
29 -35 -67 0
28 127 130 0
94 142 -144 0
-54 -88 -123 0
34 -55 84 0
-95 110 142 0
122 -144 -148 0
52 -113 -132 0
1 74 -122 0
17 49 92 0
-39 -56 -124 0
-90 -91 109 0
-38 -95 -105 0
46 114 -133 0
50 -55 116 0
17 -25 69 0
12 116 118 0
-74 -129 -130 0
2 28 -96 0
64 74 79 0
44 80 95 0
24 91 -118 0
3 48 -114 0
-28 31 -140 0
-63 -115 -141 0
58 -122 125 0
-34 -57 58 0
31 110 -146 0
71 101 122 0
33 -70 -105 0
43 -77 112 0
31 -140 150 0
-94 118 -126 0
39 61 -76 0
34 58 -91 0
108 114 -122 0
-43 89 126 0
41 -70 -114 0
-7 -29 -120 0
-5 98 -114 0
-97 139 149 0
-43 81 -121 0
-6 11 78 0
18 73 130 0
-14 24 53 0
27 106 -120 0
-40 79 109 0
62 115 -121 0
2 -112 -129 0
-49 -107 122 0
39 105 -146 0
11 73 123 0
33 85 100 0
69 -75 -133 0
58 69 106 0
56 60 95 0
-27 95 116 0
35 -102 -125 0
8 114 150 0
-65 -133 140 0
96 136 -139 0
-9 -129 131 0
43 -54 -141 0
34 -96 114 0
38 45 65 0
-53 73 139 0
-16 78 -83 0
45 58 -61 0
-64 141 142 0
26 53 109 0
44 -59 -67 0
-55 61 74 0
9 -77 -141 0
5 -29 93 0
-1 23 115 0
67 -84 -148 0
-33 -52 144 0
-36 -90 -134 0
-21 39 -67 0
-108 132 -133 0
59 -77 93 0
-56 73 -132 0
-84 -122 -128 0
-38 72 -106 0
58 62 -114 0
98 -102 -135 0
-45 98 139 0
-10 -23 -32 0
-17 84 132 0
5 75 -134 0
-27 42 51 0
-34 -65 -134 0
59 85 147 0
-9 28 -56 0
108 -132 137 0
9 109 -127 0
-30 -49 51 0
-16 32 34 0
56 94 142 0
-100 -114 -121 0
-41 -57 -150 0
6 -43 102 0
28 103 -139 0
-53 -82 -97 0
29 130 131 0
-2 26 -85 0
-12 29 -58 0
33 50 135 0
-51 -108 -132 0
-17 -46 -68 0
20 -52 79 0
103 126 -144 0
-100 128 -145 0
-6 -122 126 0
-103 105 -120 0
-81 -96 150 0
-63 68 -139 0
47 89 94 0
-33 -131 -145 0
49 118 -148 0
-2 128 139 0
-31 -85 131 0
-21 -53 92 0
92 -107 -122 0
50 53 -124 0
-10 46 -52 0
39 115 -121 0
-16 46 -102 0
-56 -106 -134 0
-45 -92 -104 0
-4 -74 -100 0
24 68 101 0
-112 -122 -138 0
69 75 91 0
5 11 -31 0
21 -42 -109 0
-19 -79 -120 0
