p cnf 150 720
-22 -66 -108 0
-5 145 -149 0
30 -83 124 0
14 70 -124 0
2 46 -130 0
-21 131 138 0
-6 9 -15 0
4 -47 -54 0
31 77 -124 0
58 126 137 0
-32 -59 -143 0
23 103 -136 0
-3 -28 -74 0
37 95 112 0
-10 -93 -109 0
-91 95 -125 0
29 44 48 0
32 -84 120 0
-19 -36 -110 0
-13 -75 -138 0
-20 105 -124 0
36 111 116 0
74 103 121 0
-11 24 104 0
55 92 -128 0
-100 117 -130 0
-56 94 126 0
-47 50 138 0
-13 -52 122 0
3 20 -104 0
-11 116 138 0
14 53 64 0
-12 107 -130 0
123 130 -132 0
-16 60 61 0
-41 117 139 0
-53 68 -101 0
-95 96 143 0
9 -62 -99 0
-29 -116 -122 0
-49 72 81 0
20 62 -68 0
17 -44 100 0
31 -81 -118 0
16 -34 51 0
26 82 -120 0
63 -89 121 0
-24 -143 148 0
7 -61 -83 0
-48 115 122 0
-64 -73 118 0
-29 -41 -132 0
-64 76 124 0
17 23 132 0
-23 -60 -104 0
18 45 65 0
-75 -102 -138 0
-32 -47 -132 0
102 131 149 0
-69 -72 79 0
-16 98 -149 0
-1 -109 -136 0
-40 -67 120 0
58 -92 148 0
16 20 -30 0
16 -28 -115 0
13 78 -94 0
-39 76 -125 0
4 -49 -147 0
-1 -79 150 0
-50 59 -61 0
30 73 -79 0
81 91 144 0
-9 -36 41 0
27 -43 59 0
6 65 70 0
-21 107 145 0
-99 102 138 0
42 69 111 0
116 -119 122 0
6 68 108 0
-59 -85 110 0
29 -45 66 0
-68 -81 119 0
-9 51 137 0
12 -57 -140 0
-58 -135 -139 0
-100 -138 -139 0
-4 -47 -52 0
19 105 -136 0
-2 -4 9 0
-105 140 -148 0
-43 60 73 0
-57 -97 -124 0
24 -29 -109 0
-44 -107 -140 0
37 79 120 0
55 -99 138 0
-41 100 136 0
-46 -66 -83 0
54 -91 102 0
25 57 -114 0
-17 27 51 0
-1 28 104 0
-58 -94 -128 0
-33 -67 119 0
5 42 -92 0
28 45 -105 0
-40 -74 120 0
72 88 142 0
77 99 100 0
-8 -74 76 0
-40 88 -106 0
55 83 -118 0
8 -20 104 0
-92 -111 -137 0
-53 -106 113 0
-39 -90 99 0
1 -92 -98 0
-20 101 144 0
-47 -60 -71 0
74 104 120 0
-55 70 -82 0
-29 97 149 0
10 -14 136 0
-3 -33 83 0
82 -93 -130 0
54 132 137 0
14 98 117 0
14 112 -147 0
92 -137 144 0
14 -70 97 0
-1 42 -143 0
72 125 -141 0
32 -97 127 0
15 46 89 0
17 -29 -49 0
23 -59 -96 0
56 91 -98 0
-37 -62 -143 0
-50 -63 -74 0
-13 18 -116 0
20 -21 -59 0
-49 64 120 0
3 79 -134 0
-13 -111 142 0
41 93 108 0
-57 -131 -135 0
13 -58 -98 0
-78 -122 -143 0
-75 112 137 0
-11 -22 -130 0
5 -23 67 0
26 124 -138 0
-73 -110 -122 0
13 41 128 0
54 87 -101 0
21 139 -144 0
-13 -54 105 0
-4 -28 58 0
-49 62 98 0
-3 48 81 0
58 113 133 0
-16 54 124 0
-54 73 125 0
7 -92 -123 0
-20 77 104 0
-14 75 -107 0
-43 -87 -133 0
18 -26 -59 0
9 -35 38 0
-19 -65 104 0
-48 132 -142 0
-11 -26 -28 0
-60 -126 -134 0
-52 -116 134 0
58 109 148 0
-10 -101 -136 0
-62 124 -149 0
-12 19 48 0
-69 114 -117 0
50 -101 -117 0
18 -83 -145 0
-36 -72 -78 0
-92 -115 132 0
90 -94 124 0
23 -129 -136 0
-31 33 -120 0
-54 -79 91 0
-36 -87 143 0
-45 62 -104 0
-7 -81 113 0
85 104 106 0
55 -70 -117 0
33 48 -71 0
-123 124 -135 0
37 44 49 0
26 -41 -61 0
59 -122 -141 0
26 -58 101 0
-75 110 -116 0
45 -74 77 0
48 91 -93 0
2 -43 -62 0
-50 -71 -112 0
20 46 -130 0
-25 113 122 0
57 -83 -119 0
-24 106 111 0
3 -34 83 0
55 -124 -140 0
-2 -44 122 0
4 122 146 0
-15 83 99 0
-13 -43 93 0
63 117 122 0
-59 63 -119 0
-96 -129 -143 0
15 -97 -136 0
-22 -74 -94 0
69 -85 -125 0
-7 -138 148 0
-13 120 -142 0
5 -47 121 0
-36 63 -120 0
54 89 -124 0
11 -120 -125 0
33 -102 -149 0
-47 -69 124 0
30 -79 -130 0
-17 48 -139 0
-77 -122 -149 0
68 83 121 0
-41 83 -141 0
38 126 -145 0
-24 29 -79 0
65 -77 109 0
4 -34 -63 0
-30 -40 115 0
24 61 123 0
65 -74 123 0
-13 -92 119 0
-62 -107 -148 0
13 88 144 0
62 -116 127 0
-39 60 -71 0
-39 -62 -110 0
1 -22 -134 0
94 99 -126 0
-25 89 -96 0
-8 -106 139 0
-28 88 146 0
55 67 -81 0
60 -75 97 0
46 110 134 0
14 36 -97 0
-12 44 137 0
68 -109 147 0
-19 -28 77 0
85 122 141 0
-104 113 149 0
16 42 113 0
-11 -39 -132 0
47 -60 98 0
-67 81 -112 0
-66 89 -120 0
12 27 -118 0
-60 123 148 0
-38 59 -111 0
-47 -74 122 0
-56 -59 134 0
-108 -130 -136 0
-6 59 85 0
-6 -36 -104 0
8 -79 83 0
-16 50 -98 0
64 -114 148 0
19 40 122 0
110 -130 134 0
-1 -50 54 0
4 108 -142 0
60 73 -141 0
-7 86 -104 0
20 -95 -102 0
9 73 -137 0
-17 -49 97 0
25 43 79 0
83 -94 -148 0
-24 -27 -147 0
13 97 138 0
53 -95 -113 0
52 125 140 0
-24 -41 -115 0
-13 -57 109 0
57 -64 -92 0
-11 -76 -122 0
12 55 116 0
32 42 -112 0
-39 102 127 0
-18 -75 82 0
12 -15 -67 0
7 48 -138 0
-19 91 120 0
-58 -69 141 0
-34 -135 140 0
35 63 -137 0
24 -39 121 0
-10 -28 -44 0
-18 26 -60 0
1 96 140 0
-50 -54 -89 0
-14 123 -136 0
-74 114 -128 0
2 -43 -112 0
-58 -65 119 0
49 -69 72 0
9 -93 -114 0
-50 89 -116 0
-16 39 61 0
-30 33 -125 0
38 96 114 0
-16 89 140 0
-9 67 -100 0
-31 -56 108 0
-46 -66 -80 0
-79 87 102 0
-14 28 98 0
70 -76 -140 0
-17 23 62 0
98 101 -112 0
1 -28 -75 0
38 -122 141 0
55 -86 -87 0
-57 129 148 0
-111 -127 -149 0
103 132 -138 0
24 70 -113 0
-44 -81 -108 0
-23 -63 -72 0
32 -33 60 0
-29 87 -135 0
42 87 138 0
-11 76 86 0
39 120 121 0
43 -113 114 0
71 -77 -96 0
9 -33 70 0
21 -54 111 0
19 -94 -130 0
-29 85 -146 0
74 -76 -115 0
-56 -117 -133 0
-49 -84 -86 0
-3 35 97 0
74 110 137 0
-22 83 109 0
-63 72 -84 0
-2 -27 132 0
-55 -56 -125 0
-70 101 130 0
96 -125 -139 0
-94 111 -126 0
49 72 131 0
-34 99 111 0
53 -72 98 0
38 54 89 0
66 74 88 0
53 82 121 0
-37 52 -80 0
-4 -42 147 0
29 34 132 0
29 50 78 0
1 12 20 0
-59 142 143 0
46 84 121 0
-112 114 -117 0
2 53 105 0
-23 57 -143 0
22 -129 -138 0
-33 94 -136 0
-66 -91 -128 0
23 25 -102 0
-30 -38 -142 0
-27 67 148 0
4 -38 109 0
-10 -78 -122 0
72 73 112 0
10 79 108 0
-46 -51 -88 0
65 73 85 0
-40 57 -74 0
-19 29 89 0
-76 98 -111 0
12 35 -109 0
-21 -79 -128 0
-94 -125 137 0
-73 -77 105 0
91 -112 134 0
-51 52 77 0
81 -95 134 0
-103 -130 148 0
-60 77 120 0
17 32 111 0
5 -36 114 0
-30 -90 -147 0
-4 -20 -132 0
-14 61 -85 0
15 94 -122 0
6 61 99 0
-28 -37 -137 0
9 -77 143 0
53 -123 136 0
-52 124 -130 0
1 -41 129 0
-24 26 -88 0
5 -63 142 0
3 -50 137 0
-122 -133 141 0
-1 33 -104 0
29 -87 -109 0
-1 -83 125 0
18 -67 -114 0
83 97 -117 0
51 -106 143 0
2 35 -119 0
-95 120 134 0
-20 25 95 0
59 93 112 0
39 48 -80 0
2 -50 -142 0
-1 -8 -48 0
-53 -54 -141 0
63 -91 -144 0
17 -50 93 0
29 -76 -129 0
46 69 73 0
62 91 -120 0
120 -124 -138 0
-58 -73 85 0
-9 -39 -40 0
27 50 -105 0
-67 -126 -132 0
-70 75 105 0
3 16 -87 0
24 -30 -74 0
80 132 -146 0
-40 43 107 0
-11 -25 143 0
-30 67 -140 0
-10 -75 -105 0
68 -105 119 0
44 -63 -141 0
-8 60 -138 0
-29 -125 -134 0
26 41 44 0
5 10 128 0
-59 95 115 0
19 100 -115 0
21 -22 -33 0
58 -79 146 0
18 71 -99 0
-53 -72 86 0
111 -130 135 0
-37 -82 -148 0
-69 -139 150 0
-79 -84 -107 0
7 28 80 0
12 119 136 0
-23 -104 -115 0
58 -118 -127 0
-76 -108 130 0
1 55 -63 0
-4 57 93 0
-36 89 150 0
15 40 121 0
-39 40 -109 0
-11 56 82 0
-4 -80 -127 0
5 -16 122 0
-88 -98 113 0
-21 -65 135 0
-5 29 64 0
-23 80 -91 0
92 -113 -136 0
6 -19 -46 0
80 101 -117 0
11 20 118 0
6 42 147 0
-36 80 136 0
36 -99 125 0
-15 -20 57 0
29 48 -128 0
-12 40 91 0
7 40 50 0
-15 -101 112 0
48 -91 -93 0
-110 -117 145 0
-33 -137 142 0
5 -26 -81 0
22 -143 -144 0
-6 10 -17 0
-15 105 -141 0
-3 -31 71 0
26 30 37 0
-8 -15 18 0
-28 -74 -77 0
-10 -131 -141 0
-51 119 127 0
-24 51 70 0
-21 34 40 0
95 129 145 0
37 123 125 0
-5 -27 127 0
-3 89 121 0
-4 12 -105 0
-11 -35 77 0
-42 74 106 0
20 105 -125 0
-3 -32 46 0
43 -132 -134 0
2 -9 -44 0
-63 81 -100 0
-55 -86 100 0
39 43 69 0
-12 -21 -142 0
-107 112 -137 0
10 51 -95 0
-21 67 72 0
-35 76 -102 0
90 -125 -128 0
-18 108 -131 0
18 108 -143 0
44 103 117 0
97 99 -149 0
45 70 124 0
-33 81 115 0
-106 108 137 0
47 53 -69 0
