p cnf 150 540
-4 62 141 0
53 -95 124 0
69 130 133 0
-24 -147 -149 0
-19 -54 -143 0
-38 50 -85 0
53 119 149 0
-32 -102 -124 0
105 127 129 0
-49 -55 -148 0
-3 121 -140 0
-29 -34 -65 0
-1 -3 -144 0
15 101 137 0
-5 23 -76 0
-44 -105 123 0
-36 107 121 0
-28 57 -124 0
-65 67 142 0
-2 118 150 0
26 55 -115 0
12 -19 113 0
-3 -63 104 0
-36 82 -143 0
94 96 125 0
-8 89 -121 0
67 -92 -123 0
47 -84 88 0
-46 -139 142 0
-51 102 113 0
56 120 131 0
85 86 144 0
12 64 -114 0
29 -53 55 0
-91 138 139 0
-96 107 -109 0
-85 -129 135 0
63 -85 -137 0
-31 -45 -72 0
26 67 -91 0
40 96 -104 0
-37 -120 -133 0
3 -57 88 0
58 -67 -93 0
3 -53 129 0
-103 109 124 0
-25 -36 97 0
-61 -115 118 0
-43 49 -134 0
-17 -24 -54 0
90 -92 -145 0
-4 17 71 0
44 -61 -94 0
108 120 -132 0
6 -110 -119 0
-26 61 -125 0
58 -107 117 0
-41 122 123 0
88 135 -139 0
12 69 111 0
49 80 -117 0
-33 -56 -150 0
-5 33 -83 0
89 -115 -116 0
-82 -101 119 0
-34 -92 125 0
-20 -50 -91 0
15 49 -99 0
-11 -121 -136 0
48 76 135 0
-28 36 -107 0
-31 37 79 0
-23 68 -108 0
-4 23 42 0
-11 -65 81 0
-2 -13 65 0
22 102 132 0
-17 23 63 0
17 -25 79 0
2 135 142 0
-49 -107 147 0
117 128 143 0
3 -46 82 0
-15 70 126 0
-94 -110 -134 0
3 -48 116 0
54 -99 100 0
12 112 148 0
-35 40 92 0
4 -44 78 0
10 15 38 0
-12 67 89 0
78 -105 148 0
104 -118 -139 0
-33 -62 -96 0
49 55 -124 0
40 -70 106 0
-9 -79 -99 0
30 -71 135 0
-4 13 150 0
31 -34 -129 0
42 48 -131 0
26 32 -55 0
-7 130 145 0
-103 -109 146 0
3 -6 119 0
-15 -38 63 0
39 -58 -97 0
72 -86 -126 0
1 -48 -95 0
-66 93 -126 0
66 -70 136 0
16 134 -150 0
-90 117 -125 0
18 -25 136 0
-14 27 111 0
14 -98 -147 0
23 -29 -127 0
38 -122 -133 0
-9 58 87 0
-20 -46 148 0
-57 62 92 0
-35 -49 105 0
2 9 148 0
-9 54 66 0
58 -82 -96 0
5 -110 -114 0
-17 43 -82 0
-31 -115 -137 0
-43 -127 -129 0
-33 -59 -75 0
13 89 -118 0
-4 85 107 0
39 50 73 0
-25 145 -149 0
92 130 139 0
41 -53 -114 0
21 -89 -95 0
-70 -75 -79 0
87 105 133 0
5 -43 53 0
25 -87 145 0
-20 21 91 0
-4 -11 106 0
-5 -30 -40 0
11 -53 -65 0
-40 -93 -105 0
61 69 116 0
-77 94 -136 0
86 119 -125 0
50 136 143 0
31 43 136 0
16 92 116 0
-44 81 -87 0
112 -125 -129 0
-25 39 52 0
-26 -61 -80 0
-98 111 140 0
55 66 -143 0
-17 53 -143 0
136 -138 -143 0
-43 64 -113 0
113 137 140 0
19 79 -91 0
13 23 -43 0
45 108 116 0
-35 131 -143 0
-14 18 69 0
103 108 -145 0
1 23 -111 0
-105 -106 -113 0
22 -102 -146 0
-44 123 148 0
66 -124 133 0
-74 118 -125 0
92 -115 143 0
4 91 -92 0
-4 -39 109 0
1 8 34 0
-59 88 -89 0
30 48 140 0
-61 111 131 0
-40 97 -139 0
-23 116 -149 0
10 -51 113 0
62 84 -125 0
67 -95 -115 0
-17 88 -99 0
-74 89 146 0
18 46 -114 0
15 29 -142 0
-19 49 -88 0
-103 107 112 0
-74 -131 139 0
-46 -82 129 0
84 125 -127 0
-34 -120 150 0
11 -27 -137 0
-9 -17 23 0
3 -25 -94 0
-51 -67 -150 0
-1 5 -140 0
105 118 134 0
-36 -43 78 0
30 100 -102 0
8 -45 125 0
-81 93 144 0
6 -33 74 0
81 -120 141 0
103 -135 145 0
-57 -58 -88 0
6 64 -73 0
-3 -81 149 0
-20 50 -146 0
60 -111 -115 0
14 92 -148 0
-17 -36 83 0
-4 65 -66 0
32 51 119 0
76 111 116 0
-20 27 131 0
-72 108 -126 0
4 36 63 0
25 -30 66 0
-34 -48 102 0
-65 -77 102 0
92 113 -150 0
30 73 -118 0
-46 141 -147 0
13 -89 139 0
80 -98 132 0
-31 -54 74 0
36 -107 -133 0
77 -130 -132 0
-74 -76 -147 0
-98 102 149 0
9 135 141 0
12 -36 -96 0
40 -49 -114 0
101 105 133 0
39 62 75 0
3 -48 71 0
64 106 -129 0
14 -76 101 0
33 42 -98 0
-16 -66 -123 0
132 -134 139 0
-10 60 -65 0
65 74 96 0
14 17 141 0
11 22 -45 0
-27 -59 -128 0
-50 103 -104 0
-42 -53 83 0
-11 24 56 0
100 108 -114 0
27 40 -49 0
56 126 -138 0
-31 65 -78 0
45 57 -80 0
59 117 133 0
-18 25 -55 0
82 -124 125 0
-3 17 131 0
6 23 -36 0
-12 79 115 0
-28 71 -121 0
34 44 127 0
-2 99 -108 0
76 -104 114 0
39 114 -121 0
-62 -97 -128 0
10 -55 -71 0
41 77 86 0
-35 42 -81 0
4 107 119 0
-2 -26 107 0
-52 -54 -57 0
19 -122 143 0
-16 -43 -143 0
-17 -70 74 0
-22 41 -80 0
-24 25 52 0
-8 99 -148 0
45 64 -132 0
84 126 -133 0
81 82 -137 0
-33 -45 121 0
16 82 -122 0
-68 -77 83 0
-14 50 -147 0
-15 -64 147 0
-37 104 146 0
61 80 98 0
-2 -105 137 0
29 -43 -79 0
29 95 97 0
-112 117 -144 0
-7 50 -67 0
-27 -106 147 0
55 -117 -132 0
38 -74 93 0
51 77 99 0
-105 -111 -126 0
-55 106 -110 0
-99 105 130 0
-66 -73 -86 0
-23 45 -58 0
5 -9 146 0
-38 -59 -81 0
26 92 124 0
8 61 -62 0
-60 80 -122 0
-22 -135 143 0
-19 -60 -73 0
-16 -79 -107 0
-22 93 98 0
-8 -28 83 0
33 -50 62 0
21 24 26 0
38 -107 130 0
11 -47 -127 0
21 -25 -26 0
-69 -71 94 0
96 117 135 0
15 129 -133 0
54 -87 -142 0
-24 -58 -150 0
-37 51 -140 0
-51 106 107 0
7 34 -69 0
-5 -62 -88 0
15 -36 74 0
-95 97 -144 0
5 -9 -139 0
-2 -69 103 0
18 -77 89 0
-12 73 82 0
10 100 144 0
-37 -39 -50 0
-20 -79 84 0
-13 33 -102 0
42 -60 -140 0
-35 -58 -124 0
-12 -31 72 0
49 83 121 0
-13 30 -148 0
51 -105 -150 0
-32 61 112 0
-29 105 -121 0
-71 118 132 0
9 56 -128 0
73 80 97 0
9 -23 -71 0
-13 41 86 0
-90 -95 -142 0
-26 110 122 0
-14 26 -40 0
62 77 -95 0
39 42 -70 0
-22 59 -66 0
29 -147 -148 0
47 135 136 0
3 67 -70 0
-20 51 133 0
8 -115 -123 0
53 105 -109 0
-7 -20 137 0
-3 -44 125 0
-1 107 -108 0
17 -101 -114 0
30 -59 -116 0
51 122 148 0
-10 -58 -124 0
-8 -35 76 0
29 -66 84 0
-15 50 87 0
21 -124 -144 0
16 29 -58 0
-18 -79 -122 0
-112 130 -135 0
-56 57 -68 0
-26 33 43 0
3 122 -127 0
-52 -84 94 0
-25 -29 -75 0
-101 126 140 0
-22 75 -114 0
-18 73 102 0
-71 109 -113 0
6 30 63 0
-53 103 -133 0
18 25 -82 0
-93 -94 116 0
-82 125 144 0
33 -130 147 0
-31 -42 85 0
8 -122 125 0
-48 -81 -88 0
16 57 120 0
18 -40 -133 0
-35 -121 132 0
-57 97 -117 0
27 36 -58 0
-20 -81 103 0
41 140 146 0
-7 135 136 0
-34 78 -144 0
45 66 -118 0
49 81 87 0
61 -117 -136 0
18 58 -115 0
-50 59 -77 0
35 55 60 0
-78 109 147 0
21 34 83 0
-54 -71 133 0
-16 -46 -139 0
66 69 128 0
-41 -126 -127 0
-17 27 -87 0
23 62 109 0
50 62 100 0
-75 -143 146 0
83 -104 148 0
-41 107 -118 0
65 -91 -98 0
12 -77 -139 0
-44 -86 144 0
-4 16 -21 0
58 -110 136 0
-5 -105 108 0
