p cnf 150 900
103 115 -117 0
57 -67 145 0
99 103 -104 0
2 -95 -133 0
-71 -128 135 0
11 67 102 0
-23 92 -102 0
89 101 112 0
90 -96 101 0
-8 -15 -81 0
53 -116 121 0
-7 -43 49 0
-63 81 -130 0
-26 -44 -66 0
25 -46 63 0
20 -23 117 0
8 24 68 0
-10 -31 -119 0
70 95 -101 0
31 -52 -139 0
-35 41 -131 0
-95 -145 -150 0
-12 -53 99 0
-28 49 86 0
81 -91 -92 0
-30 -112 120 0
33 45 121 0
-77 141 -143 0
-52 -105 143 0
-49 144 149 0
-14 -32 -87 0
-17 -100 133 0
-14 59 110 0
24 33 36 0
29 -52 -108 0
-8 12 71 0
-5 96 -117 0
-37 -125 -147 0
-63 -110 126 0
13 69 -137 0
-11 24 -83 0
-77 -86 149 0
-55 137 -141 0
1 -46 115 0
14 92 97 0
60 -73 -101 0
-87 -92 -115 0
73 88 96 0
-1 11 -118 0
-12 -76 -117 0
-16 -66 -146 0
32 77 103 0
-83 119 150 0
-13 -48 119 0
5 57 -116 0
5 88 -149 0
-3 78 80 0
38 -67 111 0
18 66 -88 0
41 46 89 0
34 -59 92 0
57 -131 -147 0
30 101 128 0
-56 76 143 0
-58 71 -145 0
-38 108 136 0
-99 -105 -133 0
-24 -37 -102 0
65 -82 -96 0
-51 -66 -91 0
32 -90 96 0
-53 95 -123 0
21 45 79 0
-3 44 132 0
33 -59 135 0
50 -115 -125 0
-20 -67 -122 0
-10 -53 -62 0
-41 -80 139 0
2 60 103 0
-31 62 -97 0
43 -134 138 0
88 -134 150 0
58 128 -147 0
37 81 -141 0
6 17 113 0
-33 76 82 0
-61 -125 143 0
-69 75 109 0
4 -46 -117 0
-28 -63 147 0
-54 57 74 0
28 -133 136 0
41 -114 142 0
100 146 150 0
6 -25 -67 0
55 125 134 0
43 139 144 0
-30 -75 -130 0
-17 52 76 0
-79 -101 -106 0
-58 -70 -112 0
28 44 -68 0
-19 37 -64 0
-11 -37 46 0
10 -148 150 0
-37 -101 141 0
-20 -43 -144 0
-32 -34 -79 0
-38 -47 58 0
-58 -108 -129 0
57 -76 -108 0
28 -73 -149 0
-3 95 -102 0
-39 51 -61 0
-58 107 134 0
75 -94 -102 0
33 50 -132 0
39 89 130 0
-55 79 -94 0
-64 -73 75 0
62 -91 102 0
-36 111 135 0
46 -113 121 0
47 -60 -111 0
-7 50 -147 0
-35 -80 93 0
-51 -59 93 0
-26 41 100 0
2 3 -59 0
-8 27 -118 0
48 57 -136 0
6 -110 -150 0
94 116 -147 0
4 -108 123 0
-42 -68 100 0
-44 115 139 0
56 -66 -111 0
28 101 144 0
-29 41 45 0
42 68 -80 0
-6 20 -56 0
25 44 47 0
43 67 -80 0
-32 38 49 0
55 -73 95 0
44 -107 135 0
18 53 92 0
54 76 -107 0
83 128 134 0
19 21 106 0
-38 -110 -134 0
-8 -102 149 0
-14 66 -122 0
35 -111 -118 0
-2 -10 -47 0
-53 -79 102 0
12 20 -61 0
57 -59 124 0
33 -122 -134 0
-5 -54 -65 0
84 109 -150 0
-46 103 -136 0
45 90 103 0
-36 110 117 0
-32 -53 -127 0
-66 107 122 0
112 -114 -136 0
10 -105 123 0
118 -133 138 0
-54 -58 -91 0
-100 -126 130 0
15 49 -115 0
-45 85 106 0
107 -109 148 0
70 -112 -150 0
74 107 131 0
81 134 -143 0
-60 103 124 0
-49 68 -119 0
12 -16 128 0
-59 -80 116 0
-15 64 -91 0
-12 -53 -128 0
-16 53 102 0
-60 -73 80 0
-17 -96 114 0
-28 -32 142 0
-55 -86 -122 0
-6 -67 129 0
48 120 -121 0
-57 -69 147 0
-91 109 -144 0
-16 22 46 0
-5 19 69 0
-16 -41 -97 0
-26 -29 -121 0
13 -23 149 0
-52 72 -128 0
-46 94 -135 0
-25 -50 -100 0
28 65 -88 0
57 -61 110 0
12 30 97 0
33 89 -114 0
-13 79 113 0
-30 -58 -134 0
31 -32 134 0
-9 -35 75 0
-81 92 -122 0
86 136 -137 0
34 -91 118 0
-46 -100 -134 0
-13 -69 -74 0
-56 -118 126 0
-12 -99 136 0
56 98 104 0
-14 30 36 0
-19 -36 -86 0
-11 -85 -143 0
39 -84 128 0
-46 -63 -76 0
1 -34 -90 0
55 77 -134 0
90 102 122 0
33 -52 131 0
-1 -13 -113 0
10 -29 -140 0
-39 41 -99 0
-25 136 -139 0
47 -126 142 0
-5 -76 -139 0
-9 -64 -148 0
1 -16 40 0
-22 -79 -141 0
-61 69 -98 0
9 -10 -95 0
34 -107 -113 0
17 -63 -93 0
81 -82 -90 0
-102 104 113 0
-37 49 128 0
34 129 130 0
-75 -104 141 0
-22 27 -64 0
46 -56 97 0
53 -146 -148 0
8 -13 -67 0
36 -43 -57 0
-20 21 -24 0
-47 -133 -150 0
