p cnf 150 570
-57 -134 149 0
92 -93 125 0
-12 69 118 0
-59 -83 -140 0
43 105 -130 0
-92 110 149 0
17 -18 105 0
20 134 148 0
-18 -21 61 0
50 87 -147 0
-35 71 150 0
-25 -133 -136 0
17 -34 -79 0
-36 -54 -95 0
39 126 -138 0
9 -10 -51 0
-25 89 -127 0
24 32 74 0
35 122 147 0
43 133 143 0
37 -60 140 0
8 -49 -112 0
-6 44 106 0
-6 -64 -74 0
96 -115 136 0
-42 -72 93 0
4 37 -98 0
40 -138 142 0
32 -77 -108 0
55 -121 126 0
-8 -108 -137 0
-54 71 -95 0
-37 -128 -131 0
24 32 -62 0
72 -140 -150 0
-46 101 -122 0
-3 56 81 0
66 -111 127 0
-24 -115 145 0
-95 -130 135 0
-56 -61 95 0
59 132 -146 0
-12 31 94 0
58 109 -137 0
120 -130 -132 0
-10 38 -45 0
46 66 99 0
-33 -117 124 0
37 83 85 0
18 30 60 0
20 -29 33 0
-62 64 -131 0
-35 73 -147 0
-4 -45 63 0
53 112 147 0
109 -140 -150 0
-4 25 -108 0
43 -81 124 0
63 -102 133 0
-111 -140 148 0
-54 114 -128 0
-11 104 134 0
-4 -28 -121 0
-27 101 131 0
-46 -114 -132 0
-52 -115 133 0
-40 -84 150 0
3 67 -110 0
83 -124 -126 0
-9 -40 -127 0
96 101 -149 0
-57 85 -88 0
-93 -102 117 0
-53 -77 124 0
-5 -57 -88 0
8 -68 130 0
82 89 149 0
-4 -64 -130 0
-48 -50 -82 0
48 -68 106 0
52 -94 129 0
15 28 -146 0
86 -87 147 0
-49 -112 -117 0
31 -117 -128 0
34 -76 131 0
-41 74 117 0
26 40 74 0
-51 -133 150 0
-9 31 -53 0
12 -18 -39 0
4 -37 -93 0
11 -96 148 0
30 89 -130 0
-18 -41 68 0
2 17 88 0
-58 60 115 0
41 80 -132 0
-104 -134 144 0
94 106 -121 0
69 -72 87 0
36 -57 -139 0
105 111 148 0
12 78 -140 0
12 -114 -132 0
24 31 80 0
-45 -61 133 0
103 -118 -126 0
-102 -129 -134 0
51 -119 -120 0
-53 -77 -110 0
16 -33 111 0
-40 -92 119 0
18 -75 122 0
-28 -29 -94 0
-16 18 -114 0
-9 73 111 0
-25 36 86 0
-40 -68 -122 0
-58 -64 109 0
81 93 -134 0
22 -27 31 0
-40 46 -55 0
-4 36 -50 0
-33 -98 -123 0
102 107 -118 0
-8 65 119 0
22 -34 -35 0
30 -106 -133 0
62 -125 -142 0
-29 -109 114 0
13 -29 -142 0
-34 115 148 0
91 -101 -134 0
-62 93 109 0
-36 -71 82 0
-15 37 63 0
43 101 147 0
-23 -60 -142 0
-82 118 144 0
-37 48 -87 0
-25 33 -34 0
-43 -108 130 0
-29 83 -109 0
-47 104 -130 0
15 40 -107 0
59 -69 138 0
23 -68 87 0
-20 34 134 0
-20 98 134 0
-21 -55 147 0
-45 91 121 0
62 -80 110 0
-80 110 146 0
77 83 111 0
-19 30 146 0
-8 -9 144 0
-12 17 -52 0
-41 -42 -118 0
-5 105 -134 0
-11 -105 -135 0
23 105 -135 0
-1 -82 -127 0
15 80 99 0
-16 26 -79 0
-15 132 -136 0
-8 -20 35 0
5 66 109 0
71 -114 139 0
-1 -11 47 0
-3 93 -104 0
-9 -43 138 0
-54 55 141 0
4 113 -127 0
27 -31 -126 0
28 -56 105 0
-10 -56 -71 0
35 44 -88 0
30 -123 -140 0
-25 38 -65 0
-39 -72 -119 0
-61 68 102 0
19 39 106 0
37 42 -96 0
67 -131 137 0
-19 30 121 0
-39 86 112 0
-2 8 -146 0
-90 95 122 0
2 15 126 0
-56 -80 -150 0
53 -55 -131 0
37 -51 -120 0
-6 53 57 0
-58 -75 -143 0
28 71 -124 0
91 114 -141 0
3 125 -146 0
-3 -44 -75 0
