p cnf 150 720
6 102 147 0
-13 61 85 0
-16 36 111 0
-28 -48 50 0
26 31 -80 0
4 40 74 0
12 42 125 0
-36 -42 126 0
53 93 132 0
-33 -115 -145 0
-85 111 123 0
5 77 129 0
-61 -131 135 0
21 42 -138 0
42 -67 115 0
-18 -68 81 0
-7 -71 103 0
2 -57 -104 0
27 -86 121 0
-31 -48 104 0
22 -44 -103 0
17 49 -59 0
37 60 -61 0
33 -35 -122 0
114 -127 149 0
-50 116 139 0
-12 48 -61 0
28 57 91 0
-17 26 -66 0
7 41 -119 0
-46 -87 -100 0
-32 -61 93 0
40 -41 -91 0
-15 92 -148 0
13 35 70 0
5 46 89 0
-78 81 128 0
12 24 -46 0
68 137 -139 0
-20 135 -137 0
26 -59 -113 0
16 -142 -147 0
-14 -93 118 0
59 73 -107 0
-88 147 148 0
80 101 -119 0
-28 -82 -89 0
-35 52 -132 0
27 -85 -110 0
4 -36 -149 0
-75 125 -146 0
-29 87 -99 0
17 -49 68 0
-32 -55 150 0
-93 99 -125 0
-37 46 -98 0
-22 70 127 0
30 68 133 0
-14 -60 83 0
-72 -96 -129 0
-24 -99 149 0
50 -102 107 0
-21 113 128 0
23 -40 70 0
34 57 -90 0
-4 22 87 0
31 59 140 0
120 127 143 0
30 -117 132 0
-41 -46 72 0
42 77 115 0
-56 -83 96 0
-115 -144 149 0
13 -62 112 0
-14 103 138 0
-4 -12 -85 0
-82 -106 -149 0
-2 100 137 0
-2 -9 -33 0
-29 75 -149 0
-1 -9 74 0
-23 -58 89 0
-17 -32 74 0
76 96 -108 0
-42 68 110 0
110 130 -144 0
63 -106 -140 0
-60 84 -119 0
-9 26 -123 0
-20 -46 139 0
54 78 133 0
-11 75 -127 0
14 -53 128 0
-44 -59 99 0
32 72 -91 0
28 101 -111 0
54 85 120 0
-93 -133 134 0
20 55 -99 0
76 -92 127 0
9 -73 136 0
14 -19 110 0
-38 -97 114 0
-49 51 124 0
-72 99 131 0
-60 -64 67 0
-86 -123 -135 0
-25 -37 91 0
-18 37 -111 0
23 77 97 0
-9 62 140 0
-58 75 146 0
88 -100 135 0
13 -34 115 0
54 -101 -106 0
37 39 66 0
-60 125 146 0
-60 -75 -124 0
-33 101 -123 0
-31 -82 87 0
5 53 -123 0
13 56 -96 0
-8 107 -149 0
47 -74 136 0
-2 54 -104 0
-24 69 122 0
-59 -70 76 0
-8 -84 -91 0
-44 141 147 0
-73 -98 -140 0
-11 87 -94 0
24 55 -60 0
-33 -89 -102 0
75 -80 120 0
15 79 -80 0
65 -79 -85 0
-24 -34 44 0
21 -116 -148 0
2 29 67 0
-14 76 126 0
43 -49 133 0
65 92 147 0
12 -51 -102 0
101 102 106 0
64 135 144 0
-5 78 107 0
-1 -74 -102 0
33 39 92 0
5 -15 47 0
26 -91 -136 0
46 -62 106 0
6 -91 -134 0
50 56 110 0
75 89 108 0
-14 -44 -125 0
54 103 -112 0
64 -115 -147 0
-50 -53 123 0
110 118 -121 0
-17 19 73 0
15 25 -112 0
40 41 -71 0
-41 45 125 0
57 129 141 0
2 6 125 0
-48 -109 126 0
9 47 144 0
33 -52 113 0
98 -143 149 0
