p cnf 150 660
74 100 -136 0
4 64 -71 0
68 95 -103 0
-53 -57 110 0
-48 -91 -100 0
16 113 141 0
50 103 -124 0
-1 -45 120 0
15 -25 -117 0
-9 -136 137 0
-2 79 -102 0
9 67 -146 0
101 -128 146 0
-59 -78 86 0
47 68 77 0
88 -117 -141 0
-4 -89 -145 0
-80 84 -96 0
36 107 -114 0
25 -37 -47 0
-5 -6 -27 0
21 29 119 0
-20 -59 105 0
69 -119 -128 0
-68 -86 -91 0
3 138 148 0
43 46 129 0
-80 -99 -107 0
-5 138 -142 0
94 129 -140 0
-7 19 59 0
-49 -51 -67 0
-2 37 123 0
33 -44 58 0
-18 39 -46 0
7 102 139 0
79 111 133 0
-73 -97 -100 0
108 118 -142 0
-18 -21 -22 0
8 -87 -93 0
29 85 141 0
13 59 89 0
73 -123 -128 0
-72 76 141 0
-55 -71 -84 0
-94 -107 -111 0
-76 -134 145 0
39 62 -82 0
-44 -95 -100 0
84 88 93 0
29 -30 -98 0
-60 138 150 0
-4 -36 -104 0
-27 -67 -132 0
57 -124 -135 0
-44 47 150 0
-26 65 -148 0
-50 -110 134 0
24 -45 -125 0
61 66 137 0
-12 -29 74 0
8 -71 139 0
6 -32 121 0
-7 -68 80 0
-102 116 -123 0
119 126 146 0
34 54 95 0
-5 16 41 0
-56 64 90 0
2 26 76 0
56 -69 -127 0
-47 108 -135 0
-92 103 104 0
-50 -94 113 0
-24 118 132 0
47 95 -142 0
-30 66 83 0
60 70 124 0
80 -114 -117 0
4 63 -86 0
-21 -85 98 0
-42 -136 138 0
-4 -49 -145 0
-15 -115 144 0
-9 -83 -84 0
-105 140 -143 0
39 -54 -76 0
6 -59 85 0
-16 28 149 0
43 -112 -147 0
-17 -67 86 0
-84 -87 117 0
3 40 -116 0
4 87 107 0
68 -80 -121 0
74 90 94 0
-2 47 87 0
-40 76 -93 0
12 -74 149 0
1 48 -113 0
15 -56 -97 0
-7 -43 -126 0
-45 -104 120 0
82 -112 126 0
16 93 -142 0
40 95 107 0
-10 25 -99 0
-3 -17 31 0
-17 72 114 0
44 -83 -99 0
-7 58 -107 0
-72 134 137 0
-97 123 139 0
46 110 130 0
-29 34 108 0
-26 -50 -72 0
-28 -136 147 0
-27 -66 -117 0
-27 -54 -120 0
-22 55 113 0
40 -95 127 0
49 -116 -124 0
-32 51 -66 0
8 -61 70 0
-2 61 68 0
-50 -121 -129 0
5 30 -130 0
-52 -84 96 0
-5 97 117 0
2 -8 40 0
-46 -57 79 0
-25 37 -124 0
-57 -66 107 0
58 59 105 0
54 72 -126 0
4 -29 51 0
30 -68 137 0
-13 -15 -115 0
-20 -117 131 0
-37 -138 -146 0
-29 76 141 0
-27 128 -149 0
-27 -34 -83 0
39 116 134 0
-73 -96 112 0
-10 -112 -113 0
24 -95 97 0
-47 -84 -88 0
-88 112 -135 0
-34 -75 102 0
-15 24 119 0
-31 38 68 0
5 -57 -97 0
66 71 -95 0
21 62 79 0
3 102 -148 0
-63 -70 -75 0
-17 -65 147 0
59 -74 -148 0
10 55 -68 0
32 73 107 0
-15 -54 99 0
-86 114 -134 0
-59 -82 -117 0
53 103 -108 0
33 -52 -132 0
-37 45 -109 0
-12 -17 -121 0
52 108 -146 0
36 79 -127 0
7 -50 -62 0
31 75 78 0
53 -110 -141 0
4 48 69 0
1 -88 -126 0
-100 106 147 0
28 -62 106 0
-25 -35 56 0
1 -90 -116 0
-23 -40 -121 0
33 43 119 0
-53 -73 146 0
22 34 36 0
57 83 115 0
117 -123 -131 0
-59 70 131 0
5 -23 -77 0
12 -56 84 0
-4 -56 -107 0
41 -52 -121 0
38 -57 116 0
35 65 -67 0
-11 -35 -43 0
