p cnf 150 540
33 -56 -86 0
-32 48 -77 0
22 72 -150 0
-10 -14 -100 0
-21 -55 -82 0
-49 -108 -148 0
71 84 100 0
-19 -73 116 0
-34 -92 139 0
-9 49 111 0
-34 102 -142 0
-10 90 129 0
75 -132 -147 0
-14 -68 88 0
-12 -105 -129 0
-112 126 136 0
14 52 108 0
3 -61 119 0
-59 -79 131 0
-12 -56 72 0
20 51 -98 0
3 43 57 0
4 81 -111 0
95 -114 -118 0
14 29 -36 0
-22 -74 80 0
7 35 148 0
2 18 72 0
50 -58 73 0
-15 36 117 0
44 -102 -116 0
22 53 -124 0
-49 98 -113 0
103 -105 -107 0
-31 38 50 0
35 79 121 0
31 83 128 0
33 -59 -89 0
-123 135 -148 0
39 44 108 0
65 -114 -121 0
67 75 86 0
-38 87 -139 0
39 -62 120 0
108 135 -143 0
11 -123 -147 0
-81 -141 150 0
-50 -68 -137 0
33 41 -110 0
31 61 -69 0
14 -58 115 0
116 121 -139 0
-83 -128 148 0
43 78 -119 0
-23 -37 -138 0
-60 -115 -148 0
78 -90 140 0
-108 115 -145 0
16 41 149 0
-8 -46 105 0
12 91 143 0
29 35 -42 0
73 91 132 0
3 -5 94 0
53 -112 150 0
45 -61 110 0
-9 -25 -67 0
34 37 -52 0
-6 -11 20 0
7 98 122 0
4 -32 -121 0
-6 -24 -52 0
-17 42 97 0
-19 25 -149 0
27 38 -109 0
22 72 -129 0
-69 71 -84 0
-81 -113 149 0
-13 -61 62 0
90 111 115 0
-34 -44 132 0
45 51 113 0
9 -52 80 0
-8 26 -83 0
48 -52 -107 0
9 -13 -24 0
75 -94 118 0
106 127 140 0
-82 -102 123 0
-33 47 93 0
-14 100 111 0
44 46 -132 0
21 -24 -25 0
-31 32 -97 0
-28 30 -126 0
29 55 -121 0
-36 130 137 0
-9 -85 109 0
-2 -35 -95 0
69 70 131 0
57 104 -124 0
3 -13 141 0
-40 -41 101 0
-71 90 116 0
86 -145 -150 0
67 -77 -146 0
-100 123 150 0
41 59 74 0
12 -61 65 0
23 -132 -133 0
62 -64 -118 0
-7 12 -100 0
125 126 -134 0
-9 -11 89 0
2 -26 36 0
20 -27 43 0
1 38 149 0
-64 -88 149 0
29 40 44 0
-109 144 149 0
-14 -74 -87 0
-95 100 102 0
22 -79 134 0
-14 16 109 0
-1 -31 118 0
-13 20 -34 0
54 -97 101 0
-12 -66 133 0
93 137 142 0
24 -34 102 0
42 52 -71 0
-59 -71 -106 0
-65 -89 -126 0
29 110 128 0
-33 72 -149 0
53 104 128 0
-33 40 69 0
-29 -44 -67 0
74 92 -123 0
27 76 -105 0
-7 -66 71 0
12 -103 -137 0
-49 147 -149 0
27 124 -144 0
-23 39 -136 0
82 -93 149 0
31 -41 -68 0
-23 -53 -77 0
21 96 -117 0
15 -27 -66 0
-17 39 -70 0
-37 77 -131 0
1 -60 140 0
-62 115 -125 0
44 58 -91 0
6 51 102 0
2 -23 -99 0
26 -42 -114 0
20 -79 -127 0
-1 -19 -39 0
37 -65 72 0
77 101 150 0
-77 101 -123 0
-10 -15 -123 0
-34 79 125 0
36 -104 108 0
41 54 -91 0
73 76 110 0
63 -79 105 0
22 27 -107 0
-13 16 -36 0
24 43 86 0
70 141 142 0
39 -116 150 0
-15 -23 -57 0
-21 87 145 0
-28 44 66 0
50 -55 -60 0
-56 -103 108 0
-43 93 96 0
57 -64 -134 0
18 69 -93 0
17 51 -93 0
1 8 19 0
-22 -83 -109 0
43 139 140 0
64 80 -86 0
-54 133 -141 0
6 -36 130 0
94 -102 -130 0
-27 -38 -113 0
-5 115 -148 0
-64 -69 75 0
73 -97 130 0
61 -68 -111 0
-38 -83 111 0
22 -46 -101 0
24 72 148 0
47 80 -119 0
-8 -30 -140 0
35 -90 124 0
-98 -107 -128 0
34 -42 -95 0
55 145 -148 0
56 -79 -147 0
26 106 -123 0
-46 84 139 0
40 -102 -115 0
-84 123 150 0
13 61 98 0
42 -54 -136 0
11 58 133 0
-55 113 137 0
-68 130 136 0
79 92 -122 0
-20 -26 -90 0
2 135 138 0
26 48 103 0
-18 21 -118 0
20 -45 122 0
-3 10 89 0
-41 -99 -105 0
-21 103 -110 0
-11 52 136 0
-6 -35 95 0
40 -75 -137 0
78 86 -134 0
-11 42 -71 0
19 -79 145 0
-1 -17 21 0
42 -46 100 0
8 10 -102 0
-14 32 -136 0
115 131 -138 0
-7 -79 100 0
1 14 -65 0
-22 61 83 0
62 -96 -110 0
42 -79 107 0
35 -100 -148 0
-17 -20 -29 0
36 -98 135 0
-1 98 -147 0
-15 -39 -80 0
-9 -98 -119 0
9 -71 76 0
-3 -41 59 0
-44 55 -109 0
37 66 -86 0
27 29 56 0
-91 -94 128 0
-34 -41 -98 0
-31 -64 148 0
14 21 -67 0
13 -49 71 0
48 54 -93 0
39 107 122 0
56 68 87 0
31 -32 -64 0
22 76 -143 0
-20 33 133 0
-41 72 76 0
66 89 144 0
1 33 -99 0
18 -45 -134 0
-18 73 137 0
101 -120 127 0
1 45 -51 0
-20 62 69 0
8 55 121 0
84 -89 -133 0
2 -119 134 0
-33 34 107 0
-8 -66 124 0
20 86 -124 0
44 -65 128 0
-46 75 -83 0
-33 103 133 0
52 -85 -117 0
-1 43 118 0
4 -83 -139 0
-30 -33 -124 0
78 118 -131 0
48 -105 -145 0
-91 111 129 0
-46 49 127 0
32 -62 -113 0
19 -70 -122 0
-23 76 136 0
-132 139 141 0
-1 -57 -140 0
27 107 -114 0
-5 106 138 0
32 54 128 0
88 -142 -145 0
36 -46 -96 0
-38 98 129 0
9 101 -127 0
-68 -69 -143 0
1 81 136 0
-3 45 102 0
21 45 55 0
-15 31 -132 0
52 53 104 0
1 36 -79 0
25 -64 -120 0
81 -86 -87 0
24 -92 125 0
7 -115 -140 0
34 -59 83 0
-106 118 -135 0
-10 -55 65 0
-14 39 119 0
55 137 145 0
2 -41 -133 0
3 -25 54 0
27 61 -116 0
75 113 -123 0
31 92 -99 0
-10 129 -132 0
115 -123 145 0
14 65 73 0
96 128 136 0
37 49 -136 0
-74 -126 139 0
26 104 -108 0
-29 -69 -149 0
-101 -109 -122 0
-64 -73 -123 0
-30 -61 -121 0
-61 82 141 0
-2 -55 -71 0
-81 -115 -136 0
-80 84 -119 0
-17 41 -101 0
-10 134 136 0
-59 -72 128 0
-32 75 -148 0
33 36 -37 0
50 62 -82 0
4 -74 -144 0
69 79 -110 0
-40 -62 79 0
-10 40 52 0
-65 69 135 0
34 -49 -111 0
-98 132 135 0
-52 -100 133 0
12 68 -83 0
-12 81 97 0
70 -112 113 0
119 -136 -141 0
-84 -102 137 0
-39 -45 112 0
135 -144 145 0
25 79 122 0
-96 106 122 0
42 -76 -126 0
95 101 131 0
-8 55 122 0
44 54 144 0
18 37 -86 0
1 -8 28 0
115 119 -124 0
-28 142 -150 0
-22 -73 -80 0
-7 31 106 0
-48 85 -141 0
-19 -44 129 0
97 -120 -140 0
13 -144 -149 0
125 131 142 0
86 121 -134 0
71 -124 -130 0
32 87 141 0
-121 -125 137 0
11 -48 99 0
27 -84 129 0
59 -103 -115 0
-74 77 117 0
-33 102 -104 0
33 50 -102 0
-24 -46 100 0
-21 122 -149 0
-20 70 88 0
22 -44 97 0
-19 53 96 0
