p cnf 150 630
23 25 -99 0
57 131 135 0
-90 -129 144 0
-57 -64 -69 0
-68 -76 135 0
9 12 -72 0
32 -54 78 0
59 121 -135 0
90 -103 -130 0
29 -109 -118 0
50 73 -103 0
-52 -78 -98 0
-19 -34 98 0
-61 74 -104 0
-12 50 136 0
43 45 -97 0
21 -45 83 0
-77 136 -145 0
-8 10 -80 0
82 -127 -129 0
34 -95 -133 0
61 108 109 0
-104 -109 116 0
-32 51 126 0
41 -78 -139 0
59 -72 -147 0
-13 20 -47 0
29 63 123 0
27 -42 147 0
35 54 -140 0
31 -105 -127 0
33 -68 -73 0
85 -94 -138 0
-40 -116 -143 0
-39 -85 125 0
-69 -131 -140 0
-74 -121 -133 0
-23 -68 115 0
10 -36 143 0
-37 65 80 0
-10 -50 -60 0
36 49 131 0
15 -44 57 0
23 -27 -72 0
-36 84 -102 0
21 -127 137 0
-14 20 28 0
36 44 -120 0
12 -64 65 0
-1 -7 -111 0
73 99 -127 0
-24 -43 -149 0
-14 19 -24 0
50 75 -137 0
86 -109 -131 0
-98 -102 135 0
4 9 -139 0
4 26 -54 0
115 131 150 0
-34 67 -98 0
31 56 -88 0
7 44 -48 0
47 70 -105 0
13 -91 -108 0
-34 43 59 0
28 -65 -82 0
-67 -108 -126 0
13 -32 94 0
-3 -33 -113 0
-49 77 -142 0
59 -102 135 0
48 90 117 0
15 -58 70 0
54 -66 146 0
4 -39 -113 0
-3 99 102 0
-73 131 -132 0
3 -51 -70 0
-15 -26 66 0
-25 60 73 0
-32 49 135 0
41 47 -61 0
-4 80 95 0
-64 -66 -145 0
2 -105 137 0
-105 -124 -128 0
-57 -123 126 0
-41 51 118 0
6 -23 61 0
-27 95 111 0
107 111 -146 0
-57 78 139 0
-38 -54 -68 0
-2 37 -95 0
-10 83 -122 0
57 -91 108 0
9 78 -81 0
-11 108 111 0
1 -53 90 0
60 85 -105 0
29 48 -54 0
68 -114 -144 0
-36 -49 -77 0
-71 88 -134 0
4 -44 -57 0
-32 61 -111 0
-13 45 -129 0
20 -116 134 0
35 42 120 0
-53 100 101 0
-17 -18 -103 0
135 138 -146 0
-81 -90 -138 0
-77 -128 141 0
-98 -116 -150 0
52 62 -88 0
-25 -64 -80 0
-32 -61 71 0
