p cnf 150 720
-2 -78 -89 0
44 53 -82 0
-47 78 120 0
-90 -104 -149 0
37 -38 -52 0
45 -111 -121 0
45 -129 -139 0
9 66 -141 0
34 87 104 0
-20 102 -127 0
6 -110 -115 0
-15 33 110 0
28 -88 -150 0
-59 98 146 0
35 -41 97 0
-60 -105 142 0
-41 -52 74 0
-46 104 128 0
-43 63 119 0
-51 84 -104 0
28 33 -67 0
4 131 149 0
23 -98 -112 0
-4 -146 -148 0
-29 -109 -113 0
67 -97 -132 0
19 -118 -150 0
46 -83 110 0
35 -124 145 0
14 -27 -142 0
-13 59 -96 0
87 -124 -141 0
54 85 124 0
-9 -36 50 0
-23 -28 -61 0
-24 -34 -126 0
-49 58 -130 0
-54 -83 -108 0
-13 -86 -99 0
-83 124 147 0
-50 70 109 0
-31 77 119 0
62 86 -96 0
-42 -65 -84 0
-33 84 146 0
-34 -76 105 0
21 33 -136 0
-79 93 100 0
-38 61 143 0
-42 -59 -78 0
63 -88 116 0
19 104 -108 0
-35 79 88 0
-41 86 99 0
-46 -55 92 0
-4 -101 132 0
-11 114 118 0
59 -103 141 0
-29 -54 116 0
15 -65 148 0
-4 -17 59 0
-9 19 -95 0
-40 55 80 0
20 -31 -105 0
-81 89 100 0
-34 121 -135 0
-28 -38 109 0
45 129 -137 0
-59 -99 -102 0
66 105 133 0
-16 -30 -139 0
16 56 93 0
-74 125 -133 0
-36 -65 -122 0
62 -78 133 0
82 107 -147 0
72 -82 136 0
-21 32 -133 0
26 -27 108 0
70 104 -137 0
-97 98 -119 0
70 -82 -97 0
7 16 -144 0
23 85 115 0
-110 -132 135 0
13 -14 75 0
-1 -82 135 0
-6 54 -105 0
8 53 -78 0
-4 -44 135 0
17 18 33 0
77 -103 -133 0
24 52 73 0
17 -48 81 0
18 -49 130 0
39 -121 -142 0
-23 -36 -70 0
93 -136 146 0
103 112 -146 0
-15 46 115 0
79 -128 -137 0
25 33 -136 0
-46 -100 127 0
73 110 133 0
2 -89 -144 0
-18 80 -116 0
-33 119 128 0
-85 93 -138 0
30 -133 134 0
47 -109 -122 0
-11 38 -97 0
-29 68 146 0
-6 44 92 0
-29 -48 147 0
-4 -17 117 0
-23 -45 -132 0
-1 -34 -46 0
5 45 98 0
-13 -82 111 0
-6 135 -145 0
31 -52 -68 0
-15 -65 -107 0
25 -85 92 0
-69 94 -125 0
102 -119 147 0
3 -22 -75 0
-19 25 -47 0
-27 85 -119 0
-1 -17 131 0
19 116 118 0
-6 73 -87 0
50 -56 141 0
72 -114 130 0
-17 86 -120 0
8 63 -105 0
60 79 -149 0
31 -55 88 0
-13 -72 -123 0
-83 -90 142 0
