p cnf 150 630
14 -52 -64 0
-98 -100 -131 0
-47 -49 123 0
-34 -35 -136 0
30 -34 -94 0
6 -37 98 0
-2 118 -132 0
-14 -102 116 0
11 52 -122 0
32 73 123 0
-25 75 -119 0
52 -61 -103 0
-45 -135 141 0
-41 42 113 0
63 -101 114 0
-13 -33 148 0
-36 -70 -73 0
-44 -108 -113 0
19 23 -145 0
-18 44 -143 0
-26 76 -111 0
4 -39 75 0
-64 116 -147 0
49 -68 -82 0
-46 100 104 0
-2 -90 -103 0
8 -71 -131 0
66 -109 130 0
93 -95 -105 0
-31 59 131 0
-83 90 -132 0
-33 94 110 0
9 -77 136 0
50 -104 -114 0
17 18 -113 0
-49 -80 -138 0
1 -133 137 0
-26 57 78 0
-18 36 74 0
-26 29 76 0
-52 -89 -96 0
-6 -42 -143 0
11 -55 111 0
-18 96 124 0
-65 142 149 0
3 -85 -102 0
14 46 -111 0
-83 -135 147 0
20 -52 -122 0
-62 -78 -105 0
33 -60 141 0
-80 112 136 0
52 106 -133 0
-49 119 -133 0
25 -64 86 0
-34 -46 136 0
9 -103 -147 0
-17 -122 -144 0
-12 24 120 0
25 73 81 0
-26 -43 129 0
28 33 -34 0
-56 65 127 0
-12 66 133 0
-50 67 144 0
43 82 118 0
-9 32 -98 0
77 -102 -110 0
-10 -63 -103 0
-9 41 -49 0
22 48 -118 0
37 -44 53 0
6 -14 64 0
-115 -118 -141 0
50 -99 146 0
-5 79 144 0
-82 -103 111 0
19 -50 -88 0
-96 114 -139 0
-1 108 -149 0
11 -31 66 0
17 94 -113 0
50 93 94 0
-97 -98 112 0
-72 -99 114 0
-49 -52 -77 0
3 -12 130 0
-107 108 128 0
38 122 -123 0
-1 48 -82 0
-5 -85 -122 0
57 -67 112 0
47 66 -135 0
87 121 133 0
83 95 143 0
-5 34 94 0
74 -114 117 0
8 -45 77 0
9 -44 -127 0
35 125 -126 0
20 26 96 0
-4 -46 96 0
-58 61 -86 0
-3 116 -140 0
48 -54 135 0
-85 117 -142 0
-69 -84 -139 0
-34 40 127 0
-49 -79 122 0
-66 82 145 0
-4 114 132 0
15 -21 -79 0
2 -51 -100 0
1 -76 -94 0
67 72 -96 0
25 -102 122 0
-99 109 140 0
-20 63 -101 0
97 107 123 0
32 -39 72 0
-25 -114 126 0
7 -29 -95 0
53 92 113 0
12 -66 -95 0
-38 85 138 0
-36 -112 128 0
-88 -111 115 0
1 -128 -135 0
-50 85 93 0
-26 86 114 0
-60 139 141 0
19 -69 108 0
-63 -88 126 0
-54 -115 144 0
-15 -69 -98 0
-12 -106 -147 0
-91 103 112 0
38 -73 144 0
-19 86 121 0
-78 -85 -105 0
-98 -100 128 0
-44 -50 112 0
-7 -62 143 0
-33 43 -141 0
9 53 -112 0
22 -54 -121 0
8 20 -149 0
27 53 93 0
54 144 -150 0
-8 14 70 0
-21 -23 -76 0
17 -119 126 0
-41 122 -124 0
-41 114 140 0
-21 69 -138 0
76 99 129 0
-7 100 121 0
-9 -17 62 0
69 -95 -142 0
-65 -78 149 0
-65 131 148 0
-20 32 71 0
5 42 -76 0
-16 -74 91 0
-44 78 -86 0
-49 -99 126 0
-51 61 -82 0
-30 80 93 0
-33 48 -79 0
43 56 82 0
-25 28 -135 0
-21 -79 114 0
71 -119 -122 0
124 126 149 0
-66 74 140 0
33 -132 136 0
-78 -136 140 0
66 96 -144 0
-7 29 -96 0
-18 -50 80 0
-31 -75 118 0
50 121 144 0
-85 -106 -146 0
-11 -118 -129 0
2 -45 143 0
-90 -103 132 0
53 135 141 0
-42 -85 140 0
-17 -113 144 0
-3 107 130 0
-15 50 -125 0
-7 -137 -141 0
54 -93 111 0
20 78 -116 0
-8 -86 -95 0
66 89 95 0
-93 123 128 0
-16 -32 -68 0
6 64 106 0
18 114 -141 0
11 -110 -138 0
23 48 -60 0
-83 -134 143 0
80 -92 120 0
-84 -91 139 0
-28 74 -149 0
-44 -89 -110 0
78 -92 -103 0
-4 -12 -26 0
31 -116 133 0
57 -71 123 0
17 -52 -116 0
35 62 -97 0
-68 -119 -137 0
40 -63 85 0
38 67 -88 0
-9 46 -121 0
23 -42 43 0
60 78 150 0
2 90 99 0
-8 60 63 0
9 43 -55 0
50 79 -86 0
-14 -83 131 0
10 -19 -92 0
-27 39 -61 0
-41 -54 147 0
15 -64 114 0
-30 -53 -58 0
-7 -41 142 0
52 67 -134 0
106 -121 148 0
-19 -26 95 0
32 -59 -60 0
73 -108 -148 0
-62 87 -128 0
93 -137 -144 0
27 -89 114 0
-5 -45 81 0
-7 -58 99 0
62 -95 110 0
76 -79 -87 0
44 -69 107 0
-17 -31 81 0
-58 -137 138 0
86 99 126 0
-1 -98 -106 0
30 55 134 0
-13 -100 147 0
-11 52 144 0
-48 -51 138 0
78 -80 148 0
-22 -33 -112 0
68 72 -124 0
-75 108 146 0
14 31 150 0
-58 -89 131 0
70 137 143 0
-58 -73 -140 0
-11 61 87 0
-31 -105 131 0
-17 -47 -83 0
-16 64 124 0
38 -93 -150 0
-45 106 122 0
3 115 121 0
46 106 -148 0
-16 53 -58 0
10 -69 99 0
65 75 -82 0
38 -90 -102 0
-16 -81 90 0
-44 -51 100 0
51 -122 146 0
71 -136 -143 0
12 -36 64 0
-59 113 125 0
21 46 -75 0
-6 -20 36 0
-24 -53 103 0
-79 -96 -147 0
62 115 143 0
-83 98 143 0
-49 121 -137 0
-33 73 131 0
-55 -95 107 0
46 -129 -141 0
-27 -44 49 0
34 -42 62 0
-35 -69 115 0
-28 30 -89 0
-36 -43 134 0
8 39 -78 0
2 -41 -117 0
27 -33 40 0
-41 -45 98 0
-89 -101 125 0
37 -97 -107 0
-76 -100 -117 0
-54 -72 -103 0
-40 72 140 0
66 138 -148 0
9 -25 -113 0
-86 -95 147 0
-1 -53 -107 0
106 -129 -146 0
-19 53 100 0
-85 -137 146 0
-3 -21 -53 0
-20 60 75 0
-57 143 149 0
115 116 -144 0
-12 108 137 0
77 -106 122 0
-30 50 -142 0
-17 -114 132 0
43 -109 112 0
-42 -63 -149 0
26 -59 138 0
-69 115 129 0
-63 64 137 0
31 46 -136 0
-33 57 -123 0
25 45 124 0
-39 -62 138 0
9 -33 -113 0
-2 -11 74 0
-42 -50 107 0
15 86 -90 0
-17 90 133 0
-23 44 -81 0
120 -122 138 0
14 -58 97 0
18 -59 -117 0
-2 -54 -94 0
-17 74 119 0
-60 -104 -143 0
-80 89 114 0
14 -81 120 0
-19 49 105 0
-94 -131 -143 0
-61 75 111 0
83 84 -147 0
78 -88 -144 0
72 -106 129 0
58 -84 -143 0
-20 38 -148 0
73 -121 -128 0
-8 40 -98 0
6 44 68 0
-2 -50 98 0
-5 23 86 0
38 -74 140 0
-40 57 -76 0
36 -38 118 0
-30 -90 102 0
-11 -78 102 0
-12 22 131 0
-11 -98 -136 0
2 -64 115 0
-23 -48 -53 0
-35 104 124 0
-39 -130 139 0
111 130 -133 0
15 -25 143 0
-20 70 -124 0
34 -94 125 0
-43 -69 137 0
-58 -139 146 0
-4 -55 59 0
30 56 105 0
25 -46 140 0
-4 -43 -83 0
-61 -65 85 0
-60 -78 -111 0
-48 74 125 0
-44 -96 121 0
-77 84 -135 0
-29 66 147 0
-63 -89 -101 0
-34 44 -68 0
108 -119 147 0
-8 -20 -147 0
37 77 -130 0
102 -128 141 0
-21 -120 -147 0
42 122 -126 0
-68 113 -118 0
-104 -126 133 0
-5 -118 125 0
-34 -63 -103 0
-6 -132 -139 0
-47 93 -138 0
28 63 -135 0
-21 56 -123 0
-9 -18 81 0
-30 -35 80 0
-32 36 142 0
17 -73 -95 0
-12 14 -90 0
-15 -54 -64 0
1 -7 -101 0
-68 136 140 0
1 -49 -121 0
74 76 -86 0
-90 -116 149 0
-100 107 126 0
15 23 85 0
-106 -141 143 0
-10 129 -142 0
-89 93 -150 0
60 61 142 0
-56 -66 89 0
74 -76 -88 0
-10 79 -97 0
-20 78 -137 0
-37 -68 -82 0
-113 -115 121 0
-34 114 -146 0
-17 67 91 0
16 86 126 0
12 24 128 0
54 -65 -115 0
-44 69 142 0
17 43 -126 0
-34 42 56 0
-27 -49 69 0
41 -76 -138 0
-22 110 111 0
-26 -70 137 0
77 -101 120 0
-57 60 -95 0
-14 -67 -129 0
-26 -51 138 0
-61 -105 126 0
40 97 148 0
11 22 85 0
10 29 -97 0
-48 -96 -113 0
47 67 -148 0
-7 36 -53 0
13 -64 -125 0
-4 -34 58 0
76 123 140 0
-5 65 97 0
-67 89 91 0
-65 70 -128 0
46 105 -137 0
18 66 150 0
16 85 86 0
29 116 145 0
64 -136 -144 0
111 -118 123 0
59 65 83 0
9 -47 -81 0
-52 142 -147 0
9 30 49 0
-4 113 -137 0
-64 -88 112 0
-22 -50 -137 0
-6 54 59 0
9 -21 127 0
3 43 -137 0
-27 54 136 0
73 -93 -117 0
-57 -79 -84 0
33 -42 93 0
10 16 123 0
46 130 131 0
-55 -110 142 0
11 32 109 0
68 -116 -144 0
-56 -62 111 0
45 69 -112 0
8 -32 144 0
-33 -65 -93 0
6 19 -74 0
-59 130 -136 0
23 -110 145 0
-30 -62 -100 0
2 70 105 0
-50 56 -141 0
-22 -43 -150 0
36 -53 -116 0
-34 44 122 0
30 69 -72 0
-26 -43 127 0
70 -72 91 0
-11 -77 -88 0
45 -105 -140 0
63 111 -137 0
-58 70 71 0
6 -28 105 0
-17 85 -113 0
-42 124 -134 0
-9 46 -101 0
-67 75 149 0
4 17 122 0
93 121 -145 0
-21 99 -146 0
28 119 -123 0
7 -61 118 0
20 27 115 0
12 69 -85 0
-1 82 91 0
-78 98 125 0
-81 -84 103 0
2 -28 123 0
-9 -77 -102 0
-8 -19 49 0
-108 109 127 0
24 -46 132 0
33 78 101 0
31 44 -88 0
-18 71 -81 0
14 22 99 0
-13 -22 -38 0
74 90 122 0
-19 42 141 0
7 21 100 0
-30 -42 -114 0
20 66 117 0
-21 70 -124 0
-64 -105 145 0
-44 -137 147 0
25 -83 145 0
-99 -104 113 0
6 29 131 0
4 56 -87 0
21 24 -49 0
22 66 79 0
-52 124 -143 0
21 108 129 0
2 -74 -102 0
-15 86 135 0
-32 82 127 0
-12 35 -59 0
-23 52 78 0
-29 129 147 0
22 -42 123 0
52 107 114 0
-14 -43 -94 0
90 -112 126 0
-127 -137 -142 0
-46 63 120 0
-3 -26 102 0
-45 -50 80 0
-25 90 -108 0
5 74 -138 0
-26 124 -132 0
-21 25 36 0
30 -115 122 0
15 -26 -40 0
-9 -120 -141 0
-55 -128 137 0
36 45 -58 0
2 34 53 0
-69 -89 111 0
35 116 146 0
-92 -108 120 0
10 68 75 0
36 -67 -117 0
2 95 126 0
-39 100 148 0
-101 -113 -123 0
48 -82 -110 0
36 -49 92 0
-23 95 125 0
9 108 -130 0
-81 140 -143 0
7 63 143 0
20 76 84 0
-16 65 -116 0
-38 -79 -120 0
29 81 -87 0
-90 123 141 0
-33 -43 147 0
17 -107 121 0
-101 -121 132 0
46 102 -126 0
-44 68 -114 0
19 -84 137 0
66 -103 131 0
105 -115 -148 0
24 -26 39 0
10 -30 148 0
47 -71 123 0
-4 -89 -139 0
15 -92 -114 0
-20 21 -72 0
-94 112 -125 0
16 46 132 0
120 136 -141 0
39 90 -103 0
-59 68 81 0
-31 147 -149 0
39 45 -119 0
-28 32 103 0
-17 62 99 0
31 -87 124 0
35 80 97 0
60 119 -149 0
-21 -61 -68 0
-22 95 109 0
-81 82 143 0
-73 82 126 0
-106 112 -132 0
-2 71 -126 0
-4 -82 -150 0
22 -68 134 0
37 132 -135 0
-3 74 -120 0
-16 22 47 0
52 -119 -125 0
5 33 104 0
-31 76 131 0
53 -82 116 0
13 -25 112 0
7 -89 102 0
42 65 -95 0
34 -70 -138 0
68 -125 -150 0
-28 84 85 0
-38 -53 64 0
-76 88 -145 0
-88 141 -142 0
51 -99 -148 0
100 -143 147 0
41 71 96 0
-26 77 -99 0
