p cnf 150 510
36 44 -61 0
20 38 122 0
117 -128 133 0
4 137 150 0
-32 -80 148 0
-4 -133 -137 0
-41 46 -130 0
17 61 -66 0
-74 106 125 0
98 106 -146 0
-54 61 -68 0
19 69 -71 0
-70 -87 -120 0
47 55 -105 0
74 88 -118 0
-32 82 -125 0
75 77 -142 0
-8 32 86 0
42 71 100 0
-31 82 89 0
-34 80 130 0
-65 99 135 0
-7 -95 141 0
25 -30 -140 0
96 108 109 0
-41 71 -84 0
-2 -23 144 0
-7 -65 -92 0
72 86 121 0
17 96 -107 0
-5 -112 117 0
-28 57 129 0
-4 -60 -66 0
-8 -117 -146 0
-25 -62 -146 0
104 110 -142 0
-57 -68 -121 0
-16 65 -122 0
6 -118 119 0
-11 43 80 0
-25 84 -114 0
5 62 -103 0
-11 -53 101 0
52 104 -114 0
77 92 -107 0
-49 140 -145 0
90 -118 -127 0
15 27 104 0
-5 40 -56 0
32 34 -119 0
-16 -20 -94 0
-11 -141 143 0
91 95 109 0
-57 -74 -80 0
11 94 96 0
10 30 68 0
41 -85 110 0
-17 -33 68 0
-35 -116 -117 0
-89 92 149 0
43 123 -142 0
60 65 -87 0
58 78 146 0
-32 -35 89 0
-5 -9 31 0
21 -60 -68 0
-61 -65 86 0
-6 -13 -126 0
-13 -67 92 0
27 61 141 0
19 54 96 0
-24 -128 -139 0
18 -32 -133 0
70 115 149 0
3 -10 -44 0
-59 -84 116 0
-84 104 122 0
7 -25 139 0
61 -77 -85 0
89 -133 137 0
39 -93 113 0
4 -67 86 0
-5 -45 -125 0
-11 -52 -107 0
-1 -6 -148 0
29 -106 -132 0
-47 80 84 0
-9 43 108 0
-12 -106 -125 0
16 83 145 0
-72 -99 -115 0
67 95 105 0
24 101 -138 0
-12 120 -140 0
40 90 -114 0
55 -112 -132 0
30 -104 -119 0
32 -35 -125 0
-60 -88 122 0
19 29 -139 0
-100 101 148 0
-47 -67 -148 0
-40 114 -120 0
78 -103 150 0
-34 70 -84 0
-119 -121 138 0
-58 -107 -125 0
16 118 133 0
-13 18 59 0
22 124 -134 0
-71 -129 -135 0
-61 73 102 0
61 90 131 0
