p cnf 150 570
-27 60 -106 0
1 80 -120 0
2 51 118 0
56 -113 114 0
-61 106 129 0
7 83 117 0
93 -120 -125 0
40 101 110 0
-16 -126 146 0
-17 19 -121 0
6 68 -123 0
-3 36 47 0
104 -113 147 0
-58 64 131 0
1 7 32 0
-13 -61 -107 0
-12 76 93 0
-1 -97 -132 0
-5 -26 -51 0
-23 -87 98 0
-19 25 103 0
53 83 143 0
-58 100 -125 0
12 48 56 0
-12 -104 136 0
-18 -72 115 0
-21 129 143 0
-7 -18 99 0
4 -67 114 0
2 38 136 0
71 -90 146 0
-112 -137 -140 0
63 -68 -115 0
12 -110 -145 0
-75 -89 -114 0
78 93 -114 0
78 -97 132 0
51 -53 -67 0
-75 -117 -144 0
9 48 -93 0
114 -131 136 0
-25 97 -141 0
-11 -35 48 0
-8 -115 -128 0
47 51 -103 0
-20 -35 -61 0
16 -52 -101 0
-7 -48 -80 0
58 61 117 0
-43 55 84 0
45 -62 -121 0
3 -5 -76 0
18 126 -135 0
-100 109 114 0
12 26 -135 0
-29 -37 60 0
-59 63 -110 0
97 120 -139 0
84 -87 -133 0
-4 41 49 0
-13 91 -139 0
-4 97 107 0
7 48 -79 0
-54 59 -130 0
29 59 -86 0
-23 72 -106 0
-55 -63 86 0
-9 92 -101 0
-24 30 -70 0
-104 -120 -144 0
9 -62 -143 0
33 -111 -115 0
86 -115 145 0
74 -85 126 0
-1 -65 147 0
-32 -38 -119 0
-2 -7 139 0
-4 12 149 0
72 -105 141 0
18 46 56 0
-39 58 118 0
75 -89 108 0
-30 -103 -128 0
-64 99 108 0
-52 -106 150 0
29 103 147 0
3 65 -116 0
63 -102 140 0
3 -65 106 0
-92 122 -137 0
79 -82 100 0
-92 -114 129 0
-56 -136 146 0
4 36 -144 0
14 -64 131 0
5 -118 148 0
16 63 -73 0
-5 -101 126 0
-13 -117 118 0
-21 103 148 0
-42 48 62 0
-8 -27 140 0
21 -31 -62 0
20 67 -138 0
-4 -97 136 0
92 134 -137 0
-59 87 131 0
-2 28 62 0
77 119 -126 0
-72 -90 116 0
8 14 -101 0
-12 92 94 0
-14 -73 82 0
-26 -96 -150 0
10 31 105 0
-47 -128 -138 0
27 82 113 0
45 94 125 0
11 93 119 0
-12 85 -91 0
-35 67 -123 0
49 144 -147 0
53 117 146 0
10 22 -47 0
8 -12 17 0
101 103 108 0
41 44 -92 0
-26 -55 -110 0
-46 61 107 0
8 115 -129 0
-36 -61 -133 0
118 120 -129 0
-85 -114 -137 0
34 -76 -133 0
7 -34 101 0
-3 -143 -149 0
20 55 -99 0
-37 88 -125 0
30 -59 -80 0
58 69 147 0
-37 38 -64 0
-2 4 82 0
7 84 -93 0
-25 -54 106 0
-91 147 150 0
1 8 -42 0
-4 -97 106 0
60 90 105 0
-82 -97 -117 0
-57 120 124 0
14 92 -138 0
-17 57 135 0
-110 123 131 0
-101 132 150 0
