p cnf 150 540
17 70 -144 0
4 -59 -72 0
-9 -31 114 0
-3 101 105 0
-11 -79 -101 0
92 103 120 0
71 -83 -105 0
26 113 122 0
-20 -28 46 0
75 114 -121 0
-27 73 115 0
-18 -38 -102 0
-5 -66 -110 0
-21 -67 149 0
19 -31 -102 0
11 51 -115 0
-23 -94 -101 0
-33 -93 -127 0
-32 -65 78 0
91 117 146 0
5 58 96 0
-51 -58 123 0
-9 -133 -146 0
4 -90 -128 0
83 -110 137 0
2 51 -86 0
1 107 134 0
-32 105 139 0
-6 -19 63 0
23 118 130 0
54 120 -147 0
14 29 -104 0
-29 77 79 0
-24 43 -114 0
-24 109 -142 0
18 139 140 0
-44 -118 134 0
-34 -38 -127 0
-1 112 131 0
79 122 139 0
44 77 -147 0
-8 -38 83 0
-79 85 113 0
-1 -44 100 0
11 70 -113 0
-11 37 149 0
2 106 110 0
28 -58 -119 0
-24 66 111 0
110 -137 -146 0
-59 -81 124 0
11 -16 138 0
24 33 73 0
-23 83 -98 0
30 84 -99 0
-24 -55 61 0
-11 -56 -135 0
-4 98 121 0
55 -90 -99 0
-1 -47 145 0
5 -48 -125 0
-51 110 -135 0
-35 -139 145 0
27 -131 -143 0
-13 -45 70 0
77 103 149 0
75 84 -90 0
62 -77 -96 0
-71 -77 143 0
-113 118 130 0
59 -123 126 0
33 -53 138 0
-58 69 -114 0
17 58 123 0
-18 78 102 0
9 70 131 0
-56 95 -121 0
-45 -75 150 0
91 -104 -137 0
-69 110 -148 0
11 -31 -96 0
-6 -35 69 0
-11 60 82 0
-46 -109 124 0
-12 26 102 0
25 53 70 0
-71 -89 145 0
-9 -76 146 0
20 62 -141 0
109 -122 -130 0
-15 94 142 0
74 129 -148 0
-11 31 -58 0
-16 -48 -132 0
96 -128 148 0
-96 140 144 0
-122 -137 -149 0
69 89 -118 0
53 -82 130 0
10 -54 -94 0
-13 -58 -121 0
-95 -104 -125 0
-24 -90 -98 0
-103 -118 140 0
30 -44 -94 0
114 121 131 0
8 -39 124 0
76 85 95 0
-37 65 -127 0
-20 -78 83 0
-68 85 -126 0
-19 54 58 0
6 7 139 0
66 -86 134 0
-16 60 -103 0
-50 -60 -129 0
-50 -54 68 0
21 121 -133 0
1 -51 141 0
-62 -126 -148 0
10 -33 52 0
-12 47 -98 0
32 -65 96 0
70 -120 -135 0
-38 74 120 0
-19 -74 120 0
-38 -93 127 0
-6 -111 148 0
74 117 118 0
-39 -46 -136 0
-49 50 70 0
2 -40 127 0
-82 102 145 0
-32 102 120 0
-13 56 -137 0
-46 70 -79 0
31 38 44 0
62 82 -90 0
90 102 -119 0
33 -55 -115 0
18 -21 26 0
-29 -37 -46 0
32 -81 87 0
8 -107 -137 0
-28 -60 -124 0
64 71 139 0
-96 -144 -146 0
10 -60 -86 0
-42 -58 -89 0
56 59 -113 0
-6 28 73 0
42 102 -109 0
87 119 -142 0
-20 -81 82 0
-21 -85 146 0
-8 -22 88 0
88 120 148 0
14 90 107 0
-22 -107 -132 0
-20 51 -120 0
-3 19 -35 0
38 40 134 0
5 49 79 0
-40 -121 -143 0
-75 108 118 0
17 -59 -132 0
-9 58 -62 0
5 53 -147 0
-65 76 112 0
-50 -72 -132 0
-40 103 -108 0
33 -70 -139 0
-17 96 103 0
-78 92 132 0
-1 86 -93 0
46 78 -118 0
106 -146 149 0
-19 63 -77 0
-20 34 -114 0
112 -137 -150 0
16 49 -91 0
24 -53 -83 0
-68 88 143 0
-73 -81 143 0
53 -58 68 0
29 133 -143 0
1 48 -121 0
-90 110 -150 0
-8 54 129 0
18 -42 96 0
-100 -115 -124 0
-40 95 124 0
9 -114 -120 0
1 -53 -123 0
30 49 -84 0
-41 85 119 0
-6 -23 125 0
27 123 -138 0
-36 -137 -146 0
-70 -101 121 0
7 -74 -89 0
8 -60 -135 0
-23 -34 75 0
-78 88 -126 0
-52 -95 104 0
12 96 -129 0
-36 -115 -146 0
9 -71 -102 0
-51 -58 -103 0
15 41 -68 0
-72 74 98 0
-4 87 -88 0
75 -105 136 0
30 54 123 0
20 -31 138 0
74 -79 -98 0
-27 -57 128 0
-4 104 123 0
-47 99 150 0
-31 98 -117 0
50 78 -99 0
-37 -53 64 0
-2 -61 -107 0
26 29 -72 0
-84 85 128 0
-25 116 137 0
71 -122 -125 0
22 37 84 0
-60 125 126 0
-35 -93 148 0
-77 -141 148 0
-25 -36 112 0
16 -119 121 0
6 48 78 0
-25 -47 67 0
-79 90 -110 0
83 -84 -129 0
-58 136 137 0
12 125 146 0
13 -73 -125 0
-41 -109 -141 0
14 111 -128 0
7 47 -121 0
102 120 133 0
-73 -144 -145 0
41 -60 116 0
-69 116 -139 0
6 -120 149 0
-91 -129 150 0
-10 -27 29 0
-28 85 110 0
-90 110 148 0
66 -89 145 0
15 -131 141 0
79 82 -150 0
-1 37 81 0
17 81 95 0
-46 62 -100 0
30 63 -76 0
36 101 -115 0
-62 -65 97 0
31 66 113 0
-21 -119 -141 0
-7 130 -149 0
-41 52 -118 0
-12 -70 -148 0
21 -54 -71 0
-62 -96 149 0
-27 -87 -127 0
96 127 134 0
-72 -106 123 0
43 62 -103 0
-44 -128 135 0
-2 102 121 0
20 -40 123 0
27 -71 109 0
41 64 127 0
-11 103 -150 0
-59 65 100 0
124 143 -150 0
-21 -77 126 0
-30 77 -96 0
25 110 -137 0
75 -108 -148 0
70 101 -119 0
16 19 -118 0
2 -116 134 0
-13 29 -62 0
106 -124 -132 0
-43 70 -104 0
-18 38 101 0
53 -144 -146 0
-1 9 -69 0
-39 42 -44 0
