p cnf 150 570
-89 -99 107 0
3 88 -96 0
-36 -93 122 0
4 17 -59 0
-10 -84 -115 0
-7 -46 78 0
25 -74 93 0
16 87 127 0
51 112 121 0
-4 -102 118 0
-2 92 -120 0
78 -125 -145 0
-22 38 99 0
-5 43 93 0
35 -77 -104 0
6 -10 -109 0
8 -90 113 0
30 51 123 0
4 -27 -77 0
-4 -12 -140 0
-24 -27 61 0
31 -43 98 0
33 -38 91 0
59 118 -144 0
-38 56 -102 0
98 117 122 0
104 106 116 0
-51 -56 96 0
80 -84 92 0
17 -29 -102 0
25 108 116 0
-5 38 98 0
28 39 -45 0
-24 -33 -88 0
-55 78 146 0
-7 115 126 0
6 -131 -145 0
-25 -56 -116 0
38 -90 127 0
15 -118 147 0
-52 73 135 0
46 -59 130 0
41 -87 99 0
-58 119 134 0
-8 19 -141 0
-30 70 142 0
16 -58 -125 0
37 -60 -76 0
-9 -32 -147 0
62 73 118 0
54 65 -143 0
16 27 -76 0
-59 124 141 0
33 -53 -69 0
3 23 25 0
90 -106 -144 0
78 -112 -136 0
-139 142 -149 0
32 -98 -125 0
-42 52 -92 0
-46 -64 150 0
94 116 120 0
-11 63 -67 0
9 94 -109 0
94 128 139 0
-72 -117 136 0
28 46 70 0
-22 -87 -116 0
69 -86 135 0
11 17 139 0
-21 -86 -129 0
-81 -87 147 0
-106 -114 117 0
-82 -97 -147 0
-29 64 -77 0
1 -37 -40 0
87 -106 -148 0
59 -78 -99 0
9 -90 -136 0
17 -75 -130 0
71 74 117 0
-41 -115 -148 0
56 -60 89 0
92 116 -143 0
21 87 -114 0
15 -94 98 0
-29 -33 75 0
-22 71 90 0
56 117 -138 0
-7 -27 146 0
-38 106 -133 0
-76 -91 -133 0
69 133 144 0
-119 141 147 0
131 -137 -146 0
-11 18 81 0
123 131 -138 0
2 -21 144 0
-68 -93 109 0
-9 -116 -139 0
-46 -73 85 0
-8 -59 108 0
66 76 87 0
57 97 114 0
6 -104 -126 0
-48 -81 -114 0
17 66 105 0
68 83 120 0
-24 87 93 0
42 -67 -95 0
-46 76 135 0
-33 56 -98 0
-62 93 99 0
-84 -85 -129 0
-18 -45 -142 0
-31 36 -41 0
13 96 -123 0
-64 103 -129 0
32 86 93 0
-50 77 -147 0
5 90 -104 0
-13 100 -107 0
32 -55 -109 0
29 -93 101 0
-10 25 57 0
58 106 140 0
-32 -57 -125 0
-23 -43 80 0
-17 -51 84 0
36 127 -149 0
-73 90 104 0
23 57 59 0
-68 -88 -98 0
1 22 -137 0
4 -26 31 0
49 -67 -104 0
31 -36 100 0
11 -22 -24 0
-93 119 -148 0
-77 88 -95 0
-49 -80 83 0
-16 -59 114 0
6 -28 102 0
36 56 -75 0
15 48 -124 0
-9 -67 106 0
-84 106 142 0
-32 47 -118 0
-82 87 -117 0
-2 85 117 0
-20 48 135 0
41 90 -115 0
-7 13 124 0
-56 131 136 0
39 57 113 0
-90 116 125 0
-16 79 142 0
92 123 -136 0
25 40 101 0
-2 -3 -150 0
-21 -94 -126 0
-6 30 110 0
53 -80 111 0
-84 98 147 0
72 83 -132 0
48 -76 -121 0
23 61 109 0
21 -73 113 0
-38 -125 -127 0
-37 -45 118 0
98 -113 -138 0
78 -84 -111 0
-59 69 -128 0
62 106 -123 0
16 47 94 0
-24 65 -107 0
-79 96 102 0
28 -50 74 0
60 140 -148 0
5 81 120 0
97 -110 -134 0
16 74 137 0
-116 118 -139 0
-6 -40 -96 0
2 116 -126 0
-86 -123 -146 0
-75 -135 142 0
24 -59 121 0
94 131 -138 0
-97 -114 -121 0
110 -113 -118 0
-7 20 29 0
27 98 -131 0
-25 -48 92 0
-64 -75 -78 0
36 50 74 0
-51 -83 144 0
-4 -26 117 0
12 -22 -124 0
7 123 146 0
49 73 -91 0
-46 -73 -117 0
-47 -53 143 0
58 -98 -138 0
37 -67 -144 0
-98 133 135 0
6 -31 -54 0
11 23 128 0
-13 47 -123 0
-32 -73 -101 0
-70 -114 -136 0
-60 -81 -104 0
-22 55 -86 0
-14 -129 147 0
129 138 141 0
30 77 -78 0
16 -40 61 0
-67 -77 146 0
41 -85 -130 0
-28 106 -129 0
-23 -35 50 0
19 -33 -145 0
-76 77 125 0
-25 56 -63 0
-3 -24 50 0
-23 73 -140 0
6 -13 92 0
-45 -72 -84 0
-31 -97 149 0
104 105 127 0
37 106 142 0
-22 24 125 0
-15 -17 -50 0
25 36 -40 0
-41 91 -92 0
25 -47 90 0
66 -115 137 0
31 109 -130 0
50 -117 133 0
22 -72 -139 0
37 -75 98 0
38 51 134 0
-68 -108 -134 0
-18 -42 67 0
125 -134 139 0
-95 -125 -138 0
-35 69 145 0
21 -72 140 0
9 51 82 0
-38 91 -117 0
22 -89 120 0
68 -88 117 0
9 30 -92 0
53 -84 142 0
8 -58 110 0
29 -85 86 0
78 121 -146 0
-65 -126 -148 0
-5 64 65 0
4 -85 143 0
-6 7 -14 0
-94 100 108 0
62 -112 134 0
-55 87 116 0
-5 6 -7 0
55 -69 136 0
-32 -64 -80 0
-28 -77 115 0
-20 -53 118 0
5 61 118 0
28 -50 -52 0
44 84 111 0
-111 -135 140 0
89 -106 114 0
-30 -44 63 0
-34 106 -110 0
-41 106 116 0
-84 -116 -133 0
-1 -140 148 0
-8 -35 124 0
-26 38 -92 0
-44 83 121 0
-6 -49 -53 0
-27 -79 -109 0
-71 -83 95 0
-27 -38 -52 0
-36 -42 58 0
29 -63 -64 0
13 19 64 0
12 32 -46 0
-44 -95 137 0
-43 -97 -111 0
42 71 78 0
-8 23 25 0
-33 112 -145 0
-39 138 143 0
57 94 -121 0
-34 -53 115 0
-28 88 149 0
-39 -140 149 0
-78 -95 125 0
19 -102 -127 0
34 102 -110 0
100 105 137 0
75 -112 127 0
78 92 -115 0
-36 -39 -44 0
10 18 24 0
-61 102 -118 0
-67 -86 94 0
-43 -58 68 0
-9 90 -114 0
-22 42 -67 0
18 101 -122 0
-30 35 119 0
-4 -49 136 0
21 22 -101 0
81 -105 -128 0
-38 -49 103 0
-29 -115 -139 0
-43 77 92 0
35 -58 -130 0
49 -75 122 0
25 -41 -47 0
29 34 103 0
22 -85 122 0
30 62 63 0
-45 -54 -102 0
81 112 127 0
-31 51 66 0
23 108 144 0
-53 -78 -120 0
-40 84 -105 0
-33 -66 -67 0
34 -57 -103 0
21 -66 83 0
5 8 145 0
26 -56 -62 0
-29 -109 147 0
-9 -66 -127 0
-40 56 -113 0
-45 110 -125 0
-3 -54 113 0
-21 -78 84 0
-54 100 121 0
24 -44 149 0
46 -97 -100 0
11 20 104 0
-46 50 -99 0
-14 27 -50 0
-64 -87 144 0
27 -87 -106 0
-37 -100 -132 0
84 -144 145 0
38 -47 133 0
43 -94 -102 0
-14 -47 144 0
67 80 105 0
-19 41 111 0
54 -57 -122 0
-24 -52 101 0
-47 78 -134 0
2 135 148 0
-6 -52 111 0
-24 119 -121 0
-66 -142 -146 0
88 103 -138 0
2 -110 -128 0
26 -69 93 0
103 132 141 0
-16 55 80 0
-14 -126 -143 0
96 -102 129 0
18 -69 -123 0
-6 59 -149 0
-27 60 84 0
16 -102 112 0
-73 -99 137 0
-58 -63 95 0
-1 127 129 0
-14 48 67 0
-18 110 135 0
7 -96 -149 0
108 -122 134 0
-9 28 -32 0
36 45 -101 0
-90 -91 140 0
32 -71 111 0
-66 -101 146 0
37 51 -106 0
131 -149 150 0
44 79 -108 0
89 105 106 0
14 33 104 0
-38 129 146 0
12 -41 146 0
13 -28 -61 0
