p cnf 150 840
-37 -64 87 0
-51 -100 103 0
-15 17 145 0
-32 -103 -145 0
-44 128 132 0
30 -87 113 0
-64 -106 -109 0
-71 -76 -127 0
-46 114 -115 0
18 50 -122 0
-25 77 -93 0
19 116 -121 0
-3 -24 60 0
-10 38 57 0
50 -109 -122 0
25 52 -134 0
-63 -85 -122 0
44 -81 -139 0
5 -63 89 0
97 113 133 0
-8 -84 122 0
63 -64 -77 0
10 -42 -132 0
40 49 83 0
5 -15 58 0
24 119 -131 0
-23 -62 97 0
-44 -50 -74 0
8 -93 -128 0
12 -48 91 0
-54 -133 144 0
11 119 147 0
-41 114 136 0
13 52 93 0
-25 75 -122 0
68 106 -116 0
-40 -69 -130 0
-39 -119 128 0
-20 -24 -55 0
-56 67 139 0
-49 73 -125 0
28 -49 123 0
-19 73 -118 0
-26 89 -148 0
32 -57 104 0
-72 75 128 0
21 -53 81 0
-58 -66 105 0
-15 71 -122 0
-72 -96 116 0
-17 -117 -147 0
4 82 144 0
12 47 -140 0
64 94 -149 0
-41 58 78 0
-11 23 79 0
9 -54 -84 0
-41 109 115 0
15 42 116 0
-55 -80 85 0
-11 97 100 0
-17 38 -56 0
-30 83 95 0
-1 18 -108 0
-9 -44 49 0
-8 -28 -125 0
-10 -116 136 0
-11 13 116 0
-22 84 110 0
10 33 -38 0
16 -74 -75 0
-54 -133 -144 0
-17 67 142 0
15 -77 84 0
-37 64 104 0
27 -131 132 0
-60 -82 -108 0
-19 -78 -88 0
-85 -112 123 0
24 -50 -105 0
11 -19 29 0
-51 54 131 0
-30 -62 -89 0
-77 -81 123 0
19 37 96 0
34 124 -149 0
25 -29 96 0
9 24 32 0
71 94 103 0
-17 -22 98 0
1 -49 149 0
-22 -65 82 0
8 74 -116 0
-28 -72 -83 0
-55 -68 139 0
18 65 -92 0
36 40 135 0
-64 -116 -143 0
-118 121 -138 0
-49 -61 -145 0
85 86 87 0
-28 81 -111 0
1 65 -126 0
-33 -97 133 0
-22 23 55 0
-1 -79 -134 0
-34 -71 -137 0
-41 -65 136 0
-15 -49 -108 0
27 66 -126 0
-13 91 133 0
24 -47 117 0
37 -64 -70 0
-55 65 -66 0
52 106 -139 0
50 -113 149 0
25 -34 -48 0
33 -77 -78 0
8 62 67 0
13 114 120 0
-50 -118 -123 0
-76 77 120 0
-35 -111 -130 0
5 41 94 0
-6 67 -78 0
-30 -116 141 0
50 72 -139 0
-4 -68 -113 0
-76 83 140 0
64 -112 143 0
-14 69 -140 0
-43 118 130 0
30 -121 -142 0
-65 111 -127 0
96 101 -118 0
9 -115 131 0
-15 64 118 0
-45 -134 147 0
15 -23 -100 0
20 -101 132 0
21 -55 91 0
5 57 107 0
-43 106 -138 0
2 -120 -140 0
-6 -19 -110 0
31 99 -119 0
-28 64 83 0
-7 35 -142 0
20 -55 125 0
-76 106 -148 0
-4 99 -142 0
-31 121 -130 0
92 -109 141 0
-40 81 -117 0
64 68 121 0
-84 96 132 0
23 52 89 0
43 68 -93 0
-115 128 -131 0
30 44 76 0
34 76 -132 0
-74 107 116 0
-37 -56 -64 0
35 -39 -49 0
