p cnf 150 630
-49 -56 84 0
-28 -46 -92 0
-16 50 104 0
-112 126 127 0
-11 37 -147 0
31 -67 -117 0
-71 85 100 0
27 96 -120 0
-12 -43 136 0
6 34 -113 0
-58 128 141 0
-109 110 -112 0
-84 90 -112 0
-33 57 113 0
76 108 120 0
-21 -73 -78 0
62 69 -75 0
-62 -98 -149 0
66 85 101 0
46 -62 92 0
-8 19 44 0
83 84 -111 0
8 -75 114 0
45 124 -145 0
113 -132 -147 0
-72 112 -131 0
-51 92 -130 0
5 32 79 0
-14 41 -80 0
17 96 -102 0
34 82 -146 0
-22 -37 -61 0
-36 -78 143 0
49 96 -105 0
12 53 87 0
-6 126 -133 0
30 -42 -146 0
45 82 -105 0
75 77 98 0
-20 -81 124 0
23 56 112 0
-13 79 -135 0
-16 -39 53 0
-7 14 149 0
-92 108 124 0
-11 -16 111 0
-24 -33 -91 0
-13 -29 -74 0
11 -19 105 0
-55 65 120 0
7 -90 -121 0
76 -113 136 0
4 -45 -89 0
-48 -58 113 0
-29 -32 -64 0
-95 114 130 0
42 60 -98 0
-35 65 -126 0
32 -47 83 0
79 92 -148 0
19 -115 -148 0
10 -46 81 0
-116 -132 144 0
111 142 -143 0
86 124 142 0
16 -39 -135 0
-10 -82 94 0
-45 73 81 0
-10 -37 48 0
-47 90 -116 0
57 -59 -122 0
-33 -84 -95 0
-113 -117 140 0
33 -41 135 0
-29 -41 -141 0
-76 115 -138 0
-98 -104 112 0
-22 34 -133 0
-6 -14 121 0
43 -107 143 0
28 45 -89 0
-55 -79 126 0
-48 113 -117 0
-13 36 57 0
-34 84 121 0
21 -57 59 0
-31 59 -135 0
72 -118 -120 0
26 30 77 0
-98 119 -132 0
31 49 -99 0
8 -50 118 0
-14 -74 -131 0
80 124 -142 0
8 -98 128 0
85 -100 -109 0
29 -47 -108 0
-19 47 -51 0
8 57 79 0
8 -22 98 0
-8 -84 97 0
107 132 -135 0
-5 -116 -118 0
-61 73 -82 0
-35 90 -110 0
43 72 88 0
-32 -99 -108 0
8 59 -69 0
6 30 147 0
-26 -44 128 0
34 39 -54 0
-34 -60 -69 0
-61 91 99 0
-21 -31 -146 0
13 101 133 0
-30 -120 149 0
-87 123 142 0
64 135 -139 0
-6 70 -75 0
-21 -37 118 0
-18 -101 -148 0
-42 -56 95 0
-16 37 -142 0
79 104 -137 0
-26 -94 96 0
-11 -98 131 0
16 66 -101 0
-3 -130 140 0
30 69 -144 0
42 50 -70 0
24 107 118 0
4 -31 62 0
-11 -12 130 0
18 102 150 0
-44 -102 -115 0
-11 -89 118 0
43 44 -92 0
58 -76 97 0
12 -51 76 0
103 112 -144 0
26 98 -110 0
46 -74 -85 0
105 -127 134 0
70 84 144 0
-53 69 -145 0
-46 71 -93 0
69 -127 -135 0
-77 85 137 0
-7 -8 45 0
-32 -101 -104 0
55 -66 -95 0
3 -59 -73 0
62 -119 -124 0
49 -95 147 0
76 -86 -102 0
-30 -41 -145 0
-32 43 60 0
5 -11 -131 0
-56 -96 -101 0
57 89 104 0
15 -34 46 0
35 -100 -140 0
26 86 129 0
-46 105 -109 0
-39 -126 -137 0
3 -81 125 0
-29 33 145 0
22 -40 -90 0
76 -110 -150 0
46 132 -150 0
-47 86 -144 0
78 -86 104 0
33 -99 -142 0
-52 -131 145 0
17 82 87 0
-4 111 123 0
-46 -88 -125 0
-15 64 92 0
46 -92 146 0
29 104 146 0
58 89 -120 0
-16 112 -118 0
-78 100 -136 0
10 -91 -134 0
-8 -96 -116 0
-2 8 -85 0
16 23 135 0
-69 98 -115 0
63 -85 116 0
37 95 -123 0
2 -29 -67 0
22 59 75 0
15 78 -101 0
-41 -56 -130 0
-33 42 -59 0
-13 -73 -150 0
-28 48 -144 0
5 35 45 0
-32 49 86 0
-106 -124 -137 0
-24 27 -77 0
-31 60 -67 0
-87 -129 -142 0
-43 72 150 0
-100 -122 -143 0
18 68 95 0
15 129 -150 0
-108 -117 127 0
14 71 -139 0
35 -67 -82 0
-33 51 -81 0
-7 -30 119 0
48 -100 -149 0
-4 53 123 0
-65 -92 -98 0
25 -86 -146 0
4 -66 -104 0
53 55 -119 0
-19 53 -149 0
-73 -138 -150 0
-58 78 -132 0
6 -37 -86 0
44 122 144 0
62 102 -130 0
82 -91 -114 0
27 -78 -121 0
33 -88 -99 0
29 -93 118 0
5 11 15 0
-70 128 147 0
3 116 -130 0
-30 60 115 0
12 52 -77 0
20 -39 -133 0
-49 85 100 0
12 17 -85 0
-37 78 136 0
-36 126 -128 0
-43 -83 -126 0
-57 -90 -132 0
35 -97 145 0
52 -90 -99 0
66 -70 -127 0
17 -28 -83 0
-13 -30 119 0
2 17 37 0
-36 120 -142 0
-6 44 -52 0
-21 42 43 0
-7 -97 109 0
33 44 103 0
94 98 -127 0
31 90 -96 0
-62 -70 -116 0
-27 57 64 0
8 -141 148 0
5 103 -127 0
85 -129 -138 0
13 -34 110 0
-20 -113 -120 0
27 -33 -97 0
72 -76 99 0
-15 -56 83 0
79 117 137 0
-15 51 -63 0
65 -98 121 0
54 -85 -89 0
-28 72 139 0
-127 129 -130 0
-4 19 -131 0
-2 67 100 0
6 18 -98 0
15 -107 137 0
-24 -43 129 0
-95 -134 140 0
1 -25 31 0
62 -88 -117 0
106 108 125 0
-77 91 137 0
1 -10 -72 0
102 104 -130 0
14 18 -88 0
2 39 87 0
-19 -47 82 0
33 96 -131 0
42 134 144 0
-1 76 101 0
24 -110 138 0
-11 39 147 0
-59 -94 -132 0
-21 43 105 0
-7 13 17 0
-9 -19 93 0
13 62 78 0
66 80 -145 0
91 -101 -118 0
-32 -45 -120 0
1 -59 68 0
-6 23 54 0
69 -95 -139 0
-8 -112 -149 0
5 -26 32 0
-90 -109 126 0
5 101 -120 0
54 -61 76 0
-80 -86 94 0
-8 57 -104 0
-52 93 122 0
-28 92 -114 0
-7 34 53 0
8 -37 134 0
60 -77 116 0
17 77 -130 0
-77 -79 -135 0
-78 108 145 0
2 4 38 0
20 -83 91 0
-13 -16 -120 0
9 -20 -51 0
82 -83 -91 0
44 -48 135 0
-42 -61 -124 0
-55 -73 89 0
15 -34 42 0
-14 115 -142 0
-40 131 138 0
-15 40 78 0
44 -115 -140 0
49 86 -90 0
-17 32 142 0
