p cnf 150 810
28 -66 -138 0
-68 70 -124 0
21 -107 -127 0
-75 97 -135 0
74 98 137 0
-7 -62 -117 0
-68 123 136 0
9 -20 22 0
13 -25 85 0
57 111 -131 0
69 91 121 0
3 97 107 0
23 68 76 0
48 92 94 0
-14 -62 -134 0
-30 33 125 0
-19 -58 74 0
-3 -83 135 0
12 -17 -86 0
7 -37 127 0
-101 -106 -112 0
-14 19 -55 0
-42 -70 124 0
13 36 147 0
-44 -59 83 0
11 -106 -124 0
44 45 -61 0
-8 97 132 0
57 105 147 0
31 65 109 0
19 54 -139 0
-18 -104 -141 0
80 -91 -119 0
36 -107 -111 0
-14 -105 143 0
-82 -93 -120 0
16 -71 111 0
-54 -98 -106 0
-5 -94 101 0
-63 -71 149 0
-47 -72 -123 0
95 -133 -148 0
68 101 -124 0
7 -97 -110 0
-45 -53 124 0
-14 -62 110 0
-33 -91 -102 0
15 66 113 0
41 -74 -119 0
18 -27 144 0
28 -91 -140 0
-13 -72 -137 0
67 114 -137 0
-6 55 66 0
-35 -117 144 0
36 47 104 0
9 40 66 0
17 47 67 0
-15 95 -135 0
7 -27 144 0
-92 -129 -132 0
66 75 -143 0
102 113 -127 0
-7 -64 -79 0
5 -81 114 0
54 66 115 0
117 121 -129 0
28 37 79 0
-73 -110 -137 0
-59 -105 -123 0
25 -62 144 0
16 49 108 0
25 39 -51 0
3 5 -67 0
15 94 118 0
44 -84 -96 0
-43 -75 78 0
34 67 -139 0
-52 85 123 0
39 67 140 0
-37 97 -115 0
24 -80 84 0
-4 71 78 0
64 128 147 0
85 -117 150 0
14 63 73 0
-35 -67 75 0
25 82 -92 0
-6 -49 -101 0
-13 26 130 0
7 -69 125 0
1 50 64 0
-30 67 150 0
20 50 -117 0
18 -104 -121 0
-39 81 94 0
-19 -80 -140 0
-16 63 -73 0
-5 -19 -127 0
13 -15 147 0
-4 19 -62 0
42 91 149 0
-45 81 -133 0
13 -21 -28 0
-52 109 117 0
-8 -93 144 0
11 34 58 0
26 -28 49 0
67 81 148 0
38 -41 -94 0
-37 45 -86 0
-13 63 -148 0
-5 -12 -39 0
8 -140 -149 0
31 92 108 0
-63 103 112 0
51 -66 72 0
31 -70 -130 0
42 68 -91 0
-45 60 120 0
60 -123 -124 0
-11 62 125 0
-109 -120 141 0
10 -20 131 0
-17 63 -75 0
78 -97 101 0
-17 105 117 0
38 -106 122 0
63 90 -114 0
-39 62 126 0
-5 101 140 0
