p cnf 150 510
2 -7 118 0
-83 101 -140 0
115 120 -150 0
82 99 -108 0
35 -71 80 0
44 -93 -121 0
-45 91 -145 0
-102 -110 -131 0
8 -39 98 0
38 -66 113 0
62 -103 -134 0
13 -102 111 0
52 -55 146 0
-71 104 -126 0
-42 -81 142 0
52 108 138 0
16 45 -61 0
23 -43 129 0
8 85 127 0
-11 33 -63 0
-9 27 31 0
-36 -99 -146 0
17 89 102 0
-66 75 128 0
-33 52 -145 0
7 37 -66 0
-66 144 -147 0
-25 -51 -75 0
-27 105 136 0
9 42 -125 0
36 -39 81 0
-22 -98 -103 0
-109 -110 132 0
-51 -70 105 0
54 74 76 0
-2 -54 -75 0
41 62 -63 0
-22 80 -97 0
-42 75 77 0
-25 -29 -121 0
19 54 130 0
12 103 134 0
-91 126 139 0
37 -79 -109 0
25 -73 -110 0
19 63 76 0
33 -87 -89 0
47 -51 -149 0
-37 -122 150 0
30 -137 143 0
51 -58 -70 0
72 138 141 0
39 -72 121 0
20 -41 71 0
3 -51 99 0
20 65 77 0
-60 133 150 0
-27 97 -126 0
-36 41 89 0
36 -105 -149 0
3 99 110 0
-81 107 144 0
-92 -121 142 0
35 -58 127 0
20 36 54 0
26 51 82 0
-41 -43 -97 0
45 -70 99 0
17 -33 -148 0
24 -32 -90 0
51 -54 77 0
-81 100 -139 0
-45 -92 103 0
9 -22 -26 0
-46 -49 150 0
-43 75 -135 0
-54 79 -135 0
5 79 127 0
66 -101 -139 0
70 -73 126 0
51 63 110 0
-6 -80 142 0
15 -76 99 0
19 99 100 0
-23 86 -111 0
-30 89 140 0
-113 127 142 0
27 -31 68 0
13 -82 -146 0
-42 77 -99 0
19 28 -79 0
-68 -70 -89 0
1 35 -89 0
-42 43 102 0
-56 -63 135 0
5 106 -117 0
17 -39 117 0
85 -105 149 0
-42 71 -102 0
7 -95 -135 0
14 -101 136 0
-11 -91 150 0
10 79 -136 0
-31 -73 -82 0
-18 44 -123 0
73 95 123 0
-13 -60 -120 0
43 146 -150 0
-66 -73 110 0
18 68 80 0
30 -67 -78 0
-33 117 131 0
-65 95 142 0
96 121 139 0
50 -57 -95 0
-47 -58 89 0
-37 65 106 0
33 -82 -95 0
62 -81 135 0
-87 99 109 0
-38 -126 -148 0
24 -67 -130 0
18 -93 -148 0
86 -97 -104 0
67 -94 -146 0
-28 84 -110 0
14 -91 126 0
27 -58 -98 0
-63 129 -134 0
-21 64 105 0
2 44 73 0
-19 90 97 0
42 64 -78 0
17 -69 -127 0
-70 -98 143 0
24 105 149 0
5 83 113 0
-6 -55 129 0
59 -101 149 0
-67 -113 135 0
3 32 67 0
39 77 144 0
72 -80 134 0
26 -111 119 0
105 121 -145 0
62 -137 -140 0
-38 98 -100 0
12 -43 -76 0
75 -110 120 0
51 104 129 0
-6 83 122 0
34 -92 -117 0
39 -72 82 0
-27 -130 142 0
8 56 -128 0
13 55 -136 0
8 -30 -79 0
6 13 27 0
9 123 -125 0
45 -112 -118 0
-21 -90 126 0
-43 92 -142 0
-16 -64 111 0
22 -72 77 0
115 -116 139 0
79 104 -112 0
-1 66 86 0
-68 -92 -100 0
53 -65 -123 0
-100 -119 -124 0
13 32 -99 0
16 53 -79 0
42 -104 142 0
-14 -15 -119 0
-10 63 -100 0
-15 -41 -149 0
-68 -95 105 0
-42 -54 147 0
65 79 113 0
-80 -84 -100 0
-87 98 -115 0
89 -96 98 0
-96 122 124 0
-101 -120 -145 0
-24 -26 -127 0
-9 -25 83 0
-39 -65 -95 0
5 17 -24 0
56 63 -136 0
36 -73 -130 0
43 -94 -114 0
-71 -84 149 0
-94 -119 143 0
67 -81 -116 0
-33 75 -107 0
-28 34 -126 0
71 105 -114 0
-22 41 48 0
-25 -141 150 0
-17 -92 -133 0
43 50 96 0
61 -110 145 0
36 37 -56 0
2 96 -125 0
37 50 -103 0
6 -59 -143 0
88 -97 -137 0
-64 76 98 0
72 -110 -143 0
4 -29 137 0
60 74 126 0
-1 37 -47 0
-25 32 -133 0
74 78 -108 0
-13 41 132 0
44 -87 -93 0
-38 -115 150 0
7 -9 -66 0
-62 66 133 0
9 -10 -19 0
22 -76 -126 0
-1 28 93 0
-19 -51 -65 0
40 101 -147 0
48 -65 99 0
11 94 118 0
-14 -48 -97 0
23 102 -121 0
-23 48 -96 0
28 -40 56 0
24 90 -138 0
-33 92 148 0
-31 32 81 0
-66 69 96 0
-41 135 137 0
14 24 -62 0
-9 18 38 0
13 55 -137 0
-2 -51 -147 0
67 -70 89 0
-11 72 -110 0
-40 -58 75 0
-12 29 -120 0
-9 -140 142 0
11 -86 -142 0
-26 -43 -134 0
66 86 -140 0
-20 -72 -127 0
-31 -46 95 0
36 -84 110 0
-9 -99 135 0
-34 -74 -81 0
-95 -102 -133 0
45 -89 118 0
-62 92 -145 0
-16 35 -99 0
-39 118 -150 0
69 98 -114 0
73 -131 148 0
16 -102 -116 0
-16 -57 -85 0
-5 115 126 0
4 23 -65 0
42 -132 150 0
7 -23 45 0
124 131 146 0
23 52 134 0
-25 -36 84 0
14 61 -75 0
-89 -92 126 0
-26 72 -127 0
41 74 119 0
6 30 59 0
1 -44 -75 0
16 -93 -133 0
-16 30 101 0
27 -67 79 0
5 57 -82 0
24 -89 105 0
72 -98 -107 0
-67 99 123 0
-37 -50 -90 0
-87 120 141 0
-15 -104 137 0
-53 62 146 0
18 -48 66 0
5 -19 51 0
-6 107 114 0
53 -66 -136 0
15 66 -111 0
34 37 80 0
-4 17 129 0
-13 -36 77 0
-54 78 -104 0
-74 -95 -135 0
13 56 -112 0
77 88 144 0
-24 -80 -129 0
7 114 144 0
32 56 -93 0
34 -50 148 0
-17 -47 -61 0
11 -29 137 0
10 28 39 0
5 -23 122 0
-92 -127 -129 0
14 -111 -131 0
29 -35 103 0
-53 72 -124 0
-26 64 -138 0
61 -110 113 0
-23 33 -149 0
-2 -48 134 0
48 82 -115 0
102 108 122 0
-7 32 50 0
38 129 -138 0
28 -78 114 0
19 -25 105 0
8 -102 120 0
-25 32 -65 0
15 31 103 0
17 67 140 0
-13 -22 -48 0
-14 -25 -105 0
92 -103 -127 0
-117 -130 139 0
53 86 103 0
5 -71 -143 0
27 43 -106 0
70 76 144 0
-7 -85 117 0
-59 -107 -146 0
-12 -21 127 0
1 3 -24 0
22 58 -100 0
-28 41 54 0
28 -33 135 0
-41 -50 -113 0
-5 30 108 0
-61 142 149 0
-29 76 -115 0
-51 -75 -105 0
26 74 -94 0
-8 -26 -132 0
49 70 -104 0
-29 92 -118 0
-12 31 -99 0
-40 117 131 0
21 -66 -143 0
35 -49 86 0
12 -101 123 0
19 -102 112 0
52 -64 -105 0
20 -61 -126 0
11 53 137 0
-5 115 132 0
38 -119 -128 0
35 61 -70 0
-39 93 -109 0
96 -103 104 0
21 48 -134 0
33 -111 122 0
-3 29 117 0
-16 -102 118 0
-5 -89 140 0
30 -117 123 0
-27 -41 72 0
19 -36 113 0
-10 -47 125 0
-3 8 -53 0
11 102 109 0
-5 -143 -146 0
-6 74 136 0
-21 -59 -105 0
44 115 126 0
-2 -110 122 0
25 33 46 0
-11 20 -41 0
-28 -49 -59 0
64 71 90 0
-18 -56 -67 0
57 -59 -111 0
117 123 126 0
40 83 -127 0
81 96 -109 0
59 -88 96 0
-86 -104 -136 0
3 -102 -143 0
10 58 -80 0
56 85 -141 0
74 -133 134 0
13 48 57 0
-89 -106 147 0
51 -118 -143 0
68 -71 -109 0
8 -103 -108 0
27 -36 100 0
52 65 -115 0
-76 119 137 0
29 83 -108 0
-16 69 79 0
34 107 138 0
-29 57 150 0
-3 -55 -132 0
126 -137 -140 0
-4 -76 110 0
-22 110 -122 0
-9 16 113 0
13 110 142 0
17 18 -57 0
-31 75 -110 0
-71 115 -116 0
1 -15 -130 0
16 129 -139 0
30 -93 -111 0
-64 103 146 0
126 144 -146 0
18 34 81 0
-64 82 146 0
-17 -23 77 0
-28 -44 57 0
-64 -129 150 0
-32 -58 -137 0
-1 -100 -109 0
-20 62 -119 0
-36 -71 -99 0
29 -87 138 0
4 19 56 0
53 56 104 0
-32 64 -99 0
34 -55 133 0
-68 75 -125 0
102 103 119 0
45 114 117 0
15 41 -133 0
-28 -40 -75 0
22 -101 -110 0
101 137 149 0
-7 103 -105 0
-42 -114 127 0
-63 84 110 0
77 137 138 0
-22 -29 105 0
-52 -77 149 0
-9 115 119 0
47 95 -112 0
29 36 -87 0
14 21 106 0
102 109 120 0
-30 -143 149 0
12 35 72 0
-115 117 -138 0
22 68 98 0
-32 80 140 0
-73 98 114 0
-1 106 142 0
-28 87 -127 0
51 141 -142 0
-20 -80 -118 0
-27 -44 146 0
-19 98 105 0
49 -134 -137 0
77 -126 145 0
112 -121 135 0
46 -88 -140 0
25 87 119 0
109 114 -133 0
-17 -76 -137 0
-4 102 -112 0
-20 72 122 0
25 -100 101 0
-13 99 114 0
-39 125 -137 0
86 142 -143 0
-37 -88 121 0
51 -54 -58 0
-29 89 -94 0
40 56 -57 0
52 -80 113 0
55 66 103 0
39 -73 120 0
96 121 -126 0
-38 82 89 0
23 111 150 0
-88 93 -130 0
-4 75 106 0
-15 -49 89 0
29 -32 66 0
17 -87 -98 0
-5 -137 144 0
-42 -79 -91 0
-28 -82 136 0
30 85 -112 0
23 -24 -148 0
-27 -78 -102 0
69 -85 127 0
9 -34 80 0
47 -51 84 0
5 -49 75 0
29 -55 97 0
-21 -32 -51 0
38 39 139 0
124 -125 146 0
16 -20 49 0
76 -121 129 0
17 -104 -138 0
-27 -46 -78 0
-13 -139 146 0
15 -106 149 0
