p cnf 150 660
7 36 107 0
48 69 -143 0
-12 19 67 0
-45 -66 93 0
52 -60 140 0
-11 44 -87 0
-28 42 118 0
-35 -40 -85 0
92 140 145 0
-76 -78 -138 0
-27 54 -126 0
-10 62 -110 0
19 -28 -149 0
-7 -115 132 0
11 108 147 0
35 -61 -102 0
-2 -36 -116 0
10 55 -110 0
-6 75 94 0
-10 -99 -109 0
14 -57 -131 0
-44 -51 -84 0
-7 -78 139 0
117 129 -148 0
8 -51 -146 0
-48 114 141 0
-87 -101 111 0
33 -84 -110 0
8 -32 -84 0
-16 -39 -129 0
-29 67 95 0
-72 -74 119 0
28 -60 132 0
-25 102 112 0
94 -140 -144 0
84 -138 150 0
-27 43 -62 0
33 88 -137 0
34 36 -139 0
82 96 -131 0
53 73 -146 0
-26 120 -144 0
60 -94 137 0
65 75 -145 0
-30 63 150 0
-11 -72 -143 0
20 -140 -145 0
75 105 -141 0
-25 133 -149 0
10 12 110 0
24 71 121 0
5 -10 -128 0
38 -69 -141 0
-101 -125 -142 0
56 75 -150 0
21 -53 149 0
27 -34 -38 0
29 79 -83 0
-8 71 -89 0
-37 -116 134 0
-36 75 -88 0
-80 98 103 0
-20 41 -102 0
83 97 -146 0
-8 -84 142 0
26 58 130 0
28 -46 50 0
-50 119 134 0
-79 114 -125 0
68 -96 128 0
54 115 140 0
-31 125 126 0
-26 -69 146 0
-6 12 -15 0
-14 -60 150 0
-21 125 147 0
-15 -64 75 0
-65 89 117 0
-78 -137 -138 0
-47 -75 138 0
-4 104 112 0
13 -24 -56 0
-36 -51 -54 0
96 -122 130 0
-18 48 -83 0
-29 -114 132 0
14 41 133 0
-99 -119 -123 0
-32 -122 147 0
-16 17 -140 0
77 97 146 0
56 92 128 0
-73 -116 125 0
20 22 -38 0
10 28 -62 0
38 -63 -86 0
-11 80 112 0
-36 -38 -82 0
42 61 -75 0
-81 102 -114 0
-10 74 79 0
26 -30 -71 0
-68 -70 89 0
11 36 122 0
-23 29 -50 0
39 -76 -84 0
-23 100 -139 0
11 78 -139 0
92 123 138 0
-11 16 20 0
10 57 -132 0
3 66 67 0
120 127 138 0
-79 -90 -98 0
-5 14 -37 0
39 60 -105 0
56 94 -141 0
-18 52 56 0
-13 135 144 0
90 -99 134 0
99 -112 132 0
63 126 -127 0
14 130 -141 0
-58 -107 133 0
-36 69 87 0
-2 136 -147 0
58 86 136 0
83 129 136 0
16 109 132 0
3 105 -131 0
32 -60 109 0
24 -71 -119 0
-7 -75 135 0
-36 -62 -74 0
77 92 -125 0
76 142 150 0
49 60 137 0
-86 -95 143 0
2 -75 141 0
90 125 -144 0
-27 -57 -60 0
-44 78 132 0
22 44 51 0
-10 64 -129 0
79 -84 -119 0
-42 -74 132 0
57 -98 -133 0
-1 15 149 0
-16 -26 -125 0
17 -82 -89 0
-26 27 -57 0
53 132 149 0
-41 -52 107 0
97 117 120 0
-20 28 86 0
1 66 -76 0
-69 -103 -132 0
-1 79 132 0
-78 -108 -109 0
9 131 145 0
5 -44 90 0
-116 -122 124 0
93 -100 144 0
24 30 -69 0
18 -34 -101 0
56 107 116 0
-31 34 -134 0
-68 -83 92 0
-21 -47 -82 0
-11 -63 -132 0
8 -60 139 0
-42 -102 145 0
13 -49 149 0
18 -114 -118 0
-38 66 88 0
45 97 128 0
77 -115 -135 0
24 43 -105 0
25 -83 -149 0
-55 -87 -145 0
-35 96 -137 0
22 -25 -104 0
-19 45 94 0
-51 -110 141 0
14 -71 128 0
6 15 -87 0
-32 86 91 0
-17 -35 -95 0
-93 -94 98 0
-22 31 145 0
79 -106 132 0
12 37 -48 0
32 126 131 0
-19 -32 -138 0
-36 -110 119 0
-12 34 -133 0
59 84 -125 0
18 51 -98 0
21 -61 140 0
-44 46 -71 0
-14 84 -150 0
-25 133 143 0
24 -75 150 0
31 64 -78 0
-59 -117 123 0
50 -63 101 0
32 -91 -97 0
29 94 133 0
-98 -99 -105 0
-1 12 29 0
18 -99 -110 0
39 51 57 0
-32 38 -74 0
-55 111 140 0
9 12 41 0
27 34 101 0
14 45 147 0
-23 -71 -82 0
34 -110 -135 0
-6 28 33 0
1 94 120 0
2 -21 -148 0
-13 -25 69 0
-35 66 -104 0
-43 116 141 0
22 83 141 0
-16 131 -144 0
-42 -120 -130 0
1 -10 19 0
-6 -38 -61 0
33 38 66 0
-11 79 -105 0
-8 -52 -116 0
41 43 54 0
-29 -45 -69 0
-71 -86 -103 0
-22 44 61 0
-65 117 144 0
-11 -101 108 0
-41 -54 -138 0
40 63 120 0
2 95 -99 0
-6 -56 -134 0
99 -137 -149 0
-21 125 -131 0
-47 -107 140 0
83 114 -136 0
-60 -116 134 0
23 -49 -85 0
-42 -134 -147 0
-1 -10 -70 0
70 80 -138 0
64 85 138 0
11 53 -61 0
49 87 144 0
38 -83 100 0
21 45 -95 0
-57 -126 -135 0
14 -19 22 0
47 -106 132 0
-97 -108 132 0
18 -81 135 0
71 -84 94 0
-20 -118 139 0
39 57 74 0
66 -116 -148 0
-2 31 -68 0
-80 -81 101 0
-11 -41 105 0
-28 52 -76 0
-27 -41 -52 0
112 135 -142 0
7 67 72 0
-19 131 -137 0
-2 -65 80 0
-14 64 95 0
81 -143 150 0
-49 -56 150 0
102 -131 -147 0
-22 93 132 0
-59 -66 -113 0
53 -118 -136 0
9 117 -123 0
-3 32 82 0
85 129 145 0
58 -104 136 0
5 -110 123 0
-6 -30 65 0
3 -80 120 0
-56 62 76 0
63 -101 135 0
26 116 128 0
-16 -21 29 0
-10 -18 -29 0
54 94 -145 0
20 -68 -97 0
-3 -15 -29 0
13 -119 146 0
-3 38 -107 0
-16 32 35 0
-5 -36 99 0
-17 -107 128 0
23 54 113 0
-68 83 -143 0
89 119 137 0
-17 -91 130 0
-66 102 128 0
-87 -139 142 0
23 119 -125 0
-29 -93 -108 0
-30 -32 54 0
18 -98 -104 0
-46 -135 -136 0
17 -71 132 0
-38 -68 -121 0
10 -62 -104 0
-47 64 -70 0
-7 38 105 0
-63 72 -105 0
24 42 72 0
-45 48 -72 0
-42 -54 -97 0
-8 -79 109 0
9 -47 131 0
13 -53 108 0
-85 135 -143 0
-34 -48 -98 0
-47 -131 -139 0
-26 68 -136 0
-62 -108 -130 0
-92 -134 143 0
7 39 -64 0
-44 111 146 0
-9 75 133 0
-46 -51 100 0
-57 143 -149 0
5 26 -139 0
-51 -72 -135 0
-73 128 131 0
53 -64 114 0
28 -88 -132 0
41 86 142 0
-7 62 -136 0
92 93 135 0
-8 -89 101 0
-16 -46 111 0
