p cnf 150 780
8 9 136 0
122 -125 131 0
63 86 -88 0
5 -13 95 0
-34 51 77 0
11 -39 63 0
-17 118 -148 0
-80 -89 -126 0
-24 62 -76 0
-86 97 127 0
-41 -70 114 0
7 20 32 0
13 -123 149 0
-36 -75 131 0
-94 130 142 0
34 -72 85 0
-31 77 135 0
57 -87 -131 0
-21 63 -139 0
38 55 117 0
5 27 51 0
56 -57 -137 0
12 -67 111 0
8 12 -20 0
4 102 107 0
-4 23 -123 0
-69 110 -124 0
12 62 -122 0
-14 74 -118 0
93 -95 146 0
91 126 148 0
-18 -43 149 0
21 39 87 0
-20 -80 82 0
18 38 -40 0
6 72 -106 0
-9 33 -85 0
23 63 144 0
-56 -147 149 0
-67 -84 114 0
-12 -47 74 0
51 -121 -138 0
-10 128 139 0
97 140 142 0
64 65 66 0
-7 -102 -142 0
-71 99 -103 0
24 -50 88 0
68 -101 -139 0
54 132 -145 0
-12 85 139 0
14 70 121 0
31 67 119 0
-91 112 115 0
-26 -72 136 0
-42 71 128 0
76 81 89 0
16 25 60 0
24 26 -148 0
34 -51 53 0
40 -45 -58 0
6 -110 128 0
10 19 140 0
-26 43 -125 0
62 117 -148 0
-12 14 -69 0
-110 -142 145 0
-138 -143 -148 0
42 -64 -83 0
18 52 109 0
2 -102 -143 0
31 -51 -128 0
37 54 62 0
-46 -65 72 0
14 22 142 0
1 -12 96 0
-56 77 143 0
-60 71 131 0
-81 100 132 0
40 51 -56 0
-10 -46 -79 0
-34 99 -147 0
-15 34 85 0
-9 80 86 0
48 51 120 0
-17 -50 66 0
34 50 105 0
-32 65 90 0
20 -46 121 0
-28 -43 102 0
-40 104 -112 0
53 -120 -121 0
-55 65 -142 0
60 -108 -148 0
-15 16 -137 0
22 -23 82 0
51 -65 -131 0
-77 80 123 0
-79 -80 -120 0
-20 -84 105 0
-6 -38 137 0
-27 76 -100 0
-133 -146 -149 0
29 62 -87 0
40 58 111 0
16 44 -92 0
-16 17 56 0
-54 85 103 0
61 67 -123 0
124 145 148 0
5 -65 121 0
50 91 133 0
-122 132 -140 0
-7 24 -38 0
-50 81 -97 0
-46 -130 -139 0
45 84 127 0
9 10 -112 0
-18 -136 150 0
62 -70 -133 0
45 -82 83 0
84 -91 137 0
5 79 81 0
-57 71 -142 0
24 -56 -140 0
-17 -96 -138 0
-7 -33 93 0
-43 -106 108 0
52 115 -123 0
22 69 147 0
-7 25 -146 0
-7 29 62 0
61 85 -112 0
-107 -132 135 0
-6 -10 -61 0
-45 -93 142 0
49 80 -85 0
-83 105 -108 0
-69 -118 140 0
98 100 112 0
18 52 106 0
23 80 -95 0
32 106 125 0
-12 24 -114 0
47 -100 -128 0
-24 -134 147 0
-28 35 69 0
18 28 139 0
31 -41 81 0
-14 24 74 0
-28 51 -125 0
38 -89 -117 0
113 121 133 0
-81 136 -148 0
15 -60 -71 0
31 -85 130 0
-5 -46 -98 0
32 73 -102 0
-3 46 147 0
5 -59 125 0
-39 -70 135 0
45 77 -148 0
61 87 130 0
68 -118 -121 0
-50 64 86 0
-72 -83 105 0
-8 14 -36 0
-101 -114 -148 0
-35 55 -111 0
-42 -47 -50 0
-68 -80 -88 0
2 -5 117 0
91 -122 142 0
-11 84 -117 0
42 -44 67 0
-21 74 -113 0
-20 -94 134 0
-35 44 150 0
-7 42 75 0
-58 63 -103 0
50 -135 147 0
35 78 117 0
-5 120 -129 0
47 55 -97 0
4 58 61 0
-40 -82 -106 0
-20 45 83 0
-17 82 -114 0
-59 68 107 0
-52 -104 137 0
15 -31 -120 0
47 137 -146 0
39 138 -139 0
-4 51 -70 0
69 -111 -116 0
31 -74 116 0
-49 -83 100 0
55 61 -93 0
-18 22 137 0
51 -63 -87 0
17 40 118 0
75 -82 89 0
55 117 -135 0
-56 83 -136 0
-44 68 116 0
25 44 -57 0
53 128 -131 0
-96 98 -120 0
-46 91 103 0
34 100 129 0
33 55 81 0
42 -61 146 0
-27 -40 -103 0
16 -42 -89 0
-8 -89 -111 0
-14 -24 91 0
-60 -63 -136 0
26 -119 -126 0
4 38 -50 0
1 -38 63 0
-10 14 43 0
30 41 104 0
75 112 122 0
-29 47 79 0
-72 93 -119 0
44 51 -64 0
16 -104 -116 0
16 -24 67 0
38 82 -143 0
-7 62 129 0
-29 -47 125 0
17 85 -130 0
-16 140 -144 0
26 -44 -102 0
7 21 144 0
-52 82 107 0
10 -85 -135 0
55 -60 -103 0
23 76 -96 0
10 88 142 0
104 -134 140 0
-65 105 -140 0
-31 37 79 0
-97 -109 -148 0
-3 -35 -43 0
-7 67 90 0
-20 29 106 0
-39 -108 -128 0
-16 -41 -121 0
-39 -121 -128 0
21 -44 149 0
28 52 137 0
8 60 -97 0
10 -15 -125 0
-18 19 50 0
40 50 110 0
61 103 -135 0
