p cnf 150 810
19 40 63 0
12 57 143 0
-3 42 -136 0
-12 -102 -121 0
21 102 -123 0
-72 -99 136 0
76 -77 106 0
-46 86 -142 0
-8 51 111 0
46 -100 146 0
53 63 112 0
-7 -13 94 0
46 60 -111 0
-2 52 149 0
54 61 109 0
78 -124 149 0
-3 119 145 0
3 8 -137 0
97 114 -118 0
-74 87 -148 0
-103 135 -139 0
54 79 -122 0
-61 70 -71 0
84 108 113 0
-1 24 149 0
-12 49 -139 0
17 -75 -124 0
12 127 -147 0
-19 50 -123 0
-29 -118 -146 0
-46 88 -136 0
-82 -124 133 0
-105 139 -147 0
33 138 139 0
58 -101 146 0
-37 -44 48 0
-38 -57 116 0
-18 -75 91 0
25 118 144 0
51 72 -150 0
2 3 133 0
-2 -12 41 0
-33 72 -109 0
8 -102 -108 0
16 124 144 0
1 -15 52 0
4 112 -118 0
-34 -75 -82 0
-36 75 -106 0
-33 -96 -97 0
-6 66 -89 0
44 67 -105 0
29 -72 -125 0
-47 79 127 0
-36 -139 -144 0
52 99 -106 0
-5 61 85 0
30 54 71 0
81 129 148 0
38 -65 -114 0
21 50 -79 0
69 85 147 0
6 -40 -59 0
-57 65 -103 0
140 147 -149 0
19 -45 75 0
11 -115 116 0
-15 -28 -47 0
-99 123 145 0
1 98 -115 0
10 -34 115 0
5 -130 136 0
-5 9 -46 0
78 127 -133 0
-38 101 -117 0
-22 -75 131 0
27 -60 96 0
56 -69 -75 0
-30 36 128 0
-64 -110 -129 0
1 -63 139 0
-22 -102 127 0
47 -52 -71 0
-43 -108 -140 0
79 111 -124 0
16 38 -127 0
8 12 -45 0
-42 110 128 0
5 78 150 0
-82 -107 -149 0
3 -93 -136 0
28 38 -90 0
8 72 83 0
-17 126 142 0
-61 108 -132 0
13 66 -122 0
7 48 119 0
-32 -75 105 0
-10 40 126 0
14 -57 -138 0
-39 -106 108 0
-5 -102 114 0
-13 -21 28 0
-22 -72 97 0
23 30 -50 0
-63 -135 -141 0
36 46 -137 0
-70 113 130 0
-4 56 85 0
22 59 -88 0
-2 35 93 0
-141 -142 -150 0
72 88 -133 0
59 75 136 0
-71 128 -130 0
106 110 -118 0
-28 -40 -55 0
-1 25 -68 0
37 55 124 0
17 -90 -107 0
5 -51 -74 0
57 76 -90 0
15 -32 -131 0
-33 56 103 0
-67 110 -130 0
-68 74 -105 0
-29 -47 -76 0
-5 16 127 0
-56 73 106 0
90 112 -131 0
-45 85 115 0
3 -18 -50 0
66 79 113 0
76 132 145 0
-78 -92 -140 0
85 -89 104 0
7 40 -96 0
31 40 93 0
-56 -67 -122 0
43 -79 -100 0
3 53 -132 0
-23 -24 -52 0
-62 93 -124 0
13 -96 130 0
-84 104 -128 0
-89 114 -115 0
-17 60 -68 0
-9 76 -93 0
93 104 138 0
-2 30 -73 0
71 -112 114 0
-58 105 -137 0
-10 28 59 0
-20 -30 -79 0
-50 113 -116 0
-4 -85 126 0
30 91 -131 0
-1 39 126 0
86 -90 112 0
-63 -74 132 0
-36 -129 146 0
65 -75 -115 0
-65 124 -140 0
16 -62 -102 0
6 -44 -73 0
49 -55 145 0
90 -114 121 0
11 44 127 0
-100 113 -143 0
-60 107 -133 0
-8 -40 136 0
-121 -135 140 0
-35 95 102 0
-122 -127 -147 0
-43 -66 111 0
-10 47 -144 0
-2 -8 -52 0
-26 -38 40 0
111 -138 143 0
11 -51 104 0
59 -63 89 0
-39 -64 -143 0
13 -33 132 0
-4 -68 -95 0
15 95 150 0
-18 -72 76 0
72 -77 81 0
-64 -79 -119 0
24 48 69 0
33 -48 -111 0
44 51 -139 0
-23 -73 97 0
-49 -62 -124 0
24 -87 98 0
-5 42 -54 0
-31 -87 122 0
49 -85 -101 0
-15 -28 -34 0
57 -91 -102 0
86 -113 -137 0
-80 -82 101 0
-91 103 -148 0
-33 71 -91 0
-104 -125 -139 0
34 73 104 0
-7 -138 144 0
93 -114 132 0
120 138 -140 0
13 73 94 0
-73 110 141 0
-62 -89 -110 0
34 74 146 0
-7 44 104 0
3 -18 -136 0
-3 -10 103 0
-5 -88 120 0
8 -23 76 0
-130 141 -146 0
-71 -88 -134 0
16 -17 -44 0
69 112 115 0
10 67 -134 0
-12 -65 70 0
60 -66 77 0
68 77 127 0
7 -103 124 0
15 -27 -95 0
10 -107 -141 0
-7 12 105 0
-5 -54 -75 0
-59 -68 123 0
-34 51 105 0
13 -33 -131 0
1 -65 78 0
-14 -52 146 0
-17 20 133 0
2 127 144 0
-32 57 105 0
-29 30 74 0
-46 59 -106 0
-20 130 143 0
23 118 121 0
18 -100 -139 0
-116 -124 136 0
56 -84 142 0
-35 42 103 0
-10 65 123 0
-87 126 -144 0
-25 -49 68 0
-4 -24 72 0
-57 88 137 0
-2 -62 145 0
25 -28 130 0
-11 -36 82 0
-2 -33 70 0
7 14 33 0
-39 -119 -139 0
58 -60 -101 0
-5 -54 146 0
2 3 -142 0
27 -65 83 0
-10 19 -116 0
-20 30 107 0
38 -83 99 0
26 -71 -147 0
25 124 149 0
41 65 -76 0
-12 -24 139 0
34 -84 123 0
81 85 127 0
38 -117 131 0
-9 109 -127 0
68 73 -88 0
1 -32 -131 0
10 47 108 0
41 -59 -86 0
-50 111 113 0
31 -56 149 0
29 61 132 0
1 44 -117 0
-28 50 -58 0
34 -46 127 0
-2 8 -30 0
-62 -110 119 0
12 80 -123 0
23 25 117 0
96 -112 128 0
15 -56 -70 0
5 10 -143 0
28 -95 -120 0
24 -27 56 0
14 -93 98 0
-36 -78 -84 0
51 57 65 0
32 33 75 0
64 -133 -146 0
-16 36 -118 0
67 135 137 0
