p cnf 100 600
-31 64 -86 0
-44 -50 89 0
-3 92 -98 0
-4 -36 68 0
-8 -14 -68 0
-28 91 92 0
-9 -17 60 0
-6 20 51 0
23 26 51 0
-3 33 83 0
15 -34 62 0
-50 -90 -97 0
31 98 -100 0
-47 -48 79 0
7 -18 24 0
40 -45 88 0
-43 83 93 0
10 14 59 0
36 -42 -54 0
8 48 -58 0
10 45 -86 0
-65 -81 97 0
12 50 -70 0
-11 -29 -90 0
30 -42 43 0
-29 -47 -90 0
-6 -8 -79 0
52 65 -81 0
-59 -77 -91 0
-3 -5 42 0
-16 -41 -91 0
-12 58 82 0
15 35 -66 0
-21 32 96 0
35 -64 73 0
27 44 48 0
-8 96 99 0
13 -32 68 0
21 -30 -100 0
24 54 -61 0
-18 -49 51 0
27 -33 -75 0
21 -23 56 0
-15 43 -52 0
-7 9 -61 0
-11 54 -86 0
-30 -63 97 0
-10 38 68 0
-16 -74 -85 0
19 -24 -66 0
31 42 -62 0
-41 66 70 0
42 61 -94 0
-20 -72 91 0
23 64 -71 0
-37 -50 81 0
12 -62 -76 0
-6 55 -99 0
16 28 -68 0
35 72 -96 0
65 86 98 0
-5 24 -85 0
30 31 -50 0
-1 -4 60 0
32 70 -80 0
-7 12 -97 0
-56 -60 77 0
-7 11 -80 0
-6 -44 78 0
-40 -66 -93 0
-21 61 -65 0
8 -29 -80 0
-6 -7 94 0
-1 23 38 0
-37 -59 -70 0
-21 -51 93 0
-40 73 92 0
-5 27 -97 0
-14 -61 -72 0
-16 -32 -55 0
35 39 54 0
-31 73 80 0
18 20 59 0
32 37 66 0
-17 40 59 0
17 -60 65 0
-9 76 96 0
-58 -73 -80 0
-5 -18 -96 0
-34 69 72 0
65 68 77 0
-5 -56 66 0
11 -49 -90 0
-5 9 29 0
-10 40 81 0
19 -36 -75 0
9 -69 -76 0
8 -10 -56 0
6 54 -90 0
-9 -33 43 0
16 -26 31 0
2 -28 -73 0
2 17 54 0
18 34 78 0
16 28 -76 0
14 -16 -19 0
14 82 -86 0
30 70 97 0
-50 51 -76 0
59 -67 -83 0
-30 -77 -87 0
2 41 82 0
28 48 -70 0
23 -40 97 0
-27 82 93 0
-46 -55 -97 0
-26 -69 -95 0
-25 56 77 0
23 -42 -94 0
-25 39 -95 0
16 -26 -40 0
-13 62 66 0
-8 -17 82 0
-78 -82 90 0
33 -73 -86 0
-56 -78 -87 0
-48 52 -72 0
-25 -48 51 0
52 -71 -72 0
-19 -32 -57 0
74 -79 89 0
21 -28 -61 0
-6 -23 -38 0
-33 63 -76 0
37 -72 -87 0
-43 -46 -55 0
-15 -59 -80 0
-14 88 92 0
34 -66 73 0
-1 -39 -57 0
15 -63 -82 0
25 -72 99 0
16 -60 94 0
-3 22 97 0
9 -39 -78 0
-5 71 -85 0
61 78 100 0
-54 82 94 0
-23 -68 -87 0
-7 36 -86 0
22 -54 81 0
-44 57 -85 0
-54 82 -84 0
-22 -47 -53 0
4 -33 -63 0
-3 44 -58 0
-48 69 -94 0
-5 -12 -19 0
-28 -64 79 0
46 55 80 0
1 -23 73 0
4 -48 86 0
46 50 -54 0
-15 41 77 0
36 80 90 0
41 51 70 0
6 42 73 0
76 -84 -86 0
-16 -36 46 0
10 -14 -40 0
65 -87 -88 0
20 -25 -68 0
