p cnf 100 480
44 -48 51 0
-12 33 -63 0
-19 -87 -96 0
-11 -32 -94 0
-25 -70 87 0
-3 -41 88 0
17 19 -68 0
27 -75 90 0
54 -63 66 0
8 45 88 0
-16 -41 67 0
-22 30 64 0
-13 -43 86 0
5 10 47 0
-6 -65 -92 0
-15 -47 52 0
39 -52 -77 0
-35 48 51 0
-24 65 95 0
-43 -45 100 0
46 -91 -94 0
6 -10 -28 0
-39 65 95 0
73 82 99 0
-44 -59 94 0
-9 -26 43 0
-14 65 -79 0
73 -84 99 0
49 -63 82 0
-64 -85 -89 0
65 76 -95 0
-26 27 41 0
-37 -43 74 0
-12 95 -100 0
28 -61 79 0
-45 -68 74 0
3 -63 -73 0
34 52 57 0
6 -15 -17 0
44 -80 -91 0
-27 44 92 0
28 31 43 0
-5 -61 65 0
-3 39 -62 0
-4 -22 -89 0
20 -23 52 0
5 32 72 0
-6 45 86 0
85 -86 90 0
-6 -11 -16 0
-79 -82 -95 0
-13 88 98 0
10 -79 92 0
-38 -77 -95 0
14 -53 71 0
6 31 53 0
-27 -56 -68 0
3 -21 61 0
-20 -29 -61 0
7 -26 69 0
31 -53 92 0
-3 4 -83 0
13 22 -85 0
-11 -63 -69 0
62 -67 -82 0
-33 39 -99 0
-1 61 77 0
26 -80 -85 0
-32 -57 -97 0
33 45 -74 0
21 50 52 0
10 -25 77 0
3 -59 96 0
29 74 100 0
-78 88 -96 0
34 44 -55 0
-15 48 89 0
-13 -62 -97 0
-55 -66 -76 0
-29 -39 -66 0
-8 -26 -39 0
47 48 94 0
13 -23 -84 0
43 45 81 0
3 45 -74 0
31 -40 -50 0
44 49 50 0
-22 -50 -90 0
-13 14 -16 0
14 50 89 0
49 -78 90 0
-40 -56 88 0
-2 -6 84 0
-23 74 -93 0
-76 -84 92 0
-9 -83 91 0
-56 -71 74 0
-59 -60 -88 0
36 -57 58 0
20 -38 71 0
-16 59 90 0
5 -50 -83 0
-31 -34 36 0
-7 -20 48 0
17 45 100 0
12 -75 93 0
-19 -27 -48 0
39 -83 -91 0
-27 45 -92 0
-33 43 83 0
21 35 -84 0
-20 -34 97 0
23 40 -58 0
7 18 67 0
-21 -39 -84 0
-12 -42 -55 0
8 39 -96 0
-61 67 100 0
-68 -83 -91 0
23 28 32 0
-47 49 84 0
43 59 67 0
6 -31 -45 0
49 62 75 0
-41 57 -81 0
16 72 -78 0
-18 34 46 0
-69 -77 100 0
-65 -72 -80 0
-16 36 -74 0
41 -44 -61 0
-39 86 88 0
-21 24 42 0
60 73 -83 0
30 47 -61 0
-15 19 -80 0
9 28 -55 0
-31 69 -94 0
36 59 77 0
27 -68 84 0
1 -3 -84 0
-17 -53 61 0
-37 53 55 0
-35 -44 -73 0
11 47 88 0
7 27 32 0
-33 -42 93 0
-54 61 -71 0
30 -71 97 0
3 7 66 0
-64 -78 -98 0
7 -42 72 0
2 -37 -86 0
-8 -19 -80 0
12 -53 57 0
-38 -44 51 0
10 -51 96 0
-37 40 -74 0
59 87 90 0
18 31 -78 0
-10 -25 -41 0
28 -94 -98 0
-7 -51 -89 0
59 68 -86 0
1 -26 -98 0
-61 -69 -79 0
-6 -15 -69 0
-6 -32 -71 0
-26 -83 84 0
-6 -49 86 0
55 -68 100 0
-9 37 70 0
-51 57 -60 0
64 -81 -98 0
2 -86 -100 0
-22 35 100 0
