p cnf 100 380
63 -75 -99 0
16 28 54 0
-49 65 91 0
6 39 45 0
-10 -30 -95 0
-4 57 63 0
59 84 96 0
65 82 90 0
32 -34 88 0
-41 -81 -89 0
-20 81 -92 0
-13 -53 86 0
-11 30 -86 0
33 64 86 0
-4 -71 -82 0
-61 68 -80 0
9 -76 -88 0
-65 68 -69 0
19 -68 -91 0
-1 -24 -33 0
46 -72 91 0
44 -47 61 0
6 -42 -64 0
12 -46 -55 0
-43 72 -95 0
-43 52 -72 0
-7 -17 97 0
-36 -66 98 0
-10 27 -94 0
60 86 -88 0
-28 -47 49 0
-21 -35 -45 0
30 -44 58 0
-17 25 28 0
-16 51 -100 0
34 -40 -45 0
17 23 -43 0
-46 79 -99 0
58 -83 -93 0
-26 -54 -95 0
10 -94 98 0
59 88 -94 0
1 -89 94 0
1 -22 -82 0
8 90 94 0
-6 -9 92 0
10 13 92 0
-38 59 -82 0
-42 63 -70 0
14 19 78 0
-7 -14 86 0
23 -83 94 0
6 19 99 0
52 57 81 0
-14 -35 -98 0
-15 -49 82 0
-51 -57 -81 0
-15 -55 56 0
-4 -18 72 0
14 50 65 0
37 -72 -90 0
7 -32 -99 0
9 -26 99 0
13 22 75 0
11 -29 -70 0
82 84 98 0
4 -73 84 0
-1 4 -45 0
14 -38 85 0
6 73 -94 0
35 84 88 0
-22 23 55 0
-77 84 -94 0
33 34 -74 0
-52 -68 -97 0
31 -52 84 0
9 -51 -99 0
-16 -63 78 0
-32 -83 88 0
40 -51 -82 0
41 -56 -73 0
11 29 -49 0
-1 -37 -97 0
33 -59 -67 0
36 77 -98 0
-10 81 87 0
-27 40 43 0
21 28 -77 0
19 -29 63 0
25 -61 -85 0
-43 -53 -87 0
-22 -39 94 0
-2 4 -97 0
22 -27 73 0
44 56 62 0
-4 10 -99 0
-41 70 -98 0
15 -68 -83 0
19 52 -94 0
-43 48 -70 0
7 56 65 0
25 35 41 0
53 -57 -62 0
19 43 62 0
5 32 68 0
-55 -81 93 0
-4 8 -53 0
-28 -49 -75 0
19 66 -79 0
31 40 -57 0
-7 -20 63 0
55 -66 98 0
35 54 -98 0
28 70 89 0
6 -26 42 0
2 -17 51 0
9 -31 -60 0
-53 69 -99 0
-12 -75 79 0
-34 39 -57 0
38 -93 95 0
-61 -71 -81 0
-6 29 -53 0
1 33 -51 0
-26 -32 55 0
-15 -24 -70 0
14 -45 100 0
-9 92 -94 0
-2 15 79 0
-57 -88 -94 0
26 -31 35 0
14 29 48 0
-21 -70 -81 0
32 39 74 0
12 -47 -73 0
24 -71 -77 0
-15 -27 -63 0
-65 -72 -79 0
3 15 -23 0
24 38 43 0
-27 38 80 0
-35 -70 80 0
-33 71 -93 0
47 56 98 0
1 -27 -65 0
-14 34 -88 0
19 -46 91 0
-52 56 -64 0
-1 -8 -36 0
51 57 -67 0
-13 -33 95 0
-35 -74 90 0
-32 54 -66 0
-43 -80 94 0
-17 51 60 0
1 -16 -49 0
19 -90 91 0
22 43 -63 0
33 -45 -56 0
-37 -57 88 0
44 54 64 0
-74 -78 79 0
18 65 94 0
26 -37 47 0
-8 -27 92 0
