p cnf 100 460
-2 23 -36 0
13 37 -77 0
4 -34 -92 0
-16 -40 -48 0
-21 -44 -50 0
61 -63 90 0
13 -76 96 0
15 -21 98 0
-2 76 -97 0
29 40 -82 0
-20 -65 -89 0
-31 -36 -99 0
17 29 85 0
43 73 -91 0
-40 -61 98 0
17 -64 88 0
-35 40 45 0
-20 -46 100 0
33 -36 -98 0
-15 67 -94 0
-16 34 79 0
-55 -86 -89 0
9 -30 46 0
-76 -78 97 0
-81 84 99 0
19 47 67 0
-33 -35 93 0
-18 77 84 0
-3 71 84 0
21 55 61 0
-19 26 -50 0
-17 55 -86 0
-16 -29 -85 0
28 86 100 0
17 -33 78 0
-8 35 82 0
8 -58 77 0
26 63 88 0
-1 -11 51 0
26 40 64 0
-48 90 -97 0
-30 -87 -89 0
-29 -59 -86 0
-5 -12 51 0
7 -19 -79 0
-45 77 80 0
15 44 73 0
-8 -16 38 0
32 87 88 0
39 -47 -92 0
-18 19 40 0
-33 -38 -48 0
-30 35 61 0
-3 4 65 0
10 55 -95 0
-7 8 -66 0
5 -11 94 0
26 -53 -75 0
-37 -68 98 0
-24 34 79 0
20 -47 72 0
-42 43 -64 0
-10 -34 77 0
-70 -75 -98 0
-13 38 -50 0
-33 -57 78 0
6 7 53 0
-35 54 65 0
-5 -10 69 0
29 -55 93 0
34 -39 66 0
14 29 -69 0
11 31 65 0
22 79 99 0
23 76 -77 0
27 -36 -55 0
-18 41 -43 0
-23 28 -71 0
-20 -72 76 0
-3 -5 60 0
-46 -75 87 0
76 93 99 0
-27 -67 -89 0
25 43 -82 0
14 33 -63 0
26 -33 -79 0
-7 -77 80 0
37 -47 57 0
-65 69 77 0
-56 80 -87 0
-22 75 77 0
49 -64 -90 0
31 -38 99 0
-40 63 -79 0
-1 11 94 0
48 74 75 0
-69 70 -72 0
-8 -24 89 0
1 -71 83 0
13 59 -70 0
-47 -53 -79 0
10 28 -33 0
21 -50 65 0
29 76 -95 0
8 -19 61 0
3 -60 -98 0
-45 46 -74 0
-61 -62 83 0
-55 -94 -96 0
62 84 -94 0
-28 81 -97 0
-33 76 80 0
-27 28 82 0
-83 -87 -98 0
-42 55 77 0
2 16 -35 0
26 -58 -88 0
-10 83 90 0
6 -55 -97 0
-11 55 86 0
19 -22 29 0
16 27 29 0
-30 44 77 0
49 -57 86 0
6 -66 92 0
15 43 -84 0
38 -87 88 0
18 -36 83 0
7 38 -57 0
-8 61 65 0
-26 35 -46 0
32 53 75 0
-69 -80 -88 0
-14 64 -97 0
26 -36 45 0
53 -69 99 0
1 70 88 0
28 60 65 0
-45 -62 -99 0
12 59 -95 0
-3 -36 38 0
-28 -53 96 0
21 -38 49 0
29 -59 -78 0
-51 -75 -81 0
42 86 93 0
-48 -67 96 0
2 16 65 0
-64 80 85 0
9 29 -34 0
13 46 90 0
-57 -61 -71 0
-50 66 -68 0
14 28 -61 0
29 -47 -50 0
-17 -28 -33 0
