p cnf 100 440
5 -21 52 0
-78 -91 -100 0
-47 77 -89 0
37 43 -44 0
16 -21 91 0
13 -31 -80 0
-12 -25 -93 0
9 -22 -42 0
-40 80 83 0
-17 -61 68 0
36 59 91 0
8 -41 86 0
9 72 81 0
9 26 61 0
-45 50 -60 0
23 -26 69 0
2 12 -85 0
-32 -65 79 0
-5 31 69 0
64 -74 -82 0
-20 -52 -69 0
10 24 -70 0
-16 -68 -79 0
27 -54 67 0
-36 59 72 0
-13 -27 82 0
-16 79 82 0
-22 -61 100 0
28 40 72 0
-8 12 94 0
-54 -83 90 0
-63 79 -80 0
7 -27 -43 0
-60 -90 93 0
-48 -80 -88 0
22 -27 -38 0
-43 -58 -86 0
-11 -38 87 0
-21 -79 -96 0
-15 30 65 0
5 -55 -89 0
-66 -78 -87 0
64 -66 -76 0
-28 -51 -61 0
-3 26 51 0
40 82 89 0
-73 77 -81 0
23 -86 99 0
5 17 95 0
-37 44 -94 0
-16 -54 69 0
-49 -56 93 0
9 30 -84 0
16 -43 71 0
-16 92 93 0
-8 -27 -43 0
-5 11 96 0
8 -51 72 0
-38 45 -69 0
-1 14 87 0
58 78 87 0
13 32 48 0
-31 -59 72 0
-3 21 -60 0
36 48 -56 0
55 -93 -95 0
2 -67 75 0
35 43 78 0
-6 8 62 0
-10 43 77 0
-50 -66 73 0
-27 62 -88 0
15 -20 35 0
28 58 75 0
11 -18 38 0
12 -23 -27 0
-26 -45 60 0
-37 58 93 0
8 -10 -64 0
-5 12 -45 0
-30 35 65 0
-1 -18 -64 0
-36 80 -90 0
23 -29 -83 0
55 77 91 0
-10 55 -81 0
-36 -48 -71 0
40 74 -92 0
-15 19 49 0
-32 35 -64 0
40 90 -99 0
8 50 53 0
-45 -56 -71 0
-13 -26 -92 0
-45 90 -94 0
-2 72 -89 0
36 -39 96 0
9 74 -77 0
-2 -12 23 0
22 -23 80 0
-80 -94 99 0
29 59 80 0
37 -40 61 0
34 -68 80 0
-2 -31 -72 0
42 70 -85 0
18 -20 58 0
-44 56 95 0
-27 -42 -44 0
11 24 78 0
5 77 -89 0
-16 -27 65 0
2 24 -93 0
-24 -49 96 0
11 -65 -80 0
26 -63 65 0
7 43 -76 0
43 -76 81 0
21 -48 -54 0
-14 53 99 0
40 46 72 0
44 73 -91 0
-7 31 41 0
-18 38 -40 0
-2 -40 93 0
-15 76 -89 0
-25 -67 82 0
4 47 66 0
-25 -29 48 0
5 -86 -92 0
19 -32 47 0
25 -62 78 0
-32 41 -66 0
56 -95 -98 0
56 -57 -63 0
27 -50 94 0
10 59 -85 0
66 92 95 0
41 67 98 0
-33 75 -99 0
26 57 -79 0
6 -54 66 0
50 -89 97 0
-15 -26 54 0
57 60 -69 0
10 -26 51 0
-22 -44 100 0
36 -51 -85 0
-9 -44 84 0
12 34 84 0
-16 28 -88 0
43 57 79 0
-9 29 -89 0
-6 -35 -41 0
-10 38 -76 0
29 -38 88 0
-4 6 -97 0
19 20 63 0
67 -84 -94 0
-14 75 83 0
1 89 100 0
-36 49 -87 0
-30 72 -81 0
18 -31 -56 0
19 74 80 0
-42 43 -87 0
8 14 56 0
13 71 72 0
-67 88 98 0
14 31 -83 0
22 40 -63 0
-42 -73 -91 0
-14 44 -50 0
-26 32 -84 0
14 -63 74 0
-56 66 -80 0
23 -48 77 0
13 -20 24 0
8 60 -66 0
-39 51 75 0
-23 -61 -98 0
11 -22 -84 0
73 -74 -76 0
17 34 59 0
-8 -20 39 0
13 35 72 0
49 73 -85 0
4 7 -88 0
-8 59 81 0
9 56 -75 0
56 67 77 0
57 79 87 0
15 -20 96 0
8 12 -47 0
5 75 91 0
-46 84 -94 0
43 -70 80 0
23 -32 -55 0
60 71 -91 0
7 -16 -94 0
30 34 -80 0
-4 23 40 0
14 -61 -96 0
36 60 -62 0
-20 34 75 0
-20 37 86 0
-7 84 91 0
1 -7 -56 0
3 10 25 0
17 -56 -59 0
-39 -58 82 0
-33 -42 -45 0
63 -84 88 0
27 -70 84 0
21 46 82 0
-59 62 91 0
-4 52 58 0
-23 -79 90 0
-88 -93 98 0
-73 76 83 0
-20 25 -94 0
71 74 -89 0
12 20 46 0
4 -31 -66 0
22 -37 -71 0
-28 61 67 0
-27 -37 70 0
-8 -48 -89 0
5 -33 34 0
17 -24 66 0
8 -61 62 0
50 57 65 0
-62 -70 -99 0
-4 -39 84 0
-27 -44 -69 0
-5 73 96 0
28 -44 73 0
-35 -52 -55 0
21 42 -43 0
43 49 61 0
-13 34 72 0
-49 71 -86 0
-25 -35 -90 0
-53 -58 -61 0
-2 -66 -96 0
-33 44 83 0
15 24 -56 0
7 -36 -51 0
-53 -64 96 0
5 28 -89 0
11 -23 -100 0
-73 90 98 0
-10 86 -98 0
-15 55 74 0
-65 68 -69 0
40 48 87 0
-18 44 89 0
6 22 98 0
6 -20 -98 0
-32 -34 50 0
-25 -80 95 0
16 -61 -66 0
24 29 -67 0
-51 55 -84 0
6 -76 -88 0
58 -78 79 0
25 -66 76 0
16 -89 -91 0
-38 57 -63 0
-18 -28 78 0
5 11 29 0
48 -59 70 0
1 -22 96 0
-16 37 65 0
-36 42 -90 0
-5 -43 -74 0
-17 46 -79 0
-1 -25 -58 0
8 88 -89 0
23 86 -88 0
14 68 73 0
63 -97 -98 0
25 -31 -68 0
58 70 -91 0
7 -51 -57 0
-45 69 89 0
17 -33 88 0
38 -60 -91 0
-1 29 -59 0
-1 -49 91 0
-15 81 -86 0
-9 27 60 0
-9 74 -76 0
-26 38 -76 0
-54 57 92 0
59 -67 94 0
-2 -16 60 0
-89 -94 -98 0
13 17 51 0
-55 -69 -81 0
9 -34 68 0
45 -84 -90 0
-47 -62 -78 0
52 54 84 0
-62 84 -99 0
9 24 82 0
-22 37 -61 0
-37 -53 -67 0
-16 54 -82 0
-2 12 86 0
-30 -78 -99 0
2 -48 99 0
53 -72 82 0
39 -52 89 0
-33 -49 -57 0
3 8 -17 0
-44 79 -90 0
22 27 72 0
21 -65 -70 0
11 33 78 0
8 55 -72 0
-3 48 76 0
-41 -50 -65 0
19 -62 -66 0
-1 -4 85 0
-23 61 86 0
37 59 -78 0
38 -72 -99 0
65 84 100 0
19 41 -42 0
-18 -57 97 0
6 25 -91 0
-11 33 -37 0
36 51 71 0
13 -52 86 0
-12 46 -86 0
-38 -73 -93 0
35 60 98 0
25 -81 100 0
11 45 -94 0
19 -81 85 0
-26 -67 92 0
-18 -65 81 0
15 94 99 0
-11 -20 -41 0
67 -74 -90 0
-8 60 72 0
8 9 43 0
24 -52 74 0
-23 -29 88 0
4 34 48 0
14 81 -92 0
-28 -79 -80 0
24 77 88 0
-13 -52 85 0
-37 -66 -90 0
71 78 -97 0
-3 -52 98 0
