p cnf 100 480
-12 43 -78 0
-66 -70 82 0
65 -76 -100 0
47 82 -86 0
-6 -46 68 0
-7 50 -81 0
39 53 -65 0
-43 47 -68 0
-39 57 -62 0
52 58 74 0
24 -58 83 0
-14 25 73 0
20 66 90 0
-47 53 81 0
53 -67 91 0
25 -67 -78 0
-36 -68 -95 0
14 -32 -95 0
-43 60 76 0
20 -68 -80 0
-22 27 57 0
65 -73 76 0
-21 -35 -41 0
14 25 30 0
37 41 -65 0
-13 -47 -66 0
46 63 -64 0
-16 23 72 0
6 -30 -97 0
18 50 -70 0
8 24 -38 0
9 -48 95 0
16 49 -84 0
17 -20 23 0
74 78 -85 0
-2 12 98 0
16 -43 92 0
33 90 -97 0
-1 29 -88 0
-79 -80 95 0
21 46 74 0
-7 -18 46 0
13 -43 -54 0
39 51 59 0
-1 -27 -74 0
25 87 -96 0
10 -26 39 0
14 -21 43 0
28 82 91 0
23 39 -51 0
40 63 -87 0
16 27 81 0
25 -38 -92 0
-3 -64 -74 0
-30 -59 -99 0
-30 57 -76 0
55 77 100 0
22 -37 -66 0
17 70 98 0
-4 27 96 0
-83 -86 95 0
17 62 90 0
24 -47 -81 0
18 40 -60 0
27 -75 -84 0
56 -62 -92 0
8 50 81 0
-45 68 -100 0
-27 -28 100 0
41 60 80 0
-13 -54 -65 0
-44 -90 99 0
39 77 -96 0
11 -21 37 0
-34 39 60 0
-14 57 -96 0
31 -82 -85 0
30 -59 -66 0
53 -66 -96 0
-32 -52 -100 0
8 11 -97 0
59 -93 94 0
-21 -26 -75 0
12 -48 -86 0
-31 52 -85 0
30 -50 75 0
-12 -37 68 0
-59 70 97 0
36 40 -69 0
15 -23 70 0
1 -3 -66 0
-22 -45 67 0
46 -63 -81 0
-27 -60 -99 0
39 -52 92 0
-10 -57 72 0
20 -43 -82 0
-58 -83 90 0
-1 51 92 0
-72 83 -85 0
50 -57 79 0
14 -28 -53 0
-7 26 -51 0
-21 -56 -75 0
-22 58 -92 0
36 -52 64 0
-32 -34 -47 0
-29 55 -66 0
29 -55 100 0
8 -70 -72 0
1 21 98 0
-20 63 74 0
-23 -44 52 0
-19 -67 -77 0
29 78 -86 0
11 38 -50 0
-42 -64 -78 0
-40 -78 -90 0
9 26 -72 0
-7 -37 97 0
-25 34 82 0
31 -62 83 0
-28 44 80 0
-18 -74 -77 0
65 -81 -93 0
-22 -44 -67 0
9 -41 67 0
-45 81 -97 0
17 -38 -57 0
1 34 -60 0
-8 -26 -75 0
74 -80 88 0
-20 22 -61 0
3 32 89 0
-10 -86 92 0
-63 -93 96 0
5 -20 -92 0
30 -37 65 0
