p cnf 100 320
37 -54 -81 0
-21 -27 91 0
-71 -77 -86 0
35 54 -84 0
-3 19 -39 0
-15 16 42 0
-10 37 79 0
-23 92 -95 0
-2 27 78 0
-23 -34 47 0
43 -86 99 0
-18 -26 90 0
10 -43 46 0
31 -71 91 0
-23 83 100 0
7 41 91 0
42 -61 90 0
1 12 -55 0
-55 -63 90 0
7 49 88 0
35 71 81 0
32 -62 100 0
84 -97 99 0
-23 -50 -93 0
-15 -21 50 0
-42 -50 -96 0
1 50 77 0
5 19 79 0
-31 -38 -68 0
-50 65 -73 0
-16 -60 -64 0
36 -46 85 0
4 -43 52 0
-1 12 -100 0
-34 -76 92 0
8 58 72 0
-10 -20 -78 0
-22 -65 100 0
36 -69 -70 0
22 -26 62 0
8 10 -44 0
-59 75 76 0
-18 -85 97 0
-64 68 72 0
71 90 99 0
23 -71 77 0
29 43 59 0
-22 29 80 0
-61 91 -100 0
-29 69 75 0
13 86 -91 0
25 45 -100 0
-2 79 -93 0
-22 -46 78 0
22 -27 -29 0
-74 -80 98 0
41 62 -66 0
-24 -32 35 0
11 -29 -57 0
-8 -63 66 0
-1 17 -77 0
29 39 41 0
-45 -95 97 0
-12 -63 67 0
12 41 57 0
21 29 30 0
6 70 -91 0
10 31 35 0
-21 -66 -76 0
44 72 -73 0
15 28 55 0
-20 26 35 0
-18 44 -81 0
20 69 92 0
10 14 86 0
21 75 -91 0
17 -47 -97 0
4 60 82 0
-6 40 54 0
-17 43 75 0
44 51 -87 0
62 83 -90 0
-33 51 -74 0
-41 64 72 0
3 -38 -96 0
-2 67 80 0
28 45 -65 0
3 -17 -60 0
20 26 83 0
21 41 86 0
-10 -60 74 0
-3 34 74 0
-18 -25 -83 0
-32 63 84 0
-21 -75 82 0
-5 -10 -79 0
-31 -80 82 0
-22 41 -59 0
-13 -62 -99 0
49 52 -94 0
11 33 -86 0
15 16 -54 0
38 57 -88 0
-5 -9 -33 0
33 -60 61 0
-15 -47 -92 0
-9 64 -89 0
20 56 -80 0
-26 35 -38 0
-23 74 -79 0
-1 37 99 0
-35 64 67 0
7 -35 -83 0
21 -68 99 0
-54 93 -94 0
41 -46 78 0
-3 39 -72 0
4 12 -38 0
-57 -72 75 0
34 -53 -77 0
39 67 100 0
-11 -27 -36 0
-7 34 -82 0
-3 5 -61 0
-17 57 76 0
-61 73 80 0
-64 -68 93 0
-5 -24 -100 0
-23 37 54 0
42 72 74 0
-16 17 75 0
3 19 48 0
-8 76 -88 0
1 -2 7 0
22 -55 -98 0
35 -50 58 0
13 -29 -73 0
7 11 -86 0
18 21 81 0
22 24 36 0
32 38 66 0
45 -74 84 0
33 47 -98 0
24 -55 -90 0
-21 52 54 0
-31 34 -97 0
32 81 83 0
-39 -89 97 0
-27 35 67 0
-7 -72 78 0
-17 30 36 0
10 -21 -89 0
56 -59 62 0
-5 40 57 0
20 -38 83 0
-10 -31 -38 0
-59 -71 -83 0
11 38 100 0
34 -38 -51 0
-21 32 97 0
-27 -58 -66 0
17 21 -84 0
22 71 99 0
-18 -21 -84 0
32 63 -65 0
-12 69 100 0
8 -42 75 0
-82 -90 -96 0
35 -85 100 0
2 68 -79 0
6 77 90 0
-57 94 -95 0
68 -91 93 0
19 52 -86 0
16 -80 92 0
-14 68 -89 0
-12 -22 30 0
-29 51 94 0
8 -49 -92 0
20 -73 95 0
-12 -56 -87 0
62 72 80 0
16 53 -57 0
-31 -66 -73 0
-8 -57 78 0
-22 -71 -80 0
-30 -31 69 0
39 46 -70 0
-65 -78 90 0
4 -47 83 0
14 42 -83 0
83 -85 91 0
28 -77 -86 0
-3 18 -95 0
-12 67 -70 0
-15 -21 43 0
3 -51 67 0
11 26 -34 0
9 -24 -61 0
42 -63 73 0
-21 69 -97 0
-36 -94 -96 0
-48 -91 -97 0
21 -36 94 0
11 26 46 0
-46 59 -66 0
-26 50 62 0
5 60 63 0
4 20 -65 0
25 73 82 0
-51 54 -59 0
-23 67 -96 0
8 -13 -83 0
21 -50 -98 0
3 4 -11 0
20 -44 -48 0
-6 -13 -97 0
-8 24 -92 0
-8 -48 -56 0
37 49 62 0
-45 60 98 0
18 55 -71 0
15 -50 -56 0
22 69 98 0
65 90 94 0
-20 21 75 0
19 41 79 0
-35 39 -88 0
75 86 89 0
13 -43 -47 0
-76 96 98 0
-26 31 64 0
-13 32 85 0
-26 57 -89 0
-23 -75 91 0
-8 -79 95 0
-2 48 -59 0
21 75 94 0
-35 38 99 0
45 49 51 0
13 40 -78 0
36 -46 77 0
27 37 41 0
1 43 -79 0
-45 -81 -94 0
38 74 -89 0
9 23 -58 0
17 -54 85 0
-3 -26 34 0
26 -52 -97 0
-54 60 68 0
87 -90 99 0
-34 44 -77 0
19 79 -92 0
7 -56 99 0
-12 -15 31 0
15 24 -51 0
-3 -18 78 0
-27 -43 82 0
-6 7 -62 0
55 -71 76 0
2 18 98 0
23 34 -35 0
44 -45 66 0
-17 -40 80 0
-27 70 94 0
30 84 -88 0
40 -48 51 0
7 34 81 0
-74 80 -98 0
11 30 66 0
-2 70 -76 0
32 -54 -90 0
-38 82 -100 0
-23 85 -89 0
-38 79 92 0
32 -78 -95 0
77 -92 -97 0
51 -59 -79 0
8 -37 55 0
33 -62 67 0
45 52 75 0
-3 38 -53 0
-28 -63 88 0
-2 -29 -69 0
8 -49 90 0
-7 32 64 0
27 32 83 0
12 -91 95 0
63 -86 90 0
33 50 -94 0
-47 51 66 0
10 47 58 0
5 -51 -85 0
16 69 87 0
-2 -12 -55 0
21 -36 42 0
55 -61 -100 0
-26 -61 -80 0
-28 37 86 0
6 56 75 0
-14 -82 -95 0
11 -16 -23 0
-16 30 58 0
-19 -87 -97 0
-14 27 -94 0
-14 47 84 0
-31 59 98 0
-35 -40 58 0
