p cnf 100 560
-7 -8 -88 0
-41 -54 85 0
27 44 73 0
-43 -53 -58 0
4 -53 77 0
-21 60 -90 0
32 35 43 0
-17 38 80 0
40 -41 -84 0
8 -54 91 0
18 -49 -52 0
-61 -88 -91 0
14 -27 -32 0
-21 38 -71 0
-8 -17 -34 0
7 -62 -93 0
16 62 -92 0
-41 51 -55 0
-10 56 -100 0
1 -11 94 0
-4 27 -35 0
12 -63 93 0
-1 6 -50 0
-49 68 -89 0
-30 38 -75 0
-11 -47 -76 0
2 21 -62 0
34 40 46 0
-10 -18 82 0
3 -76 -90 0
-32 59 79 0
28 29 56 0
34 48 -97 0
55 -91 99 0
55 -65 84 0
3 49 -58 0
-4 51 83 0
-13 -40 -68 0
-4 -28 50 0
43 44 -63 0
-15 44 86 0
5 81 -82 0
46 -48 -98 0
16 -58 85 0
47 -59 73 0
-23 55 62 0
-39 -61 -78 0
-7 25 -67 0
-52 76 80 0
27 30 83 0
-18 -23 -46 0
-9 47 -90 0
7 -16 -77 0
3 -49 72 0
71 -87 97 0
-41 46 -49 0
-23 78 94 0
-8 30 65 0
-25 -64 90 0
30 -63 66 0
-24 34 -64 0
-2 67 -84 0
-11 -16 -87 0
-29 52 79 0
27 -29 68 0
-37 -73 -97 0
8 12 -26 0
30 66 -87 0
50 -56 95 0
-42 -49 94 0
-2 87 -98 0
-45 -73 89 0
-30 38 90 0
-58 77 -95 0
-7 73 75 0
22 47 53 0
12 62 -81 0
46 48 -75 0
-30 36 -39 0
-76 -93 96 0
17 41 -62 0
-55 89 -94 0
36 66 -82 0
72 -74 77 0
-35 75 92 0
-33 43 50 0
-27 -58 69 0
-21 -56 84 0
-2 48 69 0
-25 27 98 0
14 -37 -70 0
7 -26 -73 0
-61 69 82 0
17 25 -50 0
-5 -64 -84 0
2 5 70 0
1 46 69 0
-24 -49 78 0
-18 23 45 0
-16 43 74 0
-43 -48 -60 0
-12 52 -62 0
12 20 22 0
1 -32 -81 0
26 -35 58 0
-8 67 -92 0
-6 77 -91 0
-31 -65 -88 0
25 -40 -41 0
16 18 -80 0
7 -13 59 0
6 63 -81 0
6 28 -52 0
6 -24 89 0
65 77 99 0
64 77 79 0
22 -32 54 0
-28 -54 -86 0
36 49 96 0
-26 39 -48 0
40 -75 -90 0
5 34 -84 0
-20 50 62 0
19 32 97 0
50 -64 99 0
-7 27 -50 0
-37 -70 -84 0
11 12 42 0
-49 67 90 0
18 39 -64 0
16 35 38 0
-3 -58 -71 0
3 8 -41 0
-31 69 -70 0
9 -44 -74 0
8 -45 -58 0
-3 11 -38 0
20 22 -80 0
-11 -29 -45 0
20 -35 72 0
29 67 -86 0
-42 -44 89 0
-27 -43 -48 0
20 21 -88 0
-44 -52 94 0
-1 -35 -64 0
-49 52 100 0
20 24 49 0
50 -85 89 0
-12 -56 63 0
-33 -47 51 0
9 -11 -12 0
-5 38 -85 0
-32 88 91 0
53 -56 -61 0
-60 89 -95 0
39 -87 95 0
9 25 -58 0
10 -31 83 0
-8 45 75 0
-48 86 -95 0
-10 42 53 0
-27 41 -92 0
-11 34 -57 0
39 -57 -68 0
26 -41 -54 0
59 85 86 0
4 29 87 0
-9 26 32 0
-20 57 -58 0
-29 42 -62 0
-55 82 98 0
-4 -32 78 0
-65 -68 80 0
21 57 71 0
-1 55 -68 0
-31 59 -64 0
-20 -80 81 0
27 -57 82 0
23 67 -77 0
31 -43 72 0
-23 -45 -84 0
13 53 94 0
-59 -90 -94 0
17 25 28 0
-12 87 95 0
30 -75 87 0
13 15 67 0
6 -25 45 0
-30 32 64 0
-6 63 64 0
-12 22 -54 0
-2 -18 66 0
-3 -22 90 0
25 80 -89 0
-35 67 -96 0
-13 41 70 0
-61 -64 73 0
42 82 -98 0
5 -19 -92 0
-23 82 91 0
-5 20 -75 0
-4 -21 -84 0
34 55 -63 0
23 -44 87 0
-34 45 47 0
-56 63 -92 0
7 -46 -74 0
