p cnf 100 320
-24 -68 -99 0
48 69 82 0
-54 -85 -93 0
18 64 -100 0
-16 98 -100 0
-44 -67 100 0
30 -40 -79 0
-27 -73 -97 0
-37 -43 88 0
16 -75 -91 0
-28 -77 -97 0
-8 59 97 0
-18 37 72 0
40 -47 -86 0
5 -9 77 0
18 35 -46 0
-30 39 96 0
-1 -27 47 0
35 41 -52 0
21 -40 74 0
3 66 -79 0
34 38 59 0
15 20 -46 0
-20 -97 -98 0
32 61 -65 0
-54 -70 86 0
8 -92 99 0
-5 -69 86 0
44 90 -98 0
-62 67 90 0
26 -27 45 0
-7 -32 -47 0
-63 91 97 0
-8 27 33 0
30 -81 -90 0
-22 24 53 0
-46 -54 55 0
8 -12 -49 0
7 54 60 0
23 -59 73 0
-45 -82 92 0
-2 -72 74 0
-5 -49 -80 0
13 -53 -63 0
-33 -44 59 0
61 -65 87 0
49 58 -94 0
22 -39 -77 0
9 25 -49 0
6 7 -21 0
-11 -25 77 0
-36 -40 83 0
37 -52 92 0
-11 50 73 0
-41 48 93 0
-12 24 -70 0
-5 -10 -52 0
46 48 71 0
16 26 -42 0
-48 58 82 0
28 59 -68 0
51 -65 66 0
-67 -87 93 0
20 27 -58 0
-41 -59 74 0
59 61 69 0
-12 84 -93 0
-51 72 -86 0
62 -67 -86 0
67 -69 -97 0
11 39 60 0
-58 67 -70 0
14 -19 -100 0
-3 19 73 0
64 -82 -93 0
21 -43 51 0
11 -32 -99 0
29 42 52 0
-12 -21 94 0
-58 -71 84 0
46 -68 -82 0
-30 43 -64 0
-17 72 98 0
6 26 -96 0
13 -71 -79 0
28 -82 -84 0
-29 69 -70 0
33 -71 -76 0
20 32 42 0
40 45 57 0
-42 -89 -91 0
8 68 -87 0
40 54 96 0
1 52 -59 0
-25 65 -70 0
18 -54 94 0
21 58 98 0
39 43 -91 0
-34 -42 -76 0
49 71 -80 0
-35 78 -79 0
6 17 -29 0
-51 -76 96 0
-12 -23 24 0
13 17 -37 0
6 -38 -69 0
-3 44 90 0
5 49 -67 0
3 86 -92 0
91 95 -97 0
22 -23 -63 0
-42 -63 -86 0
-49 75 -87 0
21 81 85 0
-14 -34 59 0
3 70 -81 0
52 -55 -78 0
-48 83 94 0
20 24 -29 0
-26 -35 -46 0
-50 -55 89 0
66 78 -90 0
16 33 -44 0
-5 67 -69 0
