p cnf 100 580
-1 -39 -97 0
-19 28 -50 0
-24 65 79 0
7 -32 65 0
-58 -68 -76 0
48 50 58 0
-20 32 -42 0
-10 48 -85 0
-16 -47 -54 0
49 52 -91 0
34 57 -69 0
-15 21 74 0
22 71 -96 0
-40 -60 -63 0
-31 -47 59 0
-29 60 -67 0
20 33 34 0
5 6 -25 0
-41 59 66 0
45 -62 -84 0
-56 72 -88 0
25 41 -85 0
-3 -55 77 0
-47 92 -97 0
-18 29 -89 0
-21 43 78 0
3 -58 -100 0
-25 31 99 0
-1 -60 -94 0
5 -68 -97 0
31 -49 87 0
-27 -29 -34 0
-2 61 89 0
77 82 -92 0
-36 -47 -51 0
3 -16 82 0
-40 -92 98 0
49 -52 -63 0
-39 -75 90 0
31 40 93 0
7 43 -70 0
79 -84 -97 0
-51 -53 -82 0
53 83 -97 0
61 92 97 0
53 -80 -100 0
46 -68 98 0
-10 23 -76 0
7 31 68 0
2 37 -85 0
-13 29 -63 0
17 33 47 0
58 -98 100 0
14 23 52 0
6 24 82 0
-18 41 95 0
-21 24 99 0
44 -78 -98 0
-44 52 -83 0
-1 35 -76 0
67 90 -96 0
23 24 -91 0
15 85 95 0
6 -41 81 0
13 -39 -74 0
-66 -69 80 0
18 27 50 0
-35 77 99 0
53 -81 -97 0
-17 -30 79 0
-4 -45 57 0
-46 65 100 0
-8 80 96 0
-19 -27 89 0
-47 62 78 0
-2 -37 53 0
40 -74 -89 0
24 -36 -100 0
-43 -50 81 0
64 -76 77 0
29 -50 -97 0
78 89 -92 0
41 -47 -81 0
20 -24 -78 0
53 -73 -97 0
-53 -78 -93 0
-23 -60 72 0
31 -54 97 0
-14 23 -27 0
52 62 92 0
-6 -9 -75 0
-15 50 -51 0
20 -32 44 0
-21 -46 -59 0
27 -31 -40 0
7 91 -94 0
45 57 -95 0
40 48 99 0
-15 -60 67 0
-2 16 -20 0
-45 -78 -79 0
-15 18 34 0
16 25 -85 0
7 -33 -34 0
-71 -73 -87 0
-28 -60 -75 0
-11 12 -69 0
-4 -25 -84 0
-5 -80 -86 0
-2 9 76 0
41 -74 78 0
6 -59 83 0
69 76 -81 0
14 68 88 0
-17 95 99 0
-7 28 43 0
-19 -66 -87 0
-48 -69 86 0
44 -57 98 0
12 70 -97 0
40 68 -79 0
10 53 75 0
-18 -71 99 0
-24 -65 83 0
24 -48 71 0
-66 -72 -88 0
-1 80 87 0
14 -45 -54 0
-6 71 -84 0
25 35 66 0
-22 -32 -67 0
-15 44 82 0
-57 -63 -77 0
-21 26 88 0
-10 23 80 0
57 64 -72 0
-45 49 -52 0
-19 -35 -53 0
14 -54 95 0
-36 38 72 0
-25 -31 -39 0
-35 56 88 0
-10 11 38 0
63 -66 -76 0
-18 79 -80 0
-24 29 78 0
25 -54 -78 0
-28 68 87 0
-67 -68 76 0
-22 78 87 0
24 -77 -93 0
-39 -49 -87 0
-18 -30 -73 0
19 29 -54 0
34 46 -95 0
-10 42 70 0
-29 64 -83 0
-3 11 62 0
61 -87 98 0
32 -68 -77 0
-6 42 60 0
40 77 90 0
-67 81 -96 0
-7 -51 57 0
-2 -4 -19 0
4 -9 90 0
27 61 76 0
11 15 41 0
3 22 82 0
23 48 89 0
20 -35 45 0
-15 -84 96 0
10 -36 -93 0
5 38 81 0
-28 48 70 0
2 -4 27 0
