p cnf 100 360
-13 -19 28 0
-18 -52 66 0
-41 77 83 0
-18 28 41 0
32 86 -100 0
-7 26 -55 0
-7 51 -54 0
8 81 -90 0
-9 -47 -52 0
37 85 -100 0
14 -73 95 0
-15 -76 100 0
20 63 87 0
-57 -58 81 0
59 -63 -97 0
25 30 60 0
-24 34 -84 0
-35 47 -73 0
-2 44 -52 0
-28 93 94 0
70 88 -94 0
4 -5 -66 0
-2 -28 -92 0
23 32 42 0
-52 73 100 0
18 40 58 0
-9 20 48 0
-76 81 100 0
-5 84 97 0
-22 -30 -81 0
66 94 -99 0
-3 52 -95 0
-5 39 68 0
-8 56 75 0
-14 -19 47 0
58 68 95 0
25 -33 -61 0
-35 73 79 0
53 76 -83 0
3 44 -85 0
-20 51 -67 0
-4 50 -52 0
-29 85 -92 0
-40 62 67 0
33 36 -79 0
64 68 76 0
69 76 91 0
26 -46 68 0
34 52 89 0
2 -46 -61 0
-29 66 72 0
-16 44 -58 0
47 51 63 0
-70 -78 -79 0
45 -52 -85 0
-25 -38 -84 0
-59 85 86 0
18 -19 52 0
3 40 71 0
-64 85 93 0
-37 74 -93 0
34 89 -99 0
13 60 -68 0
43 -44 62 0
66 92 -93 0
-29 54 55 0
10 32 73 0
51 94 95 0
-17 -18 91 0
-15 55 93 0
11 50 78 0
-34 -62 90 0
7 -22 -71 0
-61 -71 92 0
-23 30 97 0
-8 33 -66 0
5 20 -30 0
-18 30 37 0
-1 -35 83 0
-9 58 -87 0
32 -69 82 0
32 -47 -61 0
-22 -48 85 0
11 69 76 0
4 -31 63 0
36 -38 93 0
-4 14 71 0
1 4 -76 0
-11 51 68 0
53 -76 -87 0
9 40 -71 0
52 85 -93 0
-42 -84 92 0
53 76 -84 0
-4 23 43 0
-22 45 -72 0
36 61 97 0
52 -82 -94 0
-2 18 39 0
-56 77 88 0
14 -84 -93 0
-17 -27 55 0
-41 43 -78 0
21 48 89 0
-48 -97 -98 0
53 80 89 0
12 74 77 0
-20 -36 -78 0
14 31 75 0
19 28 78 0
22 56 -88 0
-7 -28 88 0
-5 12 -70 0
15 -56 -80 0
13 -33 -38 0
-10 -51 -98 0
-24 -81 99 0
39 -49 -61 0
31 43 90 0
-44 -66 -83 0
43 -45 -60 0
7 -47 84 0
9 -53 -54 0
67 68 -100 0
65 80 84 0
19 53 83 0
4 14 55 0
11 15 31 0
-86 90 95 0
-15 -18 88 0
31 54 -88 0
24 86 -93 0
28 -49 75 0
-9 28 78 0
-33 -97 -98 0
-12 20 -84 0
68 -77 -78 0
-6 -84 90 0
28 37 -55 0
55 -59 71 0
27 -42 -97 0
59 -91 99 0
9 -17 -43 0
13 20 -66 0
1 -31 -59 0
-39 -64 -69 0
23 -78 -96 0
-17 35 -41 0
40 -70 -89 0
17 -46 47 0
56 67 95 0
-46 -48 -55 0
11 16 -38 0
19 35 -45 0
6 -68 -79 0
3 42 -80 0
-21 -35 -65 0
-3 52 82 0
32 -63 95 0
6 -22 72 0
12 -29 -47 0
-30 41 48 0
13 -56 62 0
33 47 79 0
-13 -16 96 0
73 81 -99 0
-39 69 72 0
7 -43 98 0
38 -64 72 0
-4 26 86 0
5 26 -27 0
-7 65 -86 0
-37 52 -93 0
-23 -36 -85 0
-12 40 -55 0
-15 -34 -52 0
36 77 94 0
-22 29 86 0
25 35 86 0
44 -61 -63 0
-34 -37 38 0
67 89 -99 0
42 -47 62 0
-15 32 -87 0
-6 -15 47 0
-57 -92 -94 0
75 95 96 0
54 83 94 0
6 -7 -66 0
15 41 -47 0
2 82 94 0
9 57 83 0
43 -45 -79 0
-51 -55 97 0
50 67 -78 0
-25 62 100 0
33 81 99 0
-11 -20 -74 0
-30 67 96 0
-1 -48 -95 0
-5 47 48 0
43 -88 100 0
-54 -56 81 0
-62 63 95 0
-42 61 88 0
-16 45 -46 0
34 64 67 0
-49 -53 85 0
21 -43 -89 0
6 -86 -87 0
-12 45 -98 0
-5 27 70 0
-1 26 -53 0
44 64 70 0
-1 13 -54 0
-78 -79 -97 0
-3 71 73 0
-22 36 -86 0
-25 84 97 0
-4 -31 -32 0
1 -28 -81 0
-19 82 84 0
-17 37 57 0
55 69 76 0
12 -14 67 0
34 -40 91 0
35 78 -80 0
-6 17 77 0
31 38 -72 0
24 -35 96 0
74 76 87 0
-19 65 -70 0
-15 16 -53 0
-6 -11 92 0
4 30 -99 0
16 37 -65 0
10 -63 97 0
27 -75 -91 0
-16 -40 -90 0
6 33 -37 0
48 -75 80 0
-56 -58 72 0
-1 15 24 0
-30 47 -83 0
32 37 -89 0
32 -91 -99 0
20 75 79 0
-9 35 -64 0
9 -44 -48 0
1 18 33 0
19 38 -47 0
2 28 -36 0
16 25 -64 0
-22 33 -65 0
-50 60 -77 0
33 -43 -74 0
2 48 -83 0
46 -49 -97 0
-46 47 -85 0
-26 -49 94 0
5 -15 33 0
7 28 97 0
-4 12 -32 0
7 45 -54 0
33 -72 -100 0
-23 -75 98 0
7 -25 -70 0
46 -71 -99 0
15 -28 -86 0
53 84 -99 0
-60 65 -73 0
22 -45 49 0
12 -19 -99 0
23 -41 -94 0
67 -85 96 0
48 60 100 0
5 -77 82 0
54 61 -78 0
-51 56 -94 0
-24 -44 45 0
-90 91 94 0
61 -74 -77 0
8 13 90 0
-5 22 48 0
46 -81 -95 0
-3 -11 40 0
27 -64 -87 0
-23 71 -82 0
-9 -10 28 0
-28 42 93 0
10 29 47 0
-1 -75 91 0
-10 49 97 0
9 -15 68 0
-75 94 -98 0
59 -67 -91 0
-27 -69 -87 0
16 -43 -72 0
-21 -33 45 0
40 99 100 0
2 53 67 0
-24 35 91 0
21 41 68 0
12 52 -86 0
-8 22 -41 0
-80 -83 95 0
48 -57 79 0
22 27 -40 0
2 -72 -84 0
-7 -42 43 0
-50 -68 -93 0
-7 -15 17 0
-34 39 -42 0
23 -46 63 0
8 50 64 0
24 30 31 0
-13 25 -72 0
15 65 -89 0
-2 -92 -93 0
-27 78 92 0
-72 78 -95 0
-19 57 -74 0
16 -36 53 0
23 -59 -84 0
-32 -47 -79 0
4 58 -78 0
-8 15 30 0
35 38 -81 0
1 20 71 0
-16 -82 -98 0
-29 46 81 0
8 -57 74 0
19 -52 96 0
-15 37 72 0
-5 25 -46 0
14 -27 -60 0
78 90 95 0
-8 25 85 0
-43 55 -81 0
-24 52 -83 0
1 8 97 0
-4 -11 -93 0
14 -28 -61 0
24 28 -62 0
-40 -42 -79 0
-11 27 29 0
-23 48 -69 0
-31 -46 92 0
-2 -13 -39 0
-7 26 81 0
3 4 -43 0
-66 82 98 0
-34 -85 93 0
-31 46 80 0
-20 -36 -99 0
-7 41 -62 0
-4 35 -53 0
30 -69 -79 0
-33 -66 -96 0
50 -53 86 0
