p cnf 100 500
-40 -57 -67 0
-28 59 -60 0
35 55 -73 0
-49 79 -99 0
-43 84 95 0
-7 45 83 0
-6 -57 -86 0
27 40 59 0
-26 69 78 0
50 -80 88 0
11 53 64 0
1 40 -87 0
-6 -12 -35 0
-58 67 100 0
-2 12 -53 0
40 62 83 0
-46 67 91 0
44 83 -100 0
-34 -60 90 0
5 -49 -62 0
57 69 -85 0
6 10 84 0
-48 62 -72 0
-24 -43 -100 0
47 -84 97 0
2 -20 24 0
-55 -93 -94 0
28 52 80 0
39 -87 90 0
-40 47 -67 0
52 72 93 0
-7 -32 -63 0
-13 -71 80 0
47 -58 -99 0
-4 -10 72 0
-6 35 66 0
-13 44 -71 0
-18 -29 -38 0
-1 33 -55 0
-32 -40 -75 0
-40 -68 -87 0
-74 -89 92 0
-8 22 -68 0
-63 67 89 0
-3 18 85 0
-2 96 -99 0
1 -33 -41 0
-41 61 89 0
-22 -93 -97 0
-46 47 -85 0
18 46 70 0
31 -43 90 0
36 37 -96 0
40 80 -86 0
-32 -75 -94 0
24 33 -48 0
-63 -83 90 0
-15 -20 -55 0
5 61 -85 0
15 84 89 0
-24 36 -64 0
4 -29 -55 0
-9 -25 -70 0
-63 72 -99 0
-15 48 -99 0
41 -59 91 0
-16 -43 45 0
-33 40 84 0
22 37 85 0
-28 -53 -84 0
-53 -56 76 0
19 -48 53 0
26 -75 93 0
-49 -69 75 0
-6 61 -82 0
-30 67 78 0
25 -45 86 0
-68 -81 97 0
-48 53 -55 0
36 -56 -60 0
39 -88 97 0
38 41 -50 0
13 -58 -68 0
6 -64 -66 0
-25 -33 86 0
15 -22 57 0
-9 -41 -86 0
-52 70 -97 0
21 59 -67 0
-3 -9 65 0
21 -52 -55 0
-47 69 70 0
-20 -44 -73 0
9 51 -80 0
6 -43 69 0
-6 -19 -84 0
16 -69 87 0
19 -33 40 0
-29 -45 98 0
47 50 79 0
-42 53 72 0
-31 -39 61 0
35 77 -87 0
-12 48 -73 0
7 38 -80 0
6 -20 -68 0
69 81 -87 0
-27 31 87 0
4 -27 90 0
-39 80 95 0
11 24 -59 0
2 -70 -96 0
-30 40 -85 0
-61 -62 68 0
-56 -69 98 0
-29 76 78 0
-3 15 90 0
69 -86 87 0
-27 -29 -100 0
75 -81 -92 0
-20 -56 58 0
67 -68 77 0
-25 -33 -50 0
70 -74 100 0
-16 39 -78 0
-5 -17 92 0
15 -81 95 0
-2 55 -63 0
-28 58 -68 0
45 63 73 0
31 -42 -57 0
-29 -80 -91 0
-32 -85 92 0
-26 49 -55 0
7 15 88 0
2 50 -98 0
-22 -42 64 0
80 -81 -97 0
-18 -51 69 0
-4 67 91 0
-3 54 69 0
43 56 -91 0
19 -35 52 0
-5 -56 -65 0
3 31 100 0
-37 83 -89 0
15 -48 100 0
39 47 -71 0
6 -8 -63 0
5 -41 74 0
14 23 71 0
45 59 -67 0
17 32 -49 0
-34 -52 59 0
35 92 96 0
-12 -79 96 0
1 28 -44 0
-26 52 -100 0
-26 73 -79 0
10 -44 -83 0
1 44 -97 0
-35 -43 97 0
-40 -45 -76 0
12 24 -25 0
-44 57 68 0
6 7 -79 0
30 67 100 0
21 91 93 0
-53 -56 65 0
37 45 76 0
-31 33 -95 0
57 75 84 0
-15 60 87 0
17 25 48 0
46 -64 -99 0
51 -54 -81 0
35 -68 95 0
33 -42 -94 0
42 -62 89 0
-51 -52 -79 0
-14 -21 55 0
12 93 95 0
-37 59 97 0
8 59 76 0
19 -23 82 0
53 -58 60 0
34 42 62 0
51 62 -73 0
-33 -64 -78 0
23 -45 -82 0
32 69 92 0
4 58 68 0
-11 -24 -76 0
14 76 -87 0
12 41 57 0
-22 59 60 0
-69 74 -82 0
-6 -30 67 0
4 8 40 0
-13 23 -43 0
6 -15 49 0
-67 73 -90 0
12 71 78 0
-1 -52 -68 0
-35 41 55 0
27 70 -73 0
43 50 70 0
21 49 -87 0
44 60 -80 0
11 53 76 0
-52 -81 99 0
22 -27 -78 0
-39 51 -96 0
22 74 -80 0
1 22 42 0
-13 62 -74 0
22 -27 37 0
22 87 -96 0
-3 20 75 0
-63 66 -100 0
-28 -51 -96 0
54 70 -78 0
-11 -27 -65 0
38 45 87 0
-21 36 48 0
6 -61 64 0
26 35 98 0
8 46 81 0
-23 57 -61 0
-36 44 -96 0
68 83 -98 0
17 -47 -83 0
7 -34 81 0
12 37 -96 0
-20 -39 -96 0
6 10 -40 0
51 -66 72 0
-7 -19 -41 0
63 84 93 0
-15 73 -77 0
-29 43 -46 0
-73 -74 86 0
8 21 -57 0
-7 35 98 0
-2 12 48 0
31 -58 94 0
-14 16 -60 0
-59 -63 99 0
-11 38 -67 0
29 -49 -65 0
28 46 -92 0
36 -86 94 0
-38 90 96 0
5 65 82 0
35 40 82 0
67 -88 -92 0
23 -77 -86 0
-28 -45 -65 0
-5 -20 78 0
15 -41 -45 0
-17 35 -96 0
16 24 -25 0
9 -54 -84 0
-55 -57 96 0
13 32 -52 0
-57 -64 75 0
-2 89 90 0
5 60 75 0
8 -27 41 0
-23 62 -84 0
-3 47 51 0
-15 74 -83 0
4 -27 67 0
-47 -49 52 0
-30 -55 -93 0
-40 -91 95 0
-19 26 80 0
-2 65 85 0
19 59 67 0
47 84 89 0
36 76 100 0
46 53 -81 0
-5 -45 57 0
47 48 -91 0
-37 57 -98 0
-47 -74 89 0
5 -70 -92 0
-52 76 -89 0
-32 -97 -100 0
-5 32 -81 0
11 -12 -33 0
56 -64 81 0
56 -84 89 0
-5 -11 51 0
-29 35 -45 0
27 -80 -91 0
33 39 100 0
26 -49 56 0
-6 -12 -25 0
-38 -58 -72 0
24 40 -84 0
31 -41 42 0
57 86 -93 0
-68 78 -100 0
-4 -10 51 0
-36 65 -79 0
25 -95 99 0
-1 8 -22 0
-22 23 -33 0
-1 -14 -62 0
30 -38 -84 0
46 84 -97 0
19 -28 55 0
