p cnf 100 380
-2 -8 -51 0
-20 58 -87 0
69 -98 -100 0
-46 58 61 0
44 -54 76 0
-47 -95 -96 0
-50 -63 -73 0
-48 60 61 0
-21 28 31 0
15 -67 -97 0
42 66 -70 0
23 -64 66 0
7 -20 -63 0
-22 63 90 0
-31 48 80 0
14 19 48 0
-6 15 46 0
21 -32 96 0
-8 48 -80 0
-7 -70 -93 0
61 80 -87 0
27 -34 -85 0
22 -58 79 0
10 -86 -91 0
4 30 34 0
17 40 95 0
15 54 89 0
30 -49 -76 0
-38 -47 95 0
-11 -26 -41 0
-25 30 -57 0
-17 53 61 0
4 -27 40 0
-30 -49 -61 0
-9 70 79 0
22 90 95 0
18 -78 84 0
29 33 71 0
64 -77 -84 0
24 31 -67 0
-9 10 -65 0
-6 10 -69 0
-8 -41 71 0
65 85 97 0
-2 -3 25 0
22 60 -70 0
32 -48 51 0
63 67 76 0
27 -53 -82 0
-4 66 -78 0
1 -19 22 0
12 54 74 0
-28 38 54 0
2 -14 -72 0
10 98 -99 0
-17 -22 -89 0
25 37 -46 0
47 -59 78 0
21 51 81 0
4 23 -47 0
39 -44 54 0
-11 -49 75 0
27 -34 -38 0
-49 -64 80 0
-21 47 58 0
10 -11 -98 0
-49 -94 100 0
-8 -28 -47 0
5 -6 43 0
-55 56 58 0
38 48 -65 0
-4 51 81 0
-30 -44 -54 0
-12 18 49 0
-62 -65 -91 0
-3 -31 -65 0
-17 -33 -78 0
18 -92 99 0
12 -41 -82 0
20 73 -89 0
17 -68 91 0
-5 -66 -91 0
25 79 -97 0
-14 53 75 0
-35 -36 66 0
31 42 83 0
11 -75 91 0
61 92 -100 0
-2 -70 -90 0
14 -46 -84 0
45 -64 -98 0
-8 -78 80 0
37 73 79 0
26 -38 69 0
22 36 97 0
70 77 85 0
13 -54 -68 0
19 -48 74 0
24 -92 -95 0
6 -26 54 0
72 78 -96 0
7 15 -98 0
3 10 56 0
-32 -97 99 0
6 -87 -89 0
-58 -78 85 0
35 83 -95 0
12 -41 -99 0
-50 -86 -99 0
-53 -72 -81 0
32 47 75 0
11 -28 100 0
31 -72 87 0
32 -54 94 0
-24 -75 -98 0
-16 46 50 0
3 34 -50 0
-56 75 -97 0
-19 -27 -48 0
6 -58 -73 0
10 -54 -71 0
33 42 -87 0
-12 52 61 0
28 -37 -75 0
25 74 98 0
23 29 95 0
14 43 96 0
4 -14 74 0
55 -59 -65 0
-19 -69 91 0
78 -83 -99 0
12 39 78 0
-10 41 -43 0
1 47 77 0
40 -62 -70 0
28 38 45 0
-1 -35 84 0
9 80 -88 0
67 -73 -74 0
-28 53 89 0
-31 -85 -93 0
74 -75 100 0
22 -80 82 0
31 70 74 0
27 -39 -97 0
10 -17 89 0
9 15 -39 0
13 48 -68 0
-4 16 -20 0
-10 -36 -40 0
14 -86 -87 0
