p cnf 100 460
10 52 78 0
-12 18 -79 0
56 81 -97 0
-6 58 66 0
-76 -83 92 0
5 -12 -24 0
1 -4 -62 0
-28 68 85 0
-42 72 -74 0
-36 64 86 0
-41 -84 98 0
-5 9 -75 0
-39 -64 76 0
-80 91 96 0
5 -80 89 0
-24 55 67 0
-5 34 81 0
-17 -58 62 0
-40 -54 71 0
39 51 65 0
7 21 31 0
1 -10 -99 0
4 -48 82 0
-12 -19 67 0
9 -83 -90 0
-21 -49 -66 0
3 -66 71 0
-9 79 95 0
-63 66 74 0
2 81 -97 0
-27 42 68 0
-32 -84 -88 0
-35 -46 77 0
-19 59 69 0
39 44 71 0
11 -35 95 0
-2 34 -47 0
12 32 -42 0
-13 48 50 0
49 66 -87 0
-6 59 84 0
-6 26 -37 0
-67 -85 98 0
-61 -81 84 0
40 50 55 0
24 -35 77 0
29 70 -83 0
-17 32 -44 0
30 -50 55 0
-1 84 -88 0
-21 -40 62 0
-9 15 -94 0
-6 52 67 0
-15 -69 94 0
20 86 -89 0
-61 80 -87 0
-24 -86 87 0
-17 34 68 0
-37 -56 -70 0
-27 37 64 0
4 33 92 0
-1 -92 -100 0
33 -89 -90 0
-27 -83 89 0
-31 -65 -66 0
29 36 -57 0
51 -84 100 0
-1 -58 70 0
-15 -33 79 0
59 -63 83 0
22 -54 70 0
43 -52 91 0
-6 -17 23 0
47 -85 -97 0
24 30 82 0
-25 -71 -78 0
-21 -25 -43 0
-45 50 -51 0
-12 30 -69 0
8 16 29 0
-24 74 -84 0
-6 52 73 0
-39 63 69 0
-21 27 95 0
16 -49 -54 0
5 7 100 0
-19 -63 -72 0
-32 -47 -76 0
-16 19 -78 0
1 14 30 0
-8 -38 78 0
61 72 -98 0
-3 27 62 0
13 -34 -86 0
12 -34 52 0
52 -92 93 0
47 -63 -99 0
1 14 94 0
4 -16 99 0
42 64 86 0
14 49 -90 0
3 -11 51 0
5 37 -97 0
22 77 -87 0
29 50 -87 0
25 -31 37 0
-6 36 46 0
51 -52 89 0
-33 -80 -90 0
-69 91 -98 0
-34 -77 89 0
-19 72 -85 0
34 49 61 0
-12 52 -84 0
-20 32 54 0
36 -65 -90 0
-68 90 96 0
-89 -91 96 0
41 -65 94 0
21 35 -82 0
39 -46 50 0
34 85 88 0
-15 56 58 0
23 39 83 0
7 51 69 0
-3 37 48 0
-4 -28 -65 0
44 -56 80 0
-12 54 59 0
76 93 98 0
-25 -31 -76 0
-36 76 -80 0
70 74 -85 0
78 -80 100 0
-45 59 -72 0
64 -85 99 0
1 -10 -21 0
-46 73 -91 0
-12 -54 -91 0
40 90 94 0
8 -36 -75 0
-17 -70 -76 0
-22 47 60 0
11 59 84 0
45 -74 -96 0
6 -72 -90 0
22 -32 67 0
18 -86 -90 0
24 38 99 0
3 5 -58 0
25 38 -64 0
14 -16 100 0
23 53 -59 0
-11 -32 -79 0
33 34 35 0
58 64 -96 0
-42 -56 -84 0
-1 -43 45 0
-51 68 93 0
-27 41 -69 0
5 16 96 0
-15 -37 -54 0
38 44 -92 0
-7 -25 -28 0
12 36 -64 0
44 -77 93 0
12 -15 -64 0
-10 -31 -97 0
45 -72 75 0
7 -21 -55 0
-18 -90 94 0
-54 -62 -97 0
-4 54 -73 0
-39 -76 -93 0
21 -46 80 0
71 -76 94 0
-54 -55 -67 0
49 -55 -88 0
12 28 -82 0
2 79 -89 0
21 -47 -71 0
5 21 75 0
-23 -31 -52 0
-1 18 -74 0
48 -66 -83 0
-55 -66 96 0
-73 -78 89 0
-17 -23 -24 0
42 -47 69 0
-33 -81 -86 0
-56 79 94 0
28 60 67 0
-19 -48 50 0
39 -51 100 0
4 25 -37 0
29 38 -53 0
-11 -52 -86 0
5 23 46 0
53 54 74 0
-41 79 100 0
51 -91 95 0
-4 13 35 0
20 -60 -63 0
5 -24 92 0
65 -77 99 0
58 73 77 0
-3 -16 30 0
-43 -67 -100 0
42 65 84 0
-3 -14 -55 0
-62 75 -96 0
-57 -66 -81 0
32 -35 71 0
-6 -73 95 0
-7 -56 79 0
-23 62 -84 0
42 63 -80 0
37 -83 -100 0
18 -51 -88 0
71 78 79 0
14 26 64 0
23 -54 -87 0
19 -37 -98 0
1 -28 77 0
2 -7 -78 0
9 14 -46 0
-42 47 96 0
-5 -34 -43 0
10 -27 90 0
43 51 83 0
-24 68 76 0
36 37 75 0
21 31 40 0
12 47 -60 0
45 -54 78 0
-5 6 31 0
7 -12 -23 0
-2 -11 -92 0
-30 40 -82 0
66 88 -90 0
21 -57 -82 0
-13 34 -78 0
18 -42 45 0
-2 -16 -91 0
-5 -93 -96 0
35 -59 92 0
-33 56 -100 0
70 71 100 0
8 -51 66 0
45 -58 69 0
-15 -35 92 0
-9 13 -82 0
-35 -41 76 0
-73 -79 92 0
-14 -61 -80 0
27 -40 -80 0
51 67 93 0
-39 -84 -99 0
-3 -53 74 0
-8 65 -96 0
-28 67 -84 0
1 41 -95 0
25 -77 79 0
-1 67 -89 0
6 -48 76 0
2 -56 99 0
-20 -68 -77 0
-1 -83 -91 0
18 21 57 0
27 -67 89 0
49 -56 86 0
-6 19 -37 0
-8 -71 -75 0
49 -80 85 0
7 -26 53 0
-37 66 -78 0
-8 -49 -71 0
-34 62 -69 0
-69 93 -100 0
-53 -63 67 0
-26 -30 86 0
-22 -30 79 0
-27 31 58 0
-73 -87 -88 0
77 -89 93 0
-25 38 -79 0
-32 90 99 0
-32 -59 85 0
-7 18 -24 0
43 44 -81 0
10 -64 -98 0
20 -23 90 0
2 -47 86 0
24 -59 97 0
-2 -35 -94 0
3 30 -76 0
-33 50 -59 0
15 -16 36 0
23 34 47 0
13 17 71 0
14 38 -56 0
-54 -78 83 0
13 27 41 0
-25 -45 77 0
-4 -16 -25 0
-71 -77 82 0
-33 -84 99 0
-33 -51 -66 0
9 -22 -38 0
-8 54 -79 0
7 -10 -73 0
20 -40 -60 0
-12 34 -76 0
-24 51 73 0
31 38 -87 0
5 54 64 0
-50 96 100 0
-5 -66 -83 0
31 -37 -52 0
-20 25 80 0
-5 23 90 0
5 51 71 0
-2 54 57 0
-2 -34 -66 0
12 -14 63 0
-13 48 93 0
-34 -65 96 0
85 94 100 0
-83 84 98 0
-7 56 80 0
2 -52 -95 0
31 -36 98 0
-5 15 80 0
-9 29 -33 0
2 14 -30 0
1 13 -96 0
44 -66 -67 0
-4 -28 -87 0
4 -26 -47 0
7 11 -41 0
28 -79 -92 0
3 82 83 0
-11 -50 63 0
23 65 -85 0
-52 -96 -99 0
-10 57 -90 0
-15 -32 -87 0
50 -78 -82 0
11 29 56 0
62 64 -78 0
-33 76 -82 0
32 47 -93 0
14 48 -81 0
32 57 -61 0
49 61 97 0
-17 -28 65 0
18 -25 -42 0
-8 22 29 0
-4 -33 -50 0
-9 -29 69 0
-5 -17 -60 0
12 -18 91 0
9 30 60 0
-12 21 81 0
4 -74 81 0
6 15 -74 0
26 -59 71 0
24 -79 93 0
43 -48 -73 0
-14 -36 69 0
73 -74 -83 0
37 61 -69 0
39 -55 61 0
49 -53 65 0
-50 87 90 0
14 -23 -83 0
16 -31 64 0
45 95 -97 0
4 61 -95 0
-48 -54 -87 0
-9 27 -67 0
-3 -17 -100 0
37 40 56 0
26 68 -96 0
1 -57 82 0
35 39 84 0
-2 44 62 0
8 -36 -94 0
-20 -70 -73 0
-60 80 89 0
50 71 94 0
44 -53 79 0
50 52 -93 0
11 -20 -42 0
-11 50 -100 0
-29 -51 -57 0
-5 66 -68 0
48 71 87 0
-29 74 -96 0
39 57 -61 0
51 -66 69 0
8 24 80 0
11 36 63 0
64 73 76 0
-21 -62 -76 0
-13 34 48 0
34 39 43 0
-31 -58 71 0
17 -29 39 0
-29 -74 -92 0
9 -40 -53 0
15 -26 62 0
-5 -31 -80 0
-61 77 80 0
46 -77 99 0
-3 -20 38 0
18 40 49 0
-8 51 94 0
-2 -26 36 0
-5 -69 73 0
4 -68 -73 0
-26 -54 -93 0
-19 34 77 0
1 35 -41 0
9 -65 -81 0
-29 -54 -64 0
-13 -15 100 0
6 -33 -72 0
-46 -77 -81 0
-62 63 -74 0
3 24 -76 0
-24 40 64 0
-8 39 -69 0
-32 -45 75 0
-1 -61 79 0
17 -31 -59 0
