p cnf 100 520
-4 -29 40 0
-16 -55 -73 0
40 -54 72 0
-17 48 57 0
32 44 -61 0
-45 58 98 0
-42 59 -96 0
54 -78 -93 0
7 -65 -80 0
-34 -77 84 0
-16 28 -61 0
-1 86 -88 0
12 27 68 0
-24 -41 -69 0
24 -61 72 0
14 83 -100 0
36 -63 100 0
53 -89 -100 0
-21 -31 48 0
11 35 -64 0
-2 -16 -27 0
-12 -60 87 0
56 -80 -88 0
-22 83 -88 0
-67 -82 98 0
20 -38 91 0
13 -27 -43 0
5 29 30 0
28 -55 -84 0
-3 50 -88 0
1 17 100 0
26 -90 94 0
5 30 60 0
-15 18 43 0
26 28 -61 0
-15 40 85 0
-24 -34 -84 0
40 -80 -84 0
-35 82 93 0
-52 -70 -87 0
26 -79 -88 0
-19 -39 -73 0
31 -77 -78 0
-5 -9 -23 0
43 44 -89 0
2 -42 70 0
62 -88 92 0
3 13 -58 0
-27 -44 49 0
10 50 -88 0
-13 -28 43 0
66 77 -80 0
4 -55 -79 0
20 88 -91 0
6 -11 42 0
-21 -66 93 0
-12 51 57 0
-7 -22 -79 0
46 -52 58 0
-15 59 -93 0
36 -40 -76 0
-44 73 80 0
-11 40 64 0
-79 88 -99 0
-9 -14 -68 0
-19 91 -96 0
27 -65 -72 0
45 -92 98 0
4 48 70 0
-4 15 -45 0
-10 64 95 0
33 48 99 0
-4 -48 -63 0
-51 -52 56 0
-23 -35 71 0
-18 24 69 0
10 11 74 0
33 55 73 0
-25 -51 60 0
13 48 61 0
-12 -37 -94 0
37 75 82 0
-23 71 -76 0
30 -36 67 0
29 -53 -85 0
14 -61 -97 0
22 -29 -63 0
-49 54 -86 0
-42 87 -99 0
28 50 100 0
57 66 88 0
39 -76 -81 0
-15 62 -74 0
13 -21 -34 0
6 36 88 0
-16 -26 51 0
8 84 95 0
-11 58 89 0
33 57 62 0
-17 -24 -99 0
12 33 -71 0
10 30 58 0
14 47 -93 0
-31 -54 96 0
-59 -78 -99 0
-4 19 -63 0
7 41 70 0
17 -30 -46 0
12 -15 84 0
-38 -94 95 0
4 -74 -81 0
34 37 61 0
42 82 -94 0
5 -49 97 0
-3 -4 50 0
-40 70 -84 0
-67 87 -97 0
16 -29 -56 0
16 57 97 0
-11 -36 90 0
16 31 -45 0
-26 -58 64 0
22 23 74 0
10 16 79 0
3 -27 -37 0
-43 72 77 0
19 -38 80 0
6 -74 81 0
23 -39 44 0
1 70 77 0
-37 -41 51 0
-6 70 84 0
9 -43 -57 0
-53 -81 -90 0
7 -13 -56 0
18 -98 -100 0
47 77 94 0
-18 22 -25 0
-65 72 84 0
41 52 -64 0
2 -12 57 0
-12 13 92 0
-35 62 85 0
-22 51 -60 0
-2 -8 -39 0
-17 -25 41 0
-12 -49 71 0
-15 41 -80 0
-13 79 -88 0
-86 90 -93 0
-47 55 81 0
23 76 -98 0
-9 -59 63 0
8 13 54 0
-2 21 -98 0
9 -60 93 0
-23 -40 -62 0
19 -44 83 0
-38 -73 -82 0
29 62 81 0
-50 52 -81 0
-49 -94 -99 0
16 -49 -81 0
14 -58 -90 0
-29 -59 -90 0
-23 -32 -89 0
15 -39 98 0
24 38 75 0
-11 25 -73 0
-72 -79 85 0
-10 71 75 0
30 45 90 0
-11 -72 93 0
15 38 46 0
20 45 64 0
-7 8 69 0
47 -63 78 0
-20 -31 -57 0
31 -41 -65 0
27 -41 73 0
-26 -69 92 0
-28 47 -62 0
-6 -35 -77 0
17 85 -95 0
-44 -64 76 0
-44 -66 -92 0
-67 89 91 0
42 -72 -86 0
-39 -52 -93 0
7 50 -69 0
37 -51 86 0
-42 -83 97 0
-32 37 62 0
6 35 98 0
-31 53 -80 0
5 -39 43 0
-3 72 81 0
-11 55 -94 0
-18 29 51 0
26 58 -75 0
3 74 -81 0
12 -54 99 0
-15 54 61 0
-23 -52 -61 0
-57 -58 -82 0
-3 54 -95 0
6 83 100 0
-71 89 -90 0
-7 -54 60 0
7 -18 87 0
43 46 72 0
-35 73 87 0
43 -55 73 0
-7 12 -89 0
29 58 -65 0
6 -37 -100 0
-10 58 -71 0
26 41 98 0
-31 55 65 0
46 80 -97 0
-10 21 -64 0
-26 49 -56 0
21 32 -81 0
12 -31 76 0
17 -55 62 0
8 -18 23 0
-36 79 -99 0
-14 -35 -49 0
3 19 -56 0
-3 -16 57 0
-28 63 -69 0
16 -79 88 0
4 -67 68 0
10 -52 -81 0
-53 -74 95 0
6 77 94 0
54 58 -61 0
18 -31 -79 0
14 -17 29 0
10 32 -33 0
-56 -94 96 0
3 10 76 0
5 93 -96 0
9 -16 -17 0
-43 54 87 0
-18 22 -95 0
-18 51 -79 0
-19 60 -75 0
5 -21 -43 0
31 -66 -86 0
12 62 70 0
1 32 -97 0
-21 33 38 0
-17 51 55 0
-57 82 -88 0
-36 -38 45 0
-59 88 -90 0
-8 -47 48 0
12 -84 -98 0
-12 29 51 0
-17 53 -86 0
-14 -20 -91 0
-12 29 -65 0
1 48 -65 0
-1 30 -85 0
-2 42 -59 0
22 -75 -90 0
-12 13 -22 0
25 -71 -96 0
-27 -43 68 0
-5 29 -89 0
-6 -13 -41 0
15 27 62 0
-16 65 -89 0
-37 49 -54 0
64 71 93 0
-16 17 -56 0
-13 -91 -99 0
34 -59 61 0
44 50 -60 0
1 -56 69 0
-36 -51 63 0
-37 -65 79 0
-1 4 -58 0
6 -69 -95 0
38 -43 85 0
-9 20 83 0
8 75 -82 0
-21 83 97 0
52 60 -66 0
54 -56 -94 0
-1 -13 -39 0
-15 -31 -55 0
12 -40 -90 0
-39 42 61 0
-72 -73 88 0
-2 14 -58 0
18 29 43 0
7 9 22 0
-33 -38 -75 0
-3 -75 -100 0
38 -49 -67 0
-8 33 -63 0
-10 49 71 0
-15 -54 87 0
11 16 -97 0
-35 44 57 0
-31 88 -91 0
-25 -27 60 0
-16 17 95 0
41 83 95 0
19 -21 75 0
2 3 32 0
-19 -90 94 0
67 -70 -93 0
-5 39 -64 0
49 80 -89 0
13 35 98 0
2 4 73 0
-6 -13 -73 0
-27 63 72 0
-8 68 97 0
-24 -49 -72 0
19 -35 -87 0
-3 -11 -39 0
33 -79 95 0
12 -61 -98 0
49 -56 68 0
-40 -59 96 0
1 44 -47 0
-3 -62 63 0
-48 79 -82 0
-38 -59 -95 0
21 42 -45 0
18 33 -77 0
-83 -85 -88 0
-2 -61 -97 0
6 71 72 0
5 -12 24 0
-15 42 -77 0
-20 56 69 0
14 53 -62 0
9 72 -91 0
7 -45 57 0
2 -37 74 0
-13 -21 44 0
-15 34 73 0
12 -46 -97 0
1 39 66 0
12 -45 46 0
68 83 92 0
-10 -15 27 0
43 54 -100 0
-33 -71 -85 0
13 54 99 0
-9 50 -87 0
48 -76 83 0
59 66 95 0
6 17 27 0
21 26 -40 0
-67 94 98 0
18 35 72 0
6 38 42 0
-8 -49 66 0
-17 -57 -62 0
20 55 89 0
-18 -36 83 0
-10 85 -91 0
-7 -12 -47 0
-21 -40 57 0
10 -53 72 0
3 47 -82 0
8 56 -95 0
26 85 -90 0
-49 69 -90 0
-41 80 -89 0
1 36 -89 0
-46 -48 99 0
45 -60 84 0
4 52 90 0
-19 25 -67 0
29 47 -60 0
-18 -28 -65 0
18 -56 94 0
58 88 -95 0
-9 -46 -77 0
-4 43 -63 0
-37 -55 59 0
37 -47 -86 0
-22 -50 -59 0
-1 -2 84 0
24 -54 69 0
41 45 70 0
5 -46 55 0
15 70 -94 0
27 58 83 0
27 -28 61 0
-3 -17 -53 0
-36 47 98 0
-6 60 86 0
23 -31 -52 0
37 -55 -73 0
39 -62 63 0
20 74 -89 0
-41 -53 94 0
26 -36 -40 0
-9 -17 98 0
1 -35 -96 0
21 -99 -100 0
-4 -41 -49 0
9 23 -83 0
-13 -68 83 0
72 -74 -84 0
7 -72 80 0
-15 -30 63 0
-1 -4 61 0
-7 -46 55 0
-17 58 -68 0
66 -67 -91 0
64 82 -85 0
-5 10 -55 0
-2 15 -42 0
-13 18 54 0
30 -39 86 0
2 -74 -100 0
-13 -56 -92 0
-57 63 -69 0
-86 93 100 0
24 59 -92 0
7 -21 -98 0
1 -16 55 0
12 -44 59 0
-60 65 97 0
-10 77 100 0
-43 -58 68 0
20 76 -94 0
-13 26 98 0
-21 37 -54 0
4 -48 -58 0
-20 -24 61 0
-5 19 -88 0
-27 -72 94 0
-47 51 -59 0
38 58 -99 0
-72 90 98 0
21 57 99 0
-17 -65 -94 0
75 80 93 0
-32 59 79 0
-4 -60 -84 0
29 -40 -76 0
-10 -77 86 0
7 -86 -90 0
6 34 53 0
47 -62 -80 0
12 85 91 0
7 -58 99 0
8 -61 -100 0
-1 -26 -64 0
80 87 91 0
6 -29 34 0
37 60 88 0
-13 -52 -55 0
-5 -66 -100 0
-18 -25 -85 0
64 -71 80 0
-12 65 90 0
24 -31 -42 0
27 74 -90 0
63 89 98 0
57 -67 80 0
28 -92 -99 0
-1 4 -34 0
-62 82 -88 0
56 61 77 0
5 26 78 0
-13 77 -97 0
48 60 68 0
-36 -55 81 0
43 -72 -84 0
12 -88 95 0
-20 38 59 0
15 41 90 0
-27 -58 -99 0
24 25 -88 0
14 32 -56 0
-44 58 -67 0
-29 39 55 0
21 28 40 0
-46 -54 98 0
-16 -21 -91 0
12 59 -62 0
27 -98 99 0
5 44 -47 0
6 10 20 0
56 82 87 0
2 60 65 0
-41 -82 99 0
-1 -91 95 0
-19 64 69 0
28 58 91 0
12 -30 -66 0
-42 -84 -95 0
2 3 -47 0
6 52 -96 0
40 59 -64 0
23 -71 -85 0
16 32 -78 0
-20 82 -90 0
-28 50 -86 0
-19 20 79 0
45 54 -85 0
-16 38 -91 0
-17 -24 -68 0
29 -32 80 0
12 61 94 0
-6 -9 31 0
-14 47 -54 0
-40 -50 68 0
88 -94 -99 0
