p cnf 100 340
23 66 -86 0
24 -33 80 0
-30 -64 76 0
-37 -43 60 0
-8 -38 -59 0
-26 55 -80 0
-33 96 100 0
2 -72 80 0
-53 91 -96 0
22 76 -96 0
-30 -75 94 0
-43 47 -54 0
1 -42 63 0
-28 -60 -72 0
64 -68 91 0
27 -40 74 0
52 77 80 0
-19 -55 -59 0
-1 21 64 0
-52 -58 -79 0
-25 46 55 0
-11 24 -67 0
24 -44 -81 0
28 68 -98 0
-16 -46 65 0
-9 53 61 0
3 -50 -58 0
5 -14 -79 0
7 30 37 0
32 57 88 0
4 34 -36 0
-44 -51 -83 0
22 60 81 0
-5 11 -33 0
-50 57 99 0
7 21 -65 0
-31 -51 -98 0
1 -27 68 0
32 69 74 0
-14 -76 -92 0
-8 71 -94 0
-1 78 95 0
-2 3 -31 0
2 38 -74 0
12 -28 46 0
-9 -84 97 0
-2 -10 -64 0
36 76 87 0
-17 -42 -75 0
4 -38 -47 0
9 41 73 0
-43 70 78 0
18 -24 69 0
-11 29 34 0
5 -7 -40 0
-9 -69 90 0
12 81 84 0
-36 -37 63 0
10 -66 67 0
15 39 77 0
-16 -48 -88 0
-7 -23 45 0
-18 31 97 0
-16 -18 -65 0
8 -22 24 0
-7 47 -80 0
-3 9 -99 0
-15 -91 -93 0
-31 33 -65 0
-29 68 75 0
4 75 92 0
-73 -94 -96 0
4 6 73 0
-7 8 -45 0
-10 -66 97 0
-2 -22 50 0
-2 -11 -90 0
5 44 60 0
11 -28 -61 0
22 -44 90 0
65 -78 97 0
28 30 82 0
18 34 96 0
54 -74 -94 0
6 11 -55 0
-55 -64 76 0
10 17 87 0
-22 32 -44 0
21 -33 -71 0
5 -24 -78 0
11 -14 -95 0
-1 33 89 0
-5 -34 -90 0
2 -30 -48 0
-23 50 -59 0
31 88 91 0
-6 -10 -83 0
-37 -52 -91 0
20 -71 -89 0
40 -54 -66 0
81 86 95 0
-10 74 -96 0
34 76 -98 0
-25 26 69 0
6 73 -97 0
-62 -66 84 0
10 -56 -88 0
-16 42 92 0
-9 -44 50 0
40 61 95 0
-18 59 99 0
13 -64 -79 0
-12 -29 -91 0
22 -44 -91 0
-6 7 16 0
-22 -91 -95 0
-10 57 72 0
16 43 -48 0
25 -30 66 0
3 26 -30 0
7 -33 -92 0
17 35 72 0
-2 -58 -81 0
8 27 -83 0
1 31 -93 0
-6 75 -94 0
47 84 89 0
24 -47 -84 0
-39 42 -69 0
-11 25 75 0
-39 57 -86 0
-24 68 -89 0
-19 49 -55 0
23 -60 -83 0
-28 -78 -85 0
-23 60 71 0
-17 -42 75 0
-5 -71 78 0
-4 68 -94 0
79 80 89 0
-26 53 94 0
31 41 91 0
-2 33 -92 0
-24 -59 78 0
-9 -26 80 0
-9 -14 -83 0
-3 -55 -97 0
21 -42 52 0
-28 53 63 0
10 72 82 0
-29 31 -63 0
-54 59 -95 0
5 -47 -73 0
-16 -78 85 0
-30 -53 -88 0
-23 -78 100 0
-17 29 -81 0
-9 -28 -91 0
37 -68 85 0
36 -49 -56 0
26 -29 83 0
-62 -66 67 0
-32 39 -41 0
44 61 -100 0
-2 -17 90 0
-4 25 59 0
9 36 69 0
51 67 -82 0
-25 -38 -62 0
13 -64 -75 0
-9 65 87 0
-39 67 69 0
6 -34 -98 0
29 32 -77 0
-46 48 -50 0
55 -64 72 0
6 -74 75 0
19 -78 -85 0
-5 12 -67 0
-8 50 88 0
30 33 -51 0
-6 12 -23 0
-1 18 -52 0
-16 -65 -81 0
21 -26 35 0
-47 69 -92 0
-27 94 -95 0
26 78 86 0
8 21 -51 0
-1 -2 -77 0
31 -40 64 0
41 -54 57 0
-23 46 92 0
-8 25 52 0
19 32 -39 0
21 -51 73 0
19 57 62 0
2 -22 -57 0
7 35 92 0
6 39 77 0
15 17 -85 0
34 -59 80 0
-3 55 93 0
-45 60 -72 0
-23 -32 -91 0
46 82 -99 0
46 -60 80 0
5 23 -45 0
-70 -73 -94 0
32 -49 88 0
-22 -62 86 0
-38 -51 63 0
39 73 85 0
25 -50 99 0
2 4 -28 0
-34 -52 -70 0
12 46 -97 0
3 26 -27 0
5 -9 23 0
41 -54 -84 0
-13 -18 -56 0
34 54 -58 0
-9 56 92 0
8 51 74 0
-10 24 -41 0
26 -56 -95 0
