p cnf 100 420
50 -63 -99 0
-6 -50 -86 0
-30 50 -84 0
54 58 92 0
-34 -45 59 0
-43 -56 80 0
-61 71 99 0
-52 61 71 0
-52 76 -87 0
-7 29 92 0
9 29 -68 0
-25 43 83 0
16 -42 -44 0
-15 46 91 0
-3 -24 -84 0
19 -32 77 0
-40 44 58 0
-15 29 -33 0
5 56 60 0
-34 87 -88 0
24 35 -83 0
-59 -75 -79 0
-18 29 95 0
47 -50 97 0
1 -41 -58 0
-62 -79 -93 0
-55 -75 -84 0
2 54 -63 0
-21 35 71 0
-49 -58 -75 0
35 42 68 0
-9 -42 92 0
-29 -34 -66 0
-22 -44 -73 0
30 -32 40 0
1 71 -90 0
-19 46 -89 0
-48 58 64 0
-11 25 31 0
-16 -58 99 0
25 -38 -68 0
11 56 98 0
-11 69 -88 0
-63 74 -91 0
-11 -13 -78 0
-21 -77 84 0
22 46 92 0
-39 69 -77 0
13 70 -76 0
-18 -45 78 0
-21 33 -44 0
35 86 -97 0
-30 62 69 0
2 31 -95 0
-53 -58 93 0
28 54 -75 0
-49 65 -88 0
33 -58 78 0
2 -13 42 0
-22 34 -95 0
-8 -24 -26 0
-13 81 94 0
-71 -79 -89 0
6 34 -86 0
19 67 -90 0
4 53 67 0
-47 82 -90 0
-38 -70 71 0
-53 74 -82 0
55 64 -100 0
-11 61 -74 0
53 62 95 0
-13 -15 51 0
-13 -39 53 0
-13 -37 -41 0
16 -46 -91 0
-18 37 57 0
-25 28 40 0
45 69 87 0
-30 -42 -95 0
-66 85 -100 0
-10 68 77 0
13 31 -59 0
-45 -74 85 0
-36 -52 66 0
-23 91 93 0
-9 -41 -61 0
-18 -36 -70 0
45 70 72 0
6 -12 -33 0
3 24 96 0
61 -82 -86 0
-29 -53 -94 0
-10 50 -63 0
3 15 -64 0
-8 -63 -92 0
6 -74 90 0
2 26 -73 0
-24 83 96 0
-2 -11 -53 0
9 -47 -83 0
-35 74 -79 0
55 -64 76 0
71 74 -76 0
28 70 81 0
28 -33 -86 0
-12 -54 56 0
-4 31 85 0
-22 43 61 0
13 -55 -61 0
7 -13 -31 0
-7 25 -80 0
14 -45 -80 0
-61 -65 74 0
49 64 -86 0
14 80 88 0
14 -27 61 0
-25 41 -69 0
5 -49 96 0
75 88 -98 0
-52 75 -82 0
-10 -38 -59 0
6 99 100 0
7 29 -32 0
-44 48 86 0
1 52 53 0
-15 36 40 0
25 -38 -88 0
6 22 -62 0
-13 15 -23 0
-11 51 -77 0
47 59 -62 0
33 53 -86 0
-6 15 53 0
-20 -43 -99 0
-14 -71 -78 0
-11 62 80 0
-35 59 -79 0
-5 -27 -64 0
-28 -43 -83 0
-1 58 -65 0
2 -79 -93 0
-4 70 -83 0
51 57 -61 0
-22 93 98 0
14 -16 21 0
-22 -31 -83 0
-9 65 -87 0
-48 -74 -85 0
-48 82 -99 0
13 82 -90 0
25 89 93 0
27 47 59 0
80 -96 -97 0
-17 -56 -87 0
37 81 -91 0
-6 46 -80 0
-26 28 -75 0
25 -73 -85 0
70 84 -89 0
-1 27 -43 0
52 82 89 0
45 46 -77 0
-18 67 -80 0
4 59 -71 0
-25 62 79 0
1 48 -96 0
6 -48 -53 0
-2 -59 81 0
60 88 -90 0
56 62 70 0
-32 39 50 0
-23 -32 80 0
-26 82 -89 0
71 74 96 0
33 -56 -96 0
3 23 74 0
14 -23 -76 0
41 -79 97 0
-5 -18 70 0
-48 -72 83 0
4 -36 68 0
-9 76 -96 0
-1 4 68 0
20 56 -60 0
-31 36 -40 0
-59 63 -87 0
-47 -51 -84 0
-4 -19 38 0
-9 34 -51 0
14 -26 -36 0
42 -94 -97 0
12 30 -46 0
1 -37 45 0
10 -64 94 0
24 -67 -83 0
49 -81 86 0
56 73 100 0
66 86 91 0
29 -45 -69 0
-50 73 -89 0
-42 44 88 0
8 -15 17 0
25 27 41 0
15 -42 -88 0
45 49 -63 0
60 -78 -90 0
15 -38 50 0
-21 58 -65 0
-19 62 76 0
-4 59 -81 0
-2 -56 -57 0
-5 -14 89 0
78 79 99 0
9 15 -54 0
27 -35 76 0
-35 58 -71 0
-1 -34 -98 0
3 50 -74 0
20 -31 -57 0
-27 -43 -64 0
-17 37 -42 0
-10 47 54 0
21 -25 -64 0
-4 45 -89 0
-70 74 90 0
-28 73 -100 0
33 -34 96 0
