p cnf 100 300
46 61 85 0
-67 -73 86 0
9 20 -62 0
32 -61 -94 0
41 46 -57 0
33 38 64 0
3 24 -36 0
55 -66 82 0
24 35 53 0
16 -49 -78 0
-51 -71 -95 0
-3 5 84 0
-7 -61 -95 0
6 35 -87 0
16 35 -45 0
-37 -61 -90 0
-54 -71 84 0
-42 45 46 0
-17 -37 55 0
-27 50 -59 0
22 35 43 0
27 71 -76 0
34 -42 -94 0
-21 -43 -68 0
14 42 -90 0
16 -20 33 0
17 -24 -88 0
32 65 -93 0
-24 87 92 0
33 35 52 0
9 53 61 0
33 74 90 0
-10 -83 -87 0
-20 -81 88 0
-35 47 -79 0
-2 -7 -96 0
5 -13 -79 0
-54 82 -87 0
-36 -74 -80 0
10 -25 57 0
6 8 -72 0
26 -34 59 0
-40 70 -100 0
24 -41 -42 0
22 -49 93 0
11 -64 -77 0
-42 -63 -68 0
-12 44 98 0
-5 -15 18 0
-36 61 -67 0
-50 61 70 0
-33 75 88 0
19 33 54 0
15 16 -59 0
2 5 9 0
-11 -56 -62 0
12 39 87 0
57 -67 78 0
-2 -6 -77 0
-29 -37 -96 0
-12 44 84 0
-36 72 -79 0
-10 -69 -70 0
6 22 -99 0
-10 21 41 0
-42 47 -79 0
2 7 -68 0
50 -64 -71 0
-32 79 86 0
-41 46 -69 0
7 11 -82 0
41 -73 79 0
-56 -68 69 0
-37 -40 69 0
-54 66 76 0
53 -79 -84 0
73 79 80 0
-16 36 -43 0
-17 -65 89 0
20 54 -69 0
51 -77 -78 0
5 -13 55 0
36 68 -96 0
23 27 -37 0
22 -61 62 0
27 33 -37 0
82 -88 -94 0
-14 -59 72 0
8 -27 52 0
5 -46 99 0
-7 72 85 0
-45 -50 -87 0
18 -57 86 0
6 -24 80 0
5 36 85 0
9 33 -66 0
3 -34 93 0
58 76 79 0
32 80 -91 0
-7 -70 -98 0
20 69 -94 0
18 -25 -100 0
-34 58 72 0
49 -65 -79 0
16 -43 -67 0
13 -38 47 0
-22 -82 93 0
-17 -29 87 0
-24 -55 94 0
-58 86 -94 0
-8 43 -87 0
-10 -69 76 0
28 -35 -86 0
-45 57 -94 0
-60 71 99 0
2 -19 53 0
-8 -79 -84 0
-52 -55 63 0
-46 -52 -77 0
-25 49 70 0
-61 65 -76 0
47 -62 -75 0
15 -28 64 0
-8 21 54 0
11 56 72 0
48 -58 60 0
-24 -63 91 0
1 -6 48 0
55 -57 72 0
7 -12 -94 0
17 48 -96 0
-86 -98 100 0
-40 -46 -73 0
3 -11 -38 0
-55 -70 -90 0
14 -30 91 0
8 22 96 0
-7 33 51 0
-32 67 -93 0
-12 14 49 0
-41 42 -73 0
-27 42 66 0
-2 -13 84 0
-4 -39 66 0
-21 35 90 0
28 -37 50 0
-20 -36 64 0
17 -18 -27 0
-18 -62 -76 0
-51 -97 100 0
4 -15 33 0
-33 -78 -88 0
13 -32 43 0
-30 -68 86 0
-54 -58 80 0
-62 -80 100 0
-5 -30 61 0
27 -32 72 0
21 74 86 0
12 39 97 0
-1 -75 92 0
-18 -34 -91 0
-41 -62 88 0
-13 -14 -99 0
-54 -71 97 0
-25 -46 -88 0
36 -60 -99 0
4 -21 39 0
-15 -82 -86 0
-20 70 98 0
-10 58 -87 0
22 -43 82 0
-61 -62 -96 0
56 -83 93 0
-5 -44 -97 0
-6 -11 92 0
7 -31 -54 0
-45 -52 -80 0
-32 -38 -73 0
-54 71 75 0
55 -60 93 0
-16 -38 -48 0
-12 -14 -91 0
-49 -70 98 0
-14 47 76 0
-27 84 -100 0
-22 45 -53 0
26 -41 64 0
12 39 -53 0
2 -35 67 0
-5 -10 11 0
-52 -82 -96 0
68 72 100 0
-57 68 -84 0
-15 -17 -63 0
-37 -41 -98 0
2 -39 73 0
-13 70 93 0
-30 67 -86 0
-57 -83 -86 0
-9 55 -69 0
35 57 -66 0
-10 -70 -92 0
-17 -45 73 0
-52 64 75 0
50 56 83 0
38 -88 90 0
14 -20 -68 0
-14 55 68 0
-9 -15 -29 0
-16 21 -89 0
-13 50 64 0
20 -44 56 0
-6 72 -83 0
28 -37 54 0
39 -70 -87 0
36 62 91 0
8 50 81 0
11 -66 94 0
27 32 -63 0
-5 -30 87 0
-5 -25 -92 0
16 52 -76 0
-40 73 81 0
62 71 97 0
43 -78 99 0
13 30 -100 0
38 -74 75 0
29 -30 76 0
-8 51 -87 0
-32 -41 97 0
-22 42 62 0
-9 -45 -49 0
48 62 -99 0
58 -64 80 0
-33 -45 -97 0
-24 -66 -93 0
-33 -40 81 0
-12 -63 96 0
64 80 -88 0
12 -17 56 0
-13 76 81 0
-45 -72 -82 0
-10 -23 -52 0
-1 9 -50 0
32 -81 -91 0
6 -11 100 0
-13 -17 34 0
3 40 -71 0
-15 53 -60 0
-38 54 -74 0
36 -53 61 0
32 49 -72 0
-13 41 55 0
-6 -83 92 0
31 -33 91 0
22 -42 -52 0
-5 -22 -98 0
-1 -25 -45 0
82 -91 97 0
11 -40 -47 0
1 -23 -28 0
5 -67 94 0
-9 15 76 0
77 79 89 0
-23 -69 76 0
12 -17 -76 0
-19 -31 100 0
-24 -41 -83 0
-25 69 -74 0
10 -25 33 0
-5 -10 -12 0
4 -50 -53 0
50 -51 62 0
24 -90 -95 0
15 60 -87 0
45 62 -96 0
-44 -54 -90 0
-36 -87 91 0
-52 -69 82 0
7 -54 -67 0
-17 21 47 0
-20 27 82 0
-9 -56 -90 0
-6 76 -77 0
-57 -84 100 0
31 -74 -82 0
-19 -28 39 0
39 -48 -88 0
3 -51 68 0
-3 24 -26 0
-8 -25 41 0
10 59 87 0
30 -54 74 0
-28 71 -87 0
24 42 -89 0
-41 -50 -83 0
-10 -80 83 0
5 31 -93 0
-77 -82 93 0
