p cnf 100 600
13 25 63 0
-9 -13 52 0
27 33 -38 0
61 70 -88 0
27 -40 71 0
9 11 24 0
5 -28 -78 0
46 -87 -89 0
16 -53 -56 0
-21 -83 -89 0
-7 39 96 0
-22 -53 93 0
50 -51 -85 0
10 79 82 0
7 50 -79 0
-19 -29 95 0
-46 75 78 0
-24 48 -99 0
26 -75 78 0
-66 69 -88 0
46 -57 -95 0
13 90 96 0
-27 30 52 0
15 -76 -94 0
-49 -73 79 0
-14 -23 68 0
6 46 72 0
5 37 -53 0
-9 22 -85 0
1 -48 76 0
-5 47 -92 0
-21 60 88 0
21 -32 -65 0
-25 34 71 0
46 -66 78 0
11 -14 34 0
-36 -55 73 0
46 -50 58 0
-28 -52 60 0
-18 55 -73 0
1 75 87 0
15 -61 75 0
-24 52 -95 0
47 54 58 0
15 50 86 0
5 15 -42 0
-46 58 -63 0
19 -24 -89 0
33 54 65 0
51 54 -77 0
4 -13 -18 0
4 -28 48 0
4 27 68 0
-32 36 75 0
11 48 -94 0
-20 -64 73 0
39 -44 88 0
38 -60 -70 0
-18 -29 -52 0
6 -89 -94 0
-2 -21 -93 0
-44 54 81 0
66 79 -90 0
-6 -10 55 0
3 -14 -19 0
17 55 -85 0
30 -45 -99 0
-21 69 -76 0
-34 58 98 0
-48 -69 -91 0
-8 -34 57 0
-11 13 67 0
33 -53 78 0
-40 -49 56 0
68 91 92 0
-25 -31 -43 0
-42 61 80 0
-12 26 -40 0
35 -88 -95 0
9 -24 53 0
-16 -56 82 0
42 -56 65 0
19 40 81 0
-5 -28 -64 0
41 -68 -82 0
4 -49 70 0
-10 -34 56 0
42 -58 68 0
-54 -85 -98 0
3 -5 -42 0
16 -30 60 0
-2 -31 -85 0
-12 50 -77 0
58 73 90 0
26 -38 86 0
-24 -46 93 0
-36 -54 91 0
31 -43 -51 0
-53 84 85 0
-56 67 75 0
-7 11 12 0
45 -75 -95 0
31 37 98 0
15 -17 -21 0
-15 52 54 0
56 -63 -86 0
-43 86 -92 0
32 48 67 0
-23 78 98 0
14 -98 -99 0
49 -56 76 0
17 32 98 0
4 28 91 0
-45 54 60 0
-10 -25 -79 0
40 -64 89 0
13 60 -75 0
3 -32 93 0
-16 28 -52 0
59 -78 80 0
29 70 90 0
-18 -58 -90 0
-30 -35 100 0
2 36 -42 0
-50 -85 -97 0
26 -27 -32 0
-43 -61 -68 0
12 -15 -80 0
48 51 64 0
-39 -49 74 0
44 74 95 0
-3 36 -87 0
1 27 52 0
18 43 -97 0
-48 52 -89 0
-14 -29 55 0
13 -63 98 0
-14 -18 -55 0
19 -64 76 0
-11 52 -68 0
-9 -32 -61 0
-22 -38 52 0
-26 -73 -76 0
27 -49 82 0
-22 -45 55 0
-26 -33 -41 0
36 41 -70 0
15 74 90 0
-31 61 91 0
60 61 99 0
-23 -71 -95 0
-3 -13 65 0
-56 -63 -85 0
-47 73 -88 0
5 18 -69 0
-47 -57 -65 0
17 -29 -49 0
23 -70 86 0
16 -59 -94 0
-63 75 -99 0
-43 -55 99 0
13 -41 -64 0
70 -75 95 0
-11 40 -82 0
11 -46 -60 0
-6 43 92 0
-11 30 65 0
34 -76 -86 0
-12 -14 37 0
46 -84 -90 0
-63 -65 93 0
-2 -72 73 0
33 36 100 0
-25 33 -57 0
27 44 65 0
-37 45 79 0
-2 -35 41 0
-14 -27 -28 0
3 -6 -24 0
22 42 68 0
-62 -81 -96 0
-2 9 49 0
-89 -90 -98 0
-13 27 96 0
-10 77 84 0
21 39 88 0
-35 61 95 0
-2 92 95 0
-2 -14 -56 0
3 18 61 0
-33 39 -85 0
-31 48 78 0
10 49 56 0
30 60 -91 0
28 64 -84 0
1 -52 59 0
1 55 62 0
30 77 84 0
-9 -27 -70 0
-44 50 92 0
-53 -72 -92 0
-10 25 -57 0
36 48 75 0
-47 -57 61 0
-34 -45 66 0
-37 -41 -95 0
10 34 -79 0
-5 35 -63 0
14 -43 -95 0
42 53 -89 0
-3 -29 50 0
-24 33 -79 0
-83 -88 97 0
-31 42 -44 0
57 63 -91 0
-7 -58 -76 0
-7 58 87 0
-68 -85 -94 0
40 45 -60 0
-6 -64 -79 0
30 42 76 0
-3 -15 48 0
57 -84 -86 0
