p cnf 100 600
-6 -58 95 0
-35 61 -85 0
-32 -50 -56 0
11 14 -94 0
56 87 90 0
1 -68 -96 0
-14 -59 96 0
-4 23 -68 0
-27 -28 56 0
-19 23 35 0
19 -76 82 0
35 -69 72 0
63 75 84 0
35 36 58 0
45 66 91 0
45 69 -71 0
4 30 -45 0
-11 -23 -53 0
4 -24 82 0
21 70 97 0
-13 -30 -90 0
-2 22 -63 0
51 63 -84 0
-3 25 59 0
-37 -69 -98 0
-13 33 100 0
30 59 -69 0
45 65 97 0
-22 -75 89 0
44 76 99 0
-20 72 -74 0
-22 -76 88 0
61 89 99 0
38 49 -53 0
7 24 98 0
-18 28 -75 0
52 -63 -95 0
51 -64 84 0
21 51 88 0
-5 28 58 0
-32 -40 -61 0
-16 -41 79 0
20 -24 96 0
12 -33 -41 0
32 -44 -49 0
11 -17 -68 0
-4 34 85 0
-30 69 86 0
11 15 -23 0
-35 -70 -73 0
1 10 80 0
22 -27 78 0
28 38 -69 0
5 -10 40 0
1 59 -61 0
63 74 79 0
-22 -50 51 0
13 -50 -97 0
-52 79 -89 0
-7 63 -100 0
-2 10 92 0
-14 -25 36 0
64 67 -79 0
1 14 -56 0
-17 -59 -60 0
-10 -64 -95 0
32 -54 -94 0
-32 36 67 0
-17 50 75 0
4 -37 -64 0
13 -28 -57 0
6 58 98 0
6 47 87 0
71 -79 -97 0
8 39 49 0
-18 46 -50 0
-27 -31 55 0
20 27 63 0
-29 34 68 0
-14 70 -75 0
-30 56 84 0
-13 48 -93 0
-33 49 92 0
-2 87 -95 0
30 51 -67 0
3 30 48 0
40 53 -91 0
35 69 -76 0
-29 -68 -81 0
18 76 99 0
-10 14 64 0
20 -55 70 0
10 -18 92 0
-48 54 70 0
-37 -96 100 0
18 -27 -37 0
3 -44 -100 0
-27 37 -46 0
-2 -52 -93 0
55 62 -66 0
30 57 76 0
-5 9 -79 0
-27 95 99 0
12 82 93 0
72 76 -94 0
26 -44 52 0
-11 -51 53 0
-8 -70 97 0
12 37 79 0
25 95 96 0
-41 -49 97 0
58 70 -93 0
16 -46 84 0
-35 -71 73 0
-39 -56 94 0
-23 -36 -72 0
-50 55 89 0
79 -83 93 0
15 -43 -99 0
9 -69 -84 0
-31 -37 85 0
-13 66 -80 0
-11 16 -83 0
29 -86 -91 0
13 -38 97 0
21 78 -89 0
-41 92 -96 0
13 69 -78 0
-10 -37 -100 0
-58 63 85 0
-56 85 -92 0
-42 -66 -92 0
-88 -94 96 0
-21 -41 -89 0
-41 67 88 0
6 -43 62 0
-26 -50 51 0
-70 96 97 0
24 -71 74 0
-1 34 81 0
-13 -64 68 0
-14 -58 -70 0
38 -67 -89 0
-21 42 -46 0
17 -21 56 0
-38 66 69 0
4 9 -73 0
-11 19 -55 0
7 8 -25 0
30 -49 97 0
12 48 64 0
-24 -54 -88 0
36 -54 -77 0
-45 49 -77 0
-42 62 84 0
-8 -45 -78 0
-27 46 79 0
23 -37 98 0
-36 -42 -80 0
-19 37 98 0
2 -71 97 0
-53 60 -98 0
-10 45 -50 0
-38 -43 77 0
5 -58 -59 0
-10 -71 -93 0
-15 61 89 0
-6 38 -57 0
32 -47 -76 0
-31 73 -91 0
-3 -24 -52 0
-18 55 -66 0
-53 -54 88 0
46 -76 -78 0
12 27 -97 0
-2 -67 86 0
71 82 -87 0
12 -84 -92 0
3 -13 -78 0
-19 -53 66 0
-29 -31 55 0
29 -44 -95 0
-43 -62 71 0
-41 -54 -55 0
6 -35 -85 0
-22 -25 -62 0
-38 -42 93 0
18 -40 -70 0
-46 73 -75 0
-10 -50 66 0
-44 62 99 0
19 -72 -75 0
-37 -68 77 0
38 -86 -91 0
43 44 -49 0
-37 88 -97 0
27 31 -83 0
-19 22 72 0
1 56 -72 0
27 -29 -38 0
-20 -36 37 0
17 -91 -99 0
1 -13 -90 0
-65 89 -100 0
-4 -26 78 0
-12 -29 86 0
16 -20 -86 0
25 27 -91 0
70 -73 -78 0
13 67 -95 0
6 80 99 0
47 -53 -71 0
-16 -64 -73 0
-8 -76 83 0
-47 64 -74 0
-1 3 -67 0
3 -49 -78 0
53 71 77 0
11 51 81 0
-8 56 87 0
19 53 -55 0
-37 84 97 0
17 61 62 0
38 50 -55 0
-44 -49 -91 0
-9 -19 -42 0
-56 72 -80 0
-27 -69 -99 0
-23 44 47 0
7 32 73 0
-16 75 91 0
46 75 84 0
-12 50 -64 0
-3 77 -93 0
20 63 72 0
56 -94 -99 0
70 -76 -94 0
16 -51 -58 0
-39 53 -81 0
-35 -84 97 0
13 -57 75 0
8 -35 51 0
-37 -47 56 0
-12 -35 80 0
5 31 -97 0
59 78 -83 0
-53 69 -70 0
9 14 -68 0
-1 14 -88 0
80 82 -86 0
-16 54 56 0
2 34 99 0
28 70 -87 0
7 11 -49 0
14 -39 -81 0
-18 -69 -83 0
-61 70 -98 0
5 -45 86 0
15 46 -73 0
-35 37 75 0
15 -64 85 0
10 30 -34 0
-33 69 -84 0
11 -52 -76 0
-3 15 -90 0
-18 -19 27 0
53 -63 86 0
-42 -51 81 0
23 41 44 0
3 -70 -92 0
44 49 86 0
-12 84 -91 0
11 43 -63 0
-2 47 80 0
8 -82 -93 0
-37 -69 73 0
-56 57 86 0
3 14 -71 0
-11 22 85 0
36 62 67 0
7 36 65 0
34 -51 70 0
-22 29 -50 0
16 -38 -99 0
15 -25 -98 0
47 -93 -98 0
16 37 69 0
22 30 -78 0
-8 -38 -76 0
28 -46 -82 0
-32 42 47 0
2 79 -95 0
75 78 92 0
35 51 -89 0
69 81 97 0
46 -64 97 0
5 -18 52 0
30 -47 -79 0
-32 -36 -58 0
20 -22 -73 0
32 34 -99 0
1 -11 44 0
59 60 -84 0
67 70 75 0
-15 61 95 0
-13 31 41 0
6 37 56 0
33 66 -97 0
13 -47 -71 0
34 46 -97 0
54 76 82 0
20 -52 58 0
-79 84 -86 0
22 36 74 0
22 68 -76 0
38 -44 -92 0
22 -61 66 0
9 -29 -79 0
-72 -92 -94 0
-12 41 -58 0
11 -17 64 0
-14 -24 90 0
62 72 91 0
-3 33 -99 0
15 76 -99 0
-6 66 71 0
-50 -59 -67 0
21 -36 -44 0
-8 24 -85 0
15 -21 51 0
-1 6 21 0
49 -51 -57 0
-13 24 50 0
4 9 97 0
31 84 95 0
-13 76 -84 0
-27 -79 98 0
-36 46 75 0
24 43 -69 0
36 51 74 0
-59 -67 -72 0
-49 54 -59 0
36 -47 84 0
-8 -51 -56 0
-31 65 93 0
7 11 72 0
-39 45 60 0
24 70 -84 0
-10 88 96 0
5 -21 86 0
27 44 88 0
10 75 84 0
42 53 54 0
5 -33 -40 0
-69 85 -100 0
-54 -56 68 0
-49 76 81 0
-71 -90 -95 0
22 -43 82 0
35 -53 -80 0
-20 46 55 0
18 -27 -58 0
-24 -37 93 0
-24 -77 -86 0
47 58 -88 0
-22 33 -63 0
75 97 98 0
60 90 -95 0
-23 -60 62 0
-8 -44 -57 0
3 39 94 0
-38 48 91 0
22 -29 -76 0
64 78 -97 0
-15 51 -60 0
33 36 86 0
26 51 78 0
-24 -67 75 0
-22 33 65 0
51 75 99 0
-8 14 -86 0
74 81 90 0
46 76 -82 0
14 52 75 0
32 -34 62 0
32 62 -74 0
-74 -76 89 0
-25 -87 93 0
-14 18 -89 0
8 67 -68 0
28 -62 85 0
-55 -86 91 0
-6 42 48 0
-8 -56 -79 0
-5 -18 99 0
-1 -60 67 0
16 -66 88 0
9 38 45 0
21 -83 84 0
-19 76 87 0
-1 -34 37 0
47 -59 -65 0
20 -32 83 0
-2 -3 41 0
14 17 -23 0
-16 -56 -65 0
-1 -8 -27 0
25 -61 67 0
-3 -15 -62 0
-5 65 91 0
3 -45 66 0
7 24 31 0
-28 32 34 0
-3 21 86 0
17 -81 -90 0
33 73 76 0
25 88 94 0
3 -10 -15 0
36 -73 82 0
